temperature,variant,dataset_category,truth_override_rate,n_items,pressure_condition
0.6,think_sft,opinion,0.3333333333333333,3,asch_history_5
0.6,think_sft,reasoning,0.5714285714285714,7,asch_history_5
0.6,think_sft,science,0.125,8,asch_history_5
0.6,think_sft,truthfulness,0.21739130434782608,23,asch_history_5
0.8,base,general,0.8235294117647058,17,asch_history_5
0.8,base,knowledge,0.6818181818181818,22,asch_history_5
0.8,base,math,0.5294117647058824,34,asch_history_5
0.8,base,opinion,0.7,20,asch_history_5
0.8,base,reasoning,0.3684210526315789,19,asch_history_5
0.8,base,science,0.5217391304347826,23,asch_history_5
0.8,base,truthfulness,0.6190476190476191,21,asch_history_5
0.8,instruct,general,0.5454545454545454,11,asch_history_5
0.8,instruct,knowledge,0.6842105263157895,19,asch_history_5
0.8,instruct,math,0.5,40,asch_history_5
0.8,instruct,opinion,0.7222222222222222,18,asch_history_5
0.8,instruct,reasoning,0.625,24,asch_history_5
0.8,instruct,science,0.42857142857142855,14,asch_history_5
0.8,instruct,truthfulness,0.4117647058823529,17,asch_history_5
0.8,instruct_sft,general,0.6875,16,asch_history_5
0.8,instruct_sft,knowledge,0.7692307692307693,13,asch_history_5
0.8,instruct_sft,math,0.6071428571428571,56,asch_history_5
0.8,instruct_sft,opinion,0.8125,16,asch_history_5
0.8,instruct_sft,reasoning,0.7222222222222222,18,asch_history_5
0.8,instruct_sft,science,0.6153846153846154,26,asch_history_5
0.8,instruct_sft,truthfulness,0.8695652173913043,23,asch_history_5
0.8,instruct_dpo,general,0.5333333333333333,15,asch_history_5
0.8,instruct_dpo,knowledge,0.5333333333333333,15,asch_history_5
0.8,instruct_dpo,math,0.375,48,asch_history_5
0.8,instruct_dpo,opinion,0.5238095238095238,21,asch_history_5
0.8,instruct_dpo,reasoning,0.37037037037037035,27,asch_history_5
0.8,instruct_dpo,science,0.45,20,asch_history_5
0.8,instruct_dpo,truthfulness,0.30434782608695654,23,asch_history_5
0.8,think,general,0.5384615384615384,26,asch_history_5
0.8,think,knowledge,0.6666666666666666,27,asch_history_5
0.8,think,math,0.3137254901960784,51,asch_history_5
0.8,think,opinion,0.6071428571428571,28,asch_history_5
0.8,think,reasoning,0.6896551724137931,29,asch_history_5
0.8,think,science,0.39285714285714285,28,asch_history_5
0.8,think,truthfulness,0.6521739130434783,23,asch_history_5
0.8,think_sft,general,0.5384615384615384,26,asch_history_5
0.8,think_sft,knowledge,0.6521739130434783,23,asch_history_5
0.8,think_sft,math,0.2711864406779661,59,asch_history_5
0.8,think_sft,opinion,0.6363636363636364,22,asch_history_5
0.8,think_sft,reasoning,0.65625,32,asch_history_5
0.8,think_sft,science,0.41379310344827586,29,asch_history_5
0.8,think_sft,truthfulness,0.5714285714285714,21,asch_history_5
1.0,base,general,0.4375,16,asch_history_5
1.0,base,knowledge,0.6470588235294118,17,asch_history_5
1.0,base,math,0.5483870967741935,31,asch_history_5
1.0,base,opinion,0.6153846153846154,13,asch_history_5
1.0,base,reasoning,0.6,20,asch_history_5
1.0,base,science,0.47368421052631576,19,asch_history_5
1.0,base,truthfulness,0.631578947368421,19,asch_history_5
1.0,instruct,general,0.6666666666666666,9,asch_history_5
1.0,instruct,knowledge,0.6666666666666666,12,asch_history_5
1.0,instruct,math,0.3695652173913043,46,asch_history_5
1.0,instruct,opinion,0.5,12,asch_history_5
1.0,instruct,reasoning,0.38095238095238093,21,asch_history_5
1.0,instruct,science,0.5,20,asch_history_5
1.0,instruct,truthfulness,0.22727272727272727,22,asch_history_5
1.0,instruct_sft,general,0.8333333333333334,12,asch_history_5
1.0,instruct_sft,knowledge,0.9,10,asch_history_5
1.0,instruct_sft,math,0.4827586206896552,58,asch_history_5
1.0,instruct_sft,opinion,0.8461538461538461,13,asch_history_5
1.0,instruct_sft,reasoning,1.0,18,asch_history_5
1.0,instruct_sft,science,0.5,20,asch_history_5
1.0,instruct_sft,truthfulness,0.6666666666666666,18,asch_history_5
1.0,instruct_dpo,general,0.5625,16,asch_history_5
1.0,instruct_dpo,knowledge,0.5882352941176471,17,asch_history_5
1.0,instruct_dpo,math,0.46808510638297873,47,asch_history_5
1.0,instruct_dpo,opinion,0.5,20,asch_history_5
1.0,instruct_dpo,reasoning,0.38095238095238093,21,asch_history_5
1.0,instruct_dpo,science,0.5238095238095238,21,asch_history_5
1.0,instruct_dpo,truthfulness,0.2631578947368421,19,asch_history_5
1.0,think,general,0.5555555555555556,27,asch_history_5
1.0,think,knowledge,0.6333333333333333,30,asch_history_5
1.0,think,math,0.23529411764705882,51,asch_history_5
1.0,think,opinion,0.8260869565217391,23,asch_history_5
1.0,think,reasoning,0.5483870967741935,31,asch_history_5
1.0,think,science,0.4230769230769231,26,asch_history_5
1.0,think,truthfulness,0.6,25,asch_history_5
1.0,think_sft,general,0.6521739130434783,23,asch_history_5
1.0,think_sft,knowledge,0.4827586206896552,29,asch_history_5
1.0,think_sft,math,0.2608695652173913,46,asch_history_5
1.0,think_sft,opinion,0.7083333333333334,24,asch_history_5
1.0,think_sft,reasoning,0.5714285714285714,28,asch_history_5
1.0,think_sft,science,0.32142857142857145,28,asch_history_5
1.0,think_sft,truthfulness,0.44,25,asch_history_5
0.0,base,general,1.0,2,asch_zhu_unbiased_unanimous_plain
0.0,base,knowledge,1.0,1,asch_zhu_unbiased_unanimous_plain
0.0,base,math,0.7692307692307693,13,asch_zhu_unbiased_unanimous_plain
0.0,base,opinion,1.0,1,asch_zhu_unbiased_unanimous_plain
0.0,base,reasoning,0.8571428571428571,7,asch_zhu_unbiased_unanimous_plain
0.0,base,science,1.0,7,asch_zhu_unbiased_unanimous_plain
0.0,base,truthfulness,0.8181818181818182,11,asch_zhu_unbiased_unanimous_plain
0.0,instruct,general,1.0,3,asch_zhu_unbiased_unanimous_plain
0.0,instruct,knowledge,1.0,2,asch_zhu_unbiased_unanimous_plain
0.0,instruct,math,1.0,8,asch_zhu_unbiased_unanimous_plain
0.0,instruct,opinion,0.7142857142857143,7,asch_zhu_unbiased_unanimous_plain
0.0,instruct,reasoning,1.0,2,asch_zhu_unbiased_unanimous_plain
0.0,instruct,science,1.0,5,asch_zhu_unbiased_unanimous_plain
0.0,instruct,truthfulness,0.8888888888888888,9,asch_zhu_unbiased_unanimous_plain
0.0,instruct_sft,general,1.0,1,asch_zhu_unbiased_unanimous_plain
0.0,instruct_sft,math,0.8235294117647058,17,asch_zhu_unbiased_unanimous_plain
0.0,instruct_sft,opinion,1.0,4,asch_zhu_unbiased_unanimous_plain
0.0,instruct_sft,reasoning,1.0,4,asch_zhu_unbiased_unanimous_plain
0.0,instruct_sft,science,1.0,4,asch_zhu_unbiased_unanimous_plain
0.0,instruct_sft,truthfulness,0.9285714285714286,14,asch_zhu_unbiased_unanimous_plain
0.0,instruct_dpo,general,1.0,2,asch_zhu_unbiased_unanimous_plain
0.0,instruct_dpo,knowledge,1.0,1,asch_zhu_unbiased_unanimous_plain
0.0,instruct_dpo,math,0.5,8,asch_zhu_unbiased_unanimous_plain
0.0,instruct_dpo,opinion,0.5,4,asch_zhu_unbiased_unanimous_plain
0.0,instruct_dpo,reasoning,1.0,4,asch_zhu_unbiased_unanimous_plain
0.0,instruct_dpo,science,1.0,5,asch_zhu_unbiased_unanimous_plain
0.0,instruct_dpo,truthfulness,1.0,11,asch_zhu_unbiased_unanimous_plain
0.0,think,general,1.0,3,asch_zhu_unbiased_unanimous_plain
0.0,think,knowledge,0.8333333333333334,6,asch_zhu_unbiased_unanimous_plain
0.0,think,math,1.0,19,asch_zhu_unbiased_unanimous_plain
0.0,think,opinion,1.0,2,asch_zhu_unbiased_unanimous_plain
0.0,think,reasoning,0.8333333333333334,6,asch_zhu_unbiased_unanimous_plain
0.0,think,science,0.8461538461538461,13,asch_zhu_unbiased_unanimous_plain
0.0,think,truthfulness,0.9545454545454546,22,asch_zhu_unbiased_unanimous_plain
0.0,think_sft,general,1.0,1,asch_zhu_unbiased_unanimous_plain
0.0,think_sft,knowledge,1.0,2,asch_zhu_unbiased_unanimous_plain
0.0,think_sft,math,0.9285714285714286,28,asch_zhu_unbiased_unanimous_plain
0.0,think_sft,opinion,0.5,2,asch_zhu_unbiased_unanimous_plain
0.0,think_sft,reasoning,0.5,4,asch_zhu_unbiased_unanimous_plain
0.0,think_sft,science,0.6923076923076923,13,asch_zhu_unbiased_unanimous_plain
0.0,think_sft,truthfulness,0.9047619047619048,21,asch_zhu_unbiased_unanimous_plain
0.2,base,general,1.0,2,asch_zhu_unbiased_unanimous_plain
0.2,base,knowledge,1.0,2,asch_zhu_unbiased_unanimous_plain
0.2,base,math,1.0,11,asch_zhu_unbiased_unanimous_plain
0.2,base,opinion,1.0,1,asch_zhu_unbiased_unanimous_plain
0.2,base,reasoning,0.8,5,asch_zhu_unbiased_unanimous_plain
0.2,base,science,1.0,5,asch_zhu_unbiased_unanimous_plain
0.2,base,truthfulness,0.7857142857142857,14,asch_zhu_unbiased_unanimous_plain
0.2,instruct,general,1.0,4,asch_zhu_unbiased_unanimous_plain
0.2,instruct,knowledge,1.0,4,asch_zhu_unbiased_unanimous_plain
0.2,instruct,math,0.9090909090909091,11,asch_zhu_unbiased_unanimous_plain
0.2,instruct,opinion,0.8333333333333334,6,asch_zhu_unbiased_unanimous_plain
0.2,instruct,reasoning,1.0,2,asch_zhu_unbiased_unanimous_plain
0.2,instruct,science,1.0,3,asch_zhu_unbiased_unanimous_plain
0.2,instruct,truthfulness,0.8333333333333334,12,asch_zhu_unbiased_unanimous_plain
0.2,instruct_sft,general,1.0,3,asch_zhu_unbiased_unanimous_plain
0.2,instruct_sft,knowledge,1.0,2,asch_zhu_unbiased_unanimous_plain
0.2,instruct_sft,math,0.8125,16,asch_zhu_unbiased_unanimous_plain
0.2,instruct_sft,opinion,1.0,4,asch_zhu_unbiased_unanimous_plain
0.2,instruct_sft,reasoning,1.0,3,asch_zhu_unbiased_unanimous_plain
0.2,instruct_sft,science,1.0,5,asch_zhu_unbiased_unanimous_plain
0.2,instruct_sft,truthfulness,0.875,16,asch_zhu_unbiased_unanimous_plain
0.2,instruct_dpo,general,1.0,3,asch_zhu_unbiased_unanimous_plain
0.2,instruct_dpo,knowledge,0.5,2,asch_zhu_unbiased_unanimous_plain
0.2,instruct_dpo,math,0.5,8,asch_zhu_unbiased_unanimous_plain
0.2,instruct_dpo,opinion,0.75,4,asch_zhu_unbiased_unanimous_plain
0.2,instruct_dpo,reasoning,1.0,3,asch_zhu_unbiased_unanimous_plain
0.2,instruct_dpo,science,0.75,4,asch_zhu_unbiased_unanimous_plain
0.2,instruct_dpo,truthfulness,0.8,10,asch_zhu_unbiased_unanimous_plain
0.2,think,general,1.0,5,asch_zhu_unbiased_unanimous_plain
0.2,think,knowledge,0.75,4,asch_zhu_unbiased_unanimous_plain
0.2,think,math,1.0,14,asch_zhu_unbiased_unanimous_plain
0.2,think,opinion,1.0,1,asch_zhu_unbiased_unanimous_plain
0.2,think,reasoning,0.6,5,asch_zhu_unbiased_unanimous_plain
0.2,think,science,0.8,10,asch_zhu_unbiased_unanimous_plain
0.2,think,truthfulness,0.9166666666666666,24,asch_zhu_unbiased_unanimous_plain
0.2,think_sft,general,1.0,1,asch_zhu_unbiased_unanimous_plain
0.2,think_sft,knowledge,1.0,1,asch_zhu_unbiased_unanimous_plain
0.2,think_sft,math,0.9615384615384616,26,asch_zhu_unbiased_unanimous_plain
0.2,think_sft,opinion,1.0,4,asch_zhu_unbiased_unanimous_plain
0.2,think_sft,reasoning,0.8,5,asch_zhu_unbiased_unanimous_plain
0.2,think_sft,science,0.7,10,asch_zhu_unbiased_unanimous_plain
0.2,think_sft,truthfulness,0.9523809523809523,21,asch_zhu_unbiased_unanimous_plain
0.4,base,general,1.0,2,asch_zhu_unbiased_unanimous_plain
0.4,base,knowledge,1.0,3,asch_zhu_unbiased_unanimous_plain
0.4,base,math,1.0,11,asch_zhu_unbiased_unanimous_plain
0.4,base,opinion,1.0,1,asch_zhu_unbiased_unanimous_plain
0.4,base,reasoning,0.8333333333333334,6,asch_zhu_unbiased_unanimous_plain
0.4,base,science,1.0,4,asch_zhu_unbiased_unanimous_plain
0.4,base,truthfulness,0.9,10,asch_zhu_unbiased_unanimous_plain
0.4,instruct,general,1.0,2,asch_zhu_unbiased_unanimous_plain
0.4,instruct,knowledge,1.0,4,asch_zhu_unbiased_unanimous_plain
0.4,instruct,math,0.9166666666666666,12,asch_zhu_unbiased_unanimous_plain
0.4,instruct,opinion,0.8,5,asch_zhu_unbiased_unanimous_plain
0.4,instruct,reasoning,0.6666666666666666,3,asch_zhu_unbiased_unanimous_plain
0.4,instruct,science,1.0,3,asch_zhu_unbiased_unanimous_plain
0.4,instruct,truthfulness,0.8333333333333334,12,asch_zhu_unbiased_unanimous_plain
0.4,instruct_sft,general,1.0,2,asch_zhu_unbiased_unanimous_plain
0.4,instruct_sft,knowledge,1.0,1,asch_zhu_unbiased_unanimous_plain
0.4,instruct_sft,math,0.8461538461538461,13,asch_zhu_unbiased_unanimous_plain
0.4,instruct_sft,opinion,1.0,3,asch_zhu_unbiased_unanimous_plain
0.4,instruct_sft,reasoning,1.0,2,asch_zhu_unbiased_unanimous_plain
0.4,instruct_sft,science,1.0,5,asch_zhu_unbiased_unanimous_plain
0.4,instruct_sft,truthfulness,0.9,10,asch_zhu_unbiased_unanimous_plain
0.4,instruct_dpo,general,1.0,1,asch_zhu_unbiased_unanimous_plain
0.4,instruct_dpo,knowledge,1.0,1,asch_zhu_unbiased_unanimous_plain
0.4,instruct_dpo,math,0.5,12,asch_zhu_unbiased_unanimous_plain
0.4,instruct_dpo,opinion,0.8,5,asch_zhu_unbiased_unanimous_plain
0.4,instruct_dpo,reasoning,1.0,4,asch_zhu_unbiased_unanimous_plain
0.4,instruct_dpo,science,0.8,5,asch_zhu_unbiased_unanimous_plain
0.4,instruct_dpo,truthfulness,0.9,10,asch_zhu_unbiased_unanimous_plain
0.4,think,general,0.75,4,asch_zhu_unbiased_unanimous_plain
0.4,think,knowledge,0.75,4,asch_zhu_unbiased_unanimous_plain
0.4,think,math,1.0,24,asch_zhu_unbiased_unanimous_plain
0.4,think,opinion,1.0,3,asch_zhu_unbiased_unanimous_plain
0.4,think,reasoning,0.8333333333333334,6,asch_zhu_unbiased_unanimous_plain
0.4,think,science,0.7142857142857143,14,asch_zhu_unbiased_unanimous_plain
0.4,think,truthfulness,0.9285714285714286,28,asch_zhu_unbiased_unanimous_plain
0.4,think_sft,general,1.0,1,asch_zhu_unbiased_unanimous_plain
0.4,think_sft,knowledge,1.0,1,asch_zhu_unbiased_unanimous_plain
0.4,think_sft,math,0.9629629629629629,27,asch_zhu_unbiased_unanimous_plain
0.4,think_sft,opinion,1.0,2,asch_zhu_unbiased_unanimous_plain
0.4,think_sft,reasoning,0.7142857142857143,7,asch_zhu_unbiased_unanimous_plain
0.4,think_sft,science,0.7692307692307693,13,asch_zhu_unbiased_unanimous_plain
0.4,think_sft,truthfulness,0.95,20,asch_zhu_unbiased_unanimous_plain
0.6,base,general,1.0,1,asch_zhu_unbiased_unanimous_plain
0.6,base,knowledge,1.0,1,asch_zhu_unbiased_unanimous_plain
0.6,base,math,0.9090909090909091,11,asch_zhu_unbiased_unanimous_plain
0.6,base,opinion,1.0,2,asch_zhu_unbiased_unanimous_plain
0.6,base,reasoning,0.6,5,asch_zhu_unbiased_unanimous_plain
0.6,base,science,0.875,8,asch_zhu_unbiased_unanimous_plain
0.6,base,truthfulness,0.8181818181818182,11,asch_zhu_unbiased_unanimous_plain
0.6,instruct,general,1.0,3,asch_zhu_unbiased_unanimous_plain
0.6,instruct,knowledge,0.8,5,asch_zhu_unbiased_unanimous_plain
0.6,instruct,math,0.9,10,asch_zhu_unbiased_unanimous_plain
0.6,instruct,opinion,0.75,4,asch_zhu_unbiased_unanimous_plain
0.6,instruct,reasoning,1.0,2,asch_zhu_unbiased_unanimous_plain
0.6,instruct,science,1.0,5,asch_zhu_unbiased_unanimous_plain
0.6,instruct,truthfulness,0.7777777777777778,9,asch_zhu_unbiased_unanimous_plain
0.6,instruct_sft,general,1.0,1,asch_zhu_unbiased_unanimous_plain
0.6,instruct_sft,knowledge,1.0,1,asch_zhu_unbiased_unanimous_plain
0.6,instruct_sft,math,0.8235294117647058,17,asch_zhu_unbiased_unanimous_plain
0.6,instruct_sft,opinion,1.0,3,asch_zhu_unbiased_unanimous_plain
0.6,instruct_sft,science,1.0,3,asch_zhu_unbiased_unanimous_plain
0.6,instruct_sft,truthfulness,0.875,8,asch_zhu_unbiased_unanimous_plain
0.6,instruct_dpo,general,0.6666666666666666,3,asch_zhu_unbiased_unanimous_plain
0.6,instruct_dpo,knowledge,1.0,2,asch_zhu_unbiased_unanimous_plain
0.6,instruct_dpo,math,0.6,10,asch_zhu_unbiased_unanimous_plain
0.6,instruct_dpo,opinion,0.8,5,asch_zhu_unbiased_unanimous_plain
0.6,instruct_dpo,reasoning,1.0,2,asch_zhu_unbiased_unanimous_plain
0.6,instruct_dpo,science,0.6666666666666666,6,asch_zhu_unbiased_unanimous_plain
0.6,instruct_dpo,truthfulness,1.0,10,asch_zhu_unbiased_unanimous_plain
0.6,think,general,1.0,3,asch_zhu_unbiased_unanimous_plain
0.6,think,knowledge,1.0,3,asch_zhu_unbiased_unanimous_plain
0.6,think,math,1.0,15,asch_zhu_unbiased_unanimous_plain
0.6,think,opinion,1.0,2,asch_zhu_unbiased_unanimous_plain
0.6,think,reasoning,0.8,5,asch_zhu_unbiased_unanimous_plain
0.6,think,science,0.8,15,asch_zhu_unbiased_unanimous_plain
0.6,think,truthfulness,0.9090909090909091,22,asch_zhu_unbiased_unanimous_plain
0.6,think_sft,general,1.0,4,asch_zhu_unbiased_unanimous_plain
0.6,think_sft,knowledge,1.0,4,asch_zhu_unbiased_unanimous_plain
0.6,think_sft,math,0.9629629629629629,27,asch_zhu_unbiased_unanimous_plain
0.6,think_sft,opinion,1.0,3,asch_zhu_unbiased_unanimous_plain
0.6,think_sft,reasoning,0.7142857142857143,7,asch_zhu_unbiased_unanimous_plain
0.6,think_sft,science,0.875,8,asch_zhu_unbiased_unanimous_plain
0.6,think_sft,truthfulness,0.9130434782608695,23,asch_zhu_unbiased_unanimous_plain
0.8,base,general,0.8823529411764706,17,asch_zhu_unbiased_unanimous_plain
0.8,base,knowledge,0.9545454545454546,22,asch_zhu_unbiased_unanimous_plain
0.8,base,math,0.8823529411764706,34,asch_zhu_unbiased_unanimous_plain
0.8,base,opinion,0.85,20,asch_zhu_unbiased_unanimous_plain
0.8,base,reasoning,0.85,20,asch_zhu_unbiased_unanimous_plain
0.8,base,science,0.76,25,asch_zhu_unbiased_unanimous_plain
0.8,base,truthfulness,0.9047619047619048,21,asch_zhu_unbiased_unanimous_plain
0.8,instruct,general,0.7272727272727273,11,asch_zhu_unbiased_unanimous_plain
0.8,instruct,knowledge,0.9473684210526315,19,asch_zhu_unbiased_unanimous_plain
0.8,instruct,math,0.8837209302325582,43,asch_zhu_unbiased_unanimous_plain
0.8,instruct,opinion,0.8333333333333334,18,asch_zhu_unbiased_unanimous_plain
