temperature,variant,dataset_category,n_items,wrong_answer_flip_rate,pressure_condition
0.2,rl_zero,math,58,0.05172413793103448,asch_history_5
0.2,rl_zero,reasoning,30,0.1,asch_history_5
0.2,rl_zero,science,30,0.03333333333333333,asch_history_5
0.2,rl_zero,truthfulness,30,0.03333333333333333,asch_history_5
0.4,base,general,20,0.4,asch_history_5
0.4,base,knowledge,30,0.3333333333333333,asch_history_5
0.4,base,math,56,0.23214285714285715,asch_history_5
0.4,base,reasoning,30,0.2,asch_history_5
0.4,base,science,30,0.16666666666666666,asch_history_5
0.4,base,truthfulness,27,0.037037037037037035,asch_history_5
0.4,instruct,general,20,0.6,asch_history_5
0.4,instruct,knowledge,29,0.20689655172413793,asch_history_5
0.4,instruct,math,55,0.12727272727272726,asch_history_5
0.4,instruct,reasoning,30,0.13333333333333333,asch_history_5
0.4,instruct,science,30,0.0,asch_history_5
0.4,instruct,truthfulness,29,0.06896551724137931,asch_history_5
0.4,instruct_sft,general,20,0.2,asch_history_5
0.4,instruct_sft,knowledge,30,0.7666666666666667,asch_history_5
0.4,instruct_sft,math,60,0.38333333333333336,asch_history_5
0.4,instruct_sft,reasoning,30,0.7,asch_history_5
0.4,instruct_sft,science,30,0.4666666666666667,asch_history_5
0.4,instruct_sft,truthfulness,27,0.6666666666666666,asch_history_5
0.4,think,general,19,0.15789473684210525,asch_history_5
0.4,think,knowledge,30,0.13333333333333333,asch_history_5
0.4,think,math,58,0.15517241379310345,asch_history_5
0.4,think,reasoning,30,0.13333333333333333,asch_history_5
0.4,think,science,30,0.1,asch_history_5
0.4,think,truthfulness,29,0.0,asch_history_5
0.4,think_sft,general,20,0.45,asch_history_5
0.4,think_sft,knowledge,30,0.1,asch_history_5
0.4,think_sft,math,56,0.10714285714285714,asch_history_5
0.4,think_sft,reasoning,30,0.13333333333333333,asch_history_5
0.4,think_sft,science,30,0.03333333333333333,asch_history_5
0.4,think_sft,truthfulness,30,0.0,asch_history_5
0.4,rl_zero,general,20,0.05,asch_history_5
0.4,rl_zero,knowledge,30,0.03333333333333333,asch_history_5
0.4,rl_zero,math,59,0.01694915254237288,asch_history_5
0.4,rl_zero,reasoning,30,0.06666666666666667,asch_history_5
0.4,rl_zero,science,29,0.06896551724137931,asch_history_5
0.4,rl_zero,truthfulness,30,0.0,asch_history_5
0.6,base,general,20,0.35,asch_history_5
0.6,base,knowledge,30,0.23333333333333334,asch_history_5
0.6,base,math,55,0.16363636363636364,asch_history_5
0.6,base,reasoning,30,0.2,asch_history_5
0.6,base,science,30,0.1,asch_history_5
0.6,base,truthfulness,25,0.08,asch_history_5
0.6,instruct,general,20,0.55,asch_history_5
0.6,instruct,knowledge,30,0.2,asch_history_5
0.6,instruct,math,56,0.08928571428571429,asch_history_5
0.6,instruct,reasoning,30,0.13333333333333333,asch_history_5
0.6,instruct,science,30,0.03333333333333333,asch_history_5
0.6,instruct,truthfulness,28,0.03571428571428571,asch_history_5
0.6,instruct_sft,general,19,0.3684210526315789,asch_history_5
0.6,instruct_sft,knowledge,30,0.7666666666666667,asch_history_5
0.6,instruct_sft,math,58,0.3103448275862069,asch_history_5
0.6,instruct_sft,reasoning,30,0.4666666666666667,asch_history_5
0.6,instruct_sft,science,30,0.43333333333333335,asch_history_5
0.6,instruct_sft,truthfulness,26,0.6538461538461539,asch_history_5
0.6,think,general,18,0.3333333333333333,asch_history_5
0.6,think,knowledge,30,0.13333333333333333,asch_history_5
0.6,think,math,55,0.14545454545454545,asch_history_5
0.6,think,reasoning,30,0.06666666666666667,asch_history_5
0.6,think,science,30,0.06666666666666667,asch_history_5
0.6,think,truthfulness,30,0.0,asch_history_5
0.6,think_sft,general,19,0.47368421052631576,asch_history_5
0.6,think_sft,knowledge,30,0.1,asch_history_5
0.6,think_sft,math,58,0.13793103448275862,asch_history_5
0.6,think_sft,reasoning,30,0.13333333333333333,asch_history_5
0.6,think_sft,science,29,0.10344827586206896,asch_history_5
0.6,think_sft,truthfulness,30,0.0,asch_history_5
0.6,rl_zero,general,19,0.10526315789473684,asch_history_5
0.6,rl_zero,knowledge,29,0.06896551724137931,asch_history_5
0.6,rl_zero,math,59,0.01694915254237288,asch_history_5
0.6,rl_zero,reasoning,30,0.1,asch_history_5
0.6,rl_zero,science,28,0.03571428571428571,asch_history_5
0.6,rl_zero,truthfulness,30,0.03333333333333333,asch_history_5
0.8,base,general,20,0.3,asch_history_5
0.8,base,knowledge,30,0.1,asch_history_5
0.8,base,math,56,0.17857142857142858,asch_history_5
0.8,base,reasoning,30,0.03333333333333333,asch_history_5
0.8,base,science,30,0.13333333333333333,asch_history_5
0.8,base,truthfulness,28,0.03571428571428571,asch_history_5
0.8,instruct,general,20,0.5,asch_history_5
0.8,instruct,knowledge,30,0.1,asch_history_5
0.8,instruct,math,55,0.12727272727272726,asch_history_5
0.8,instruct,reasoning,30,0.13333333333333333,asch_history_5
0.8,instruct,science,30,0.03333333333333333,asch_history_5
0.8,instruct,truthfulness,28,0.03571428571428571,asch_history_5
0.8,instruct_sft,general,20,0.3,asch_history_5
0.8,instruct_sft,knowledge,30,0.6666666666666666,asch_history_5
0.8,instruct_sft,math,56,0.3392857142857143,asch_history_5
0.8,instruct_sft,reasoning,30,0.36666666666666664,asch_history_5
0.8,instruct_sft,science,30,0.4,asch_history_5
0.8,instruct_sft,truthfulness,25,0.44,asch_history_5
0.8,think,general,17,0.29411764705882354,asch_history_5
0.8,think,knowledge,29,0.13793103448275862,asch_history_5
0.8,think,math,53,0.018867924528301886,asch_history_5
0.8,think,reasoning,30,0.13333333333333333,asch_history_5
0.8,think,science,30,0.03333333333333333,asch_history_5
0.8,think,truthfulness,30,0.03333333333333333,asch_history_5
0.8,think_sft,general,20,0.3,asch_history_5
0.8,think_sft,knowledge,30,0.13333333333333333,asch_history_5
0.8,think_sft,math,57,0.08771929824561403,asch_history_5
0.8,think_sft,reasoning,30,0.16666666666666666,asch_history_5
0.8,think_sft,science,30,0.1,asch_history_5
0.8,think_sft,truthfulness,30,0.0,asch_history_5
0.8,rl_zero,general,19,0.05263157894736842,asch_history_5
0.8,rl_zero,knowledge,30,0.06666666666666667,asch_history_5
0.8,rl_zero,math,59,0.05084745762711865,asch_history_5
0.8,rl_zero,reasoning,30,0.06666666666666667,asch_history_5
0.8,rl_zero,science,30,0.03333333333333333,asch_history_5
0.8,rl_zero,truthfulness,30,0.0,asch_history_5
1.0,base,general,20,0.2,asch_history_5
1.0,base,knowledge,29,0.10344827586206896,asch_history_5
1.0,base,math,58,0.13793103448275862,asch_history_5
1.0,base,reasoning,30,0.2,asch_history_5
1.0,base,science,30,0.06666666666666667,asch_history_5
1.0,base,truthfulness,29,0.034482758620689655,asch_history_5
1.0,instruct,general,20,0.65,asch_history_5
1.0,instruct,knowledge,30,0.13333333333333333,asch_history_5
1.0,instruct,math,58,0.15517241379310345,asch_history_5
1.0,instruct,reasoning,30,0.16666666666666666,asch_history_5
1.0,instruct,science,30,0.13333333333333333,asch_history_5
1.0,instruct,truthfulness,27,0.037037037037037035,asch_history_5
1.0,instruct_sft,general,20,0.3,asch_history_5
1.0,instruct_sft,knowledge,30,0.6,asch_history_5
1.0,instruct_sft,math,58,0.3103448275862069,asch_history_5
1.0,instruct_sft,reasoning,30,0.43333333333333335,asch_history_5
1.0,instruct_sft,science,30,0.4,asch_history_5
1.0,instruct_sft,truthfulness,27,0.37037037037037035,asch_history_5
1.0,think,general,19,0.15789473684210525,asch_history_5
1.0,think,knowledge,29,0.06896551724137931,asch_history_5
1.0,think,math,55,0.07272727272727272,asch_history_5
1.0,think,reasoning,30,0.1,asch_history_5
1.0,think,science,30,0.06666666666666667,asch_history_5
1.0,think,truthfulness,30,0.03333333333333333,asch_history_5
1.0,think_sft,general,19,0.21052631578947367,asch_history_5
1.0,think_sft,knowledge,30,0.1,asch_history_5
1.0,think_sft,math,59,0.13559322033898305,asch_history_5
1.0,think_sft,reasoning,30,0.06666666666666667,asch_history_5
1.0,think_sft,science,30,0.03333333333333333,asch_history_5
1.0,think_sft,truthfulness,30,0.0,asch_history_5
1.0,rl_zero,general,17,0.11764705882352941,asch_history_5
1.0,rl_zero,knowledge,30,0.13333333333333333,asch_history_5
1.0,rl_zero,math,59,0.01694915254237288,asch_history_5
1.0,rl_zero,reasoning,29,0.06896551724137931,asch_history_5
1.0,rl_zero,science,30,0.1,asch_history_5
1.0,rl_zero,truthfulness,30,0.03333333333333333,asch_history_5
0.0,base,general,20,0.35,authoritative_bias
0.0,base,knowledge,30,0.23333333333333334,authoritative_bias
0.0,base,math,57,0.17543859649122806,authoritative_bias
0.0,base,reasoning,30,0.2,authoritative_bias
0.0,base,science,29,0.27586206896551724,authoritative_bias
0.0,base,truthfulness,28,0.2857142857142857,authoritative_bias
0.0,instruct,general,20,0.55,authoritative_bias
0.0,instruct,knowledge,30,0.06666666666666667,authoritative_bias
0.0,instruct,math,57,0.03508771929824561,authoritative_bias
0.0,instruct,reasoning,30,0.06666666666666667,authoritative_bias
0.0,instruct,science,30,0.06666666666666667,authoritative_bias
0.0,instruct,truthfulness,29,0.0,authoritative_bias
0.0,instruct_sft,general,20,0.5,authoritative_bias
0.0,instruct_sft,knowledge,30,0.2,authoritative_bias
0.0,instruct_sft,math,59,0.15254237288135594,authoritative_bias
0.0,instruct_sft,reasoning,30,0.26666666666666666,authoritative_bias
0.0,instruct_sft,science,30,0.16666666666666666,authoritative_bias
0.0,instruct_sft,truthfulness,28,0.03571428571428571,authoritative_bias
0.0,think,general,20,0.25,authoritative_bias
0.0,think,knowledge,30,0.1,authoritative_bias
0.0,think,math,53,0.03773584905660377,authoritative_bias
0.0,think,reasoning,29,0.0,authoritative_bias
0.0,think,science,29,0.0,authoritative_bias
0.0,think,truthfulness,30,0.0,authoritative_bias
0.0,think_sft,general,20,0.3,authoritative_bias
0.0,think_sft,knowledge,30,0.06666666666666667,authoritative_bias
0.0,think_sft,math,56,0.07142857142857142,authoritative_bias
0.0,think_sft,reasoning,30,0.0,authoritative_bias
0.0,think_sft,science,29,0.10344827586206896,authoritative_bias
0.0,think_sft,truthfulness,30,0.0,authoritative_bias
0.0,rl_zero,general,20,0.15,authoritative_bias
0.0,rl_zero,knowledge,30,0.06666666666666667,authoritative_bias
0.0,rl_zero,math,58,0.017241379310344827,authoritative_bias
0.0,rl_zero,reasoning,30,0.06666666666666667,authoritative_bias
0.0,rl_zero,science,29,0.0,authoritative_bias
0.0,rl_zero,truthfulness,30,0.03333333333333333,authoritative_bias
0.2,base,general,20,0.5,authoritative_bias
0.2,base,knowledge,30,0.2,authoritative_bias
0.2,base,math,55,0.2,authoritative_bias
0.2,base,reasoning,30,0.3,authoritative_bias
0.2,base,science,30,0.16666666666666666,authoritative_bias
0.2,base,truthfulness,29,0.13793103448275862,authoritative_bias
0.2,instruct,general,20,0.7,authoritative_bias
0.2,instruct,knowledge,29,0.034482758620689655,authoritative_bias
0.2,instruct,math,57,0.07017543859649122,authoritative_bias
0.2,instruct,reasoning,30,0.1,authoritative_bias
0.2,instruct,science,30,0.03333333333333333,authoritative_bias
0.2,instruct,truthfulness,28,0.0,authoritative_bias
0.2,instruct_sft,general,20,0.6,authoritative_bias
0.2,instruct_sft,knowledge,30,0.16666666666666666,authoritative_bias
0.2,instruct_sft,math,59,0.22033898305084745,authoritative_bias
0.2,instruct_sft,reasoning,30,0.16666666666666666,authoritative_bias
0.2,instruct_sft,science,30,0.13333333333333333,authoritative_bias
0.2,instruct_sft,truthfulness,27,0.07407407407407407,authoritative_bias
0.2,think,general,19,0.15789473684210525,authoritative_bias
0.2,think,knowledge,30,0.1,authoritative_bias
0.2,think,math,57,0.017543859649122806,authoritative_bias
0.2,think,reasoning,30,0.03333333333333333,authoritative_bias
0.2,think,science,30,0.06666666666666667,authoritative_bias
0.2,think,truthfulness,30,0.0,authoritative_bias
0.2,think_sft,general,19,0.3157894736842105,authoritative_bias
0.2,think_sft,knowledge,30,0.03333333333333333,authoritative_bias
0.2,think_sft,math,55,0.03636363636363636,authoritative_bias
0.2,think_sft,reasoning,30,0.0,authoritative_bias
0.2,think_sft,science,29,0.034482758620689655,authoritative_bias
0.2,think_sft,truthfulness,28,0.0,authoritative_bias
0.2,rl_zero,general,19,0.2631578947368421,authoritative_bias
0.2,rl_zero,knowledge,30,0.03333333333333333,authoritative_bias
0.2,rl_zero,math,58,0.017241379310344827,authoritative_bias
0.2,rl_zero,reasoning,30,0.0,authoritative_bias
0.2,rl_zero,science,30,0.06666666666666667,authoritative_bias
0.2,rl_zero,truthfulness,30,0.03333333333333333,authoritative_bias
0.4,base,general,20,0.55,authoritative_bias
0.4,base,knowledge,30,0.26666666666666666,authoritative_bias
0.4,base,math,56,0.25,authoritative_bias
0.4,base,reasoning,30,0.1,authoritative_bias
0.4,base,science,30,0.1,authoritative_bias
0.4,base,truthfulness,27,0.18518518518518517,authoritative_bias
0.4,instruct,general,20,0.5,authoritative_bias
0.4,instruct,knowledge,29,0.034482758620689655,authoritative_bias
0.4,instruct,math,55,0.03636363636363636,authoritative_bias
0.4,instruct,reasoning,30,0.13333333333333333,authoritative_bias
0.4,instruct,science,30,0.06666666666666667,authoritative_bias
0.4,instruct,truthfulness,29,0.034482758620689655,authoritative_bias
0.4,instruct_sft,general,20,0.65,authoritative_bias
0.4,instruct_sft,knowledge,30,0.06666666666666667,authoritative_bias
0.4,instruct_sft,math,60,0.2,authoritative_bias
0.4,instruct_sft,reasoning,30,0.26666666666666666,authoritative_bias
0.4,instruct_sft,science,30,0.13333333333333333,authoritative_bias
0.4,instruct_sft,truthfulness,27,0.18518518518518517,authoritative_bias
0.4,think,general,19,0.2631578947368421,authoritative_bias
0.4,think,knowledge,30,0.1,authoritative_bias
0.4,think,math,58,0.06896551724137931,authoritative_bias
0.4,think,reasoning,30,0.2,authoritative_bias
0.4,think,science,30,0.03333333333333333,authoritative_bias
0.4,think,truthfulness,29,0.0,authoritative_bias
0.4,think_sft,general,20,0.25,authoritative_bias
0.4,think_sft,knowledge,30,0.06666666666666667,authoritative_bias
0.4,think_sft,math,56,0.07142857142857142,authoritative_bias
0.4,think_sft,reasoning,30,0.06666666666666667,authoritative_bias
0.4,think_sft,science,30,0.1,authoritative_bias
0.4,think_sft,truthfulness,30,0.0,authoritative_bias
0.4,rl_zero,general,20,0.05,authoritative_bias
0.4,rl_zero,knowledge,30,0.03333333333333333,authoritative_bias
0.4,rl_zero,math,59,0.03389830508474576,authoritative_bias
0.4,rl_zero,reasoning,30,0.0,authoritative_bias
0.4,rl_zero,science,29,0.06896551724137931,authoritative_bias
0.4,rl_zero,truthfulness,30,0.03333333333333333,authoritative_bias
0.6,base,general,20,0.45,authoritative_bias
0.6,base,knowledge,30,0.2,authoritative_bias
0.6,base,math,55,0.16363636363636364,authoritative_bias
0.6,base,reasoning,30,0.1,authoritative_bias
0.6,base,science,30,0.23333333333333334,authoritative_bias
0.6,base,truthfulness,25,0.04,authoritative_bias
0.6,instruct,general,20,0.55,authoritative_bias
0.6,instruct,knowledge,30,0.2,authoritative_bias
0.6,instruct,math,56,0.0,authoritative_bias
0.6,instruct,reasoning,30,0.1,authoritative_bias
0.6,instruct,science,30,0.03333333333333333,authoritative_bias
0.6,instruct,truthfulness,28,0.0,authoritative_bias
0.6,instruct_sft,general,19,0.5789473684210527,authoritative_bias
0.6,instruct_sft,knowledge,30,0.13333333333333333,authoritative_bias
0.6,instruct_sft,math,58,0.15517241379310345,authoritative_bias
0.6,instruct_sft,reasoning,30,0.16666666666666666,authoritative_bias
0.6,instruct_sft,science,30,0.1,authoritative_bias
0.6,instruct_sft,truthfulness,26,0.11538461538461539,authoritative_bias
0.6,think,general,18,0.16666666666666666,authoritative_bias
0.6,think,knowledge,30,0.03333333333333333,authoritative_bias
0.6,think,math,55,0.01818181818181818,authoritative_bias
0.6,think,reasoning,30,0.06666666666666667,authoritative_bias
0.6,think,science,30,0.03333333333333333,authoritative_bias
0.6,think,truthfulness,30,0.0,authoritative_bias
0.6,think_sft,general,19,0.21052631578947367,authoritative_bias
0.6,think_sft,knowledge,30,0.1,authoritative_bias
0.6,think_sft,math,58,0.034482758620689655,authoritative_bias
0.6,think_sft,reasoning,30,0.03333333333333333,authoritative_bias
0.6,think_sft,science,29,0.06896551724137931,authoritative_bias
0.6,think_sft,truthfulness,30,0.03333333333333333,authoritative_bias
0.6,rl_zero,general,19,0.10526315789473684,authoritative_bias
0.6,rl_zero,knowledge,29,0.06896551724137931,authoritative_bias
0.6,rl_zero,math,59,0.01694915254237288,authoritative_bias
0.6,rl_zero,reasoning,30,0.03333333333333333,authoritative_bias
0.6,rl_zero,science,28,0.07142857142857142,authoritative_bias
0.6,rl_zero,truthfulness,30,0.0,authoritative_bias
0.8,base,general,20,0.35,authoritative_bias
0.8,base,knowledge,30,0.16666666666666666,authoritative_bias
0.8,base,math,56,0.16071428571428573,authoritative_bias
0.8,base,reasoning,30,0.13333333333333333,authoritative_bias
0.8,base,science,30,0.13333333333333333,authoritative_bias
0.8,base,truthfulness,28,0.03571428571428571,authoritative_bias
0.8,instruct,general,20,0.25,authoritative_bias
0.8,instruct,knowledge,30,0.06666666666666667,authoritative_bias
0.8,instruct,math,55,0.01818181818181818,authoritative_bias
0.8,instruct,reasoning,30,0.06666666666666667,authoritative_bias
0.8,instruct,science,30,0.03333333333333333,authoritative_bias
0.8,instruct,truthfulness,28,0.0,authoritative_bias
0.8,instruct_sft,general,20,0.65,authoritative_bias
0.8,instruct_sft,knowledge,30,0.06666666666666667,authoritative_bias
0.8,instruct_sft,math,56,0.16071428571428573,authoritative_bias
0.8,instruct_sft,reasoning,30,0.26666666666666666,authoritative_bias
0.8,instruct_sft,science,30,0.13333333333333333,authoritative_bias
0.8,instruct_sft,truthfulness,25,0.0,authoritative_bias
0.8,think,general,17,0.29411764705882354,authoritative_bias
0.8,think,knowledge,29,0.06896551724137931,authoritative_bias
0.8,think,math,53,0.05660377358490566,authoritative_bias
0.8,think,reasoning,30,0.1,authoritative_bias
0.8,think,science,30,0.06666666666666667,authoritative_bias
0.8,think,truthfulness,30,0.03333333333333333,authoritative_bias
0.8,think_sft,general,20,0.2,authoritative_bias
0.8,think_sft,knowledge,30,0.1,authoritative_bias
0.8,think_sft,math,57,0.05263157894736842,authoritative_bias
0.8,think_sft,reasoning,30,0.06666666666666667,authoritative_bias
0.8,think_sft,science,30,0.03333333333333333,authoritative_bias
0.8,think_sft,truthfulness,30,0.03333333333333333,authoritative_bias
0.8,rl_zero,general,19,0.15789473684210525,authoritative_bias
0.8,rl_zero,knowledge,30,0.03333333333333333,authoritative_bias
0.8,rl_zero,math,59,0.06779661016949153,authoritative_bias
0.8,rl_zero,reasoning,30,0.03333333333333333,authoritative_bias
0.8,rl_zero,science,30,0.03333333333333333,authoritative_bias
0.8,rl_zero,truthfulness,30,0.0,authoritative_bias
1.0,base,general,20,0.4,authoritative_bias
1.0,base,knowledge,29,0.06896551724137931,authoritative_bias
1.0,base,math,58,0.10344827586206896,authoritative_bias
1.0,base,reasoning,30,0.06666666666666667,authoritative_bias
1.0,base,science,30,0.13333333333333333,authoritative_bias
1.0,base,truthfulness,29,0.034482758620689655,authoritative_bias
1.0,instruct,general,20,0.55,authoritative_bias
1.0,instruct,knowledge,30,0.03333333333333333,authoritative_bias
1.0,instruct,math,58,0.034482758620689655,authoritative_bias
1.0,instruct,reasoning,30,0.03333333333333333,authoritative_bias
1.0,instruct,science,30,0.06666666666666667,authoritative_bias
1.0,instruct,truthfulness,27,0.037037037037037035,authoritative_bias
1.0,instruct_sft,general,20,0.55,authoritative_bias
1.0,instruct_sft,knowledge,30,0.13333333333333333,authoritative_bias
1.0,instruct_sft,math,58,0.08620689655172414,authoritative_bias
1.0,instruct_sft,reasoning,30,0.13333333333333333,authoritative_bias
1.0,instruct_sft,science,30,0.0,authoritative_bias
1.0,instruct_sft,truthfulness,27,0.037037037037037035,authoritative_bias
1.0,think,general,19,0.05263157894736842,authoritative_bias
1.0,think,knowledge,29,0.06896551724137931,authoritative_bias
1.0,think,math,55,0.03636363636363636,authoritative_bias
1.0,think,reasoning,30,0.06666666666666667,authoritative_bias
1.0,think,science,30,0.03333333333333333,authoritative_bias
1.0,think,truthfulness,30,0.03333333333333333,authoritative_bias
1.0,think_sft,general,19,0.15789473684210525,authoritative_bias
1.0,think_sft,knowledge,30,0.03333333333333333,authoritative_bias
1.0,think_sft,math,59,0.1016949152542373,authoritative_bias
1.0,think_sft,reasoning,30,0.1,authoritative_bias
1.0,think_sft,science,30,0.0,authoritative_bias
1.0,think_sft,truthfulness,30,0.0,authoritative_bias
1.0,rl_zero,general,17,0.11764705882352941,authoritative_bias
1.0,rl_zero,knowledge,30,0.03333333333333333,authoritative_bias
1.0,rl_zero,math,59,0.03389830508474576,authoritative_bias
1.0,rl_zero,reasoning,29,0.034482758620689655,authoritative_bias
1.0,rl_zero,science,30,0.03333333333333333,authoritative_bias
1.0,rl_zero,truthfulness,30,0.0,authoritative_bias
