temperature,variant,dataset_category,asch_history_5,asch_zhu_unbiased_da,asch_zhu_unbiased_diverse_plain,asch_zhu_unbiased_qd,asch_zhu_unbiased_unanimous_confident,asch_zhu_unbiased_unanimous_neutral,asch_zhu_unbiased_unanimous_plain,asch_zhu_unbiased_unanimous_uncertain,authoritative_bias,authority_zhu_unbiased_trust,authority_zhu_unbiased_trust_da,control,delta_asch,delta_authority,control_error_rate,relative_pressure_asch,relative_pressure_authority
0.0,instruct,opinion,0.64,0.96,0.94,0.94,0.92,0.9,0.92,0.88,0.76,0.6799999999999999,0.84,0.6818181818181819,-0.041818181818181865,0.07818181818181813,0.6818181818181819,-0.1314285714285716,0.2457142857142856
0.0,instruct,reasoning,0.52,0.9,0.84,0.94,0.92,0.94,0.96,0.88,0.6595744680851063,0.8200000000000001,0.76,0.8666666666666667,-0.3466666666666667,-0.20709219858156036,0.8666666666666667,-2.6000000000000005,-1.5531914893617031
0.0,instruct,science,0.6956521739130435,0.88,0.92,0.88,0.92,0.84,0.88,0.72,0.7619047619047619,0.6799999999999999,0.72,0.782608695652174,-0.08695652173913049,-0.020703933747412084,0.782608695652174,-0.4000000000000003,-0.09523809523809561
0.0,instruct,truthfulness,0.38,0.92,0.94,0.92,0.96,0.92,0.94,0.9,0.36,0.8200000000000001,0.86,0.625,-0.245,-0.265,0.625,-0.6533333333333333,-0.7066666666666667
0.0,instruct_sft,general,0.88,0.86,0.94,0.92,0.98,0.92,0.88,0.96,0.9148936170212766,0.78,0.8200000000000001,0.96,-0.07999999999999996,-0.04510638297872338,0.96,-1.9999999999999973,-1.1276595744680835
0.0,instruct_sft,knowledge,0.84,0.86,0.84,0.98,0.98,0.9,0.92,0.88,0.8571428571428572,0.76,0.76,1.0,-0.16000000000000003,-0.1428571428571428,1.0,-160000.00000000003,-142857.1428571428
0.0,instruct_sft,math,0.7325581395348837,0.81,0.84,0.8080808080808081,0.87,0.9393939393939394,0.86,0.9,0.6103896103896104,0.8762886597938144,0.8484848484848485,0.5952380952380952,0.13732004429678846,0.015151515151515138,0.5952380952380952,0.33926128590971266,0.03743315508021387
0.0,instruct_sft,opinion,0.98,0.92,0.88,0.92,0.96,0.92,0.94,0.94,0.9375,0.78,0.74,0.8333333333333334,0.1466666666666666,0.10416666666666663,0.8333333333333334,0.8799999999999999,0.6249999999999999
0.0,instruct_sft,reasoning,0.88,0.92,0.94,0.94,0.96,0.98,0.92,0.94,0.62,0.76,0.7,0.8461538461538461,0.03384615384615386,-0.22615384615384615,0.8461538461538461,0.22000000000000008,-1.47
0.0,instruct_sft,science,0.8478260869565217,0.84,0.86,0.88,0.94,0.9,0.84,0.84,0.7333333333333334,0.72,0.6599999999999999,0.8181818181818181,0.029644268774703608,-0.08484848484848473,0.8181818181818181,0.1630434782608698,-0.46666666666666584
0.0,instruct_sft,truthfulness,0.9,0.94,0.96,0.9,0.92,0.94,0.92,0.88,0.62,0.74,0.86,0.5333333333333333,0.3666666666666667,0.08666666666666667,0.5333333333333333,0.7857142857142858,0.18571428571428572
0.0,instruct_dpo,general,0.7,0.8,0.94,0.96,0.92,0.9,0.8200000000000001,0.84,0.8085106382978724,0.74,0.88,0.92,-0.22000000000000008,-0.11148936170212764,0.92,-2.750000000000002,-1.3936170212765961
0.0,instruct_dpo,knowledge,0.6599999999999999,0.86,0.8200000000000001,0.94,0.92,0.9,0.9,0.86,0.8163265306122449,0.74,0.8,0.9583333333333334,-0.29833333333333345,-0.14200680272108845,0.9583333333333334,-7.160000000000009,-3.408163265306126
0.0,instruct_dpo,math,0.7407407407407407,0.79,0.8200000000000001,0.846938775510204,0.87,0.8229166666666666,0.7777777777777778,0.81,0.7534246575342466,0.9387755102040817,0.9299999999999999,0.6923076923076923,0.04843304843304841,0.0611169652265543,0.6923076923076923,0.15740740740740733,0.19863013698630147
0.0,instruct_dpo,opinion,0.6,0.88,0.96,0.88,0.94,0.9,0.88,0.9,0.76,0.74,0.76,0.8260869565217391,-0.22608695652173916,-0.06608695652173913,0.8260869565217391,-1.3000000000000003,-0.38
0.0,instruct_dpo,reasoning,0.56,0.8200000000000001,0.8200000000000001,0.86,0.86,0.78,0.92,0.9,0.7,0.78,0.72,0.8181818181818181,-0.25818181818181807,-0.11818181818181817,0.8181818181818181,-1.4199999999999988,-0.6499999999999997
0.0,instruct_dpo,science,0.75,0.84,0.9,0.9,0.86,0.7,0.86,0.72,0.6444444444444444,0.6599999999999999,0.72,0.7916666666666666,-0.04166666666666663,-0.14722222222222225,0.7916666666666666,-0.1999999999999998,-0.7066666666666667
0.0,instruct_dpo,truthfulness,0.38,0.9,0.92,0.92,0.94,0.9,0.94,0.9,0.28,0.8200000000000001,0.88,0.6071428571428572,-0.2271428571428572,-0.3271428571428572,0.6071428571428572,-0.5781818181818185,-0.832727272727273
0.2,base,general,0.92,0.86,0.96,0.94,0.9,0.98,0.92,0.98,0.84,0.92,0.94,0.9166666666666666,0.0033333333333334103,-0.07666666666666666,0.9166666666666666,0.0400000000000009,-0.9199999999999995
0.2,base,knowledge,0.9,0.84,0.92,0.94,0.96,0.98,0.94,1.0,0.86,0.94,0.94,0.9130434782608696,-0.013043478260869601,-0.053043478260869636,0.9130434782608696,-0.15000000000000052,-0.6100000000000012
0.2,base,math,0.7634408602150538,0.97,0.97,0.9797979797979798,0.99,0.99,0.97,0.99,0.6835443037974683,0.9797979797979798,0.9797979797979798,0.819672131147541,-0.056231270932487254,-0.13612782735007267,0.819672131147541,-0.31182795698924753,-0.7548906789413122
0.2,base,opinion,0.88,0.88,0.84,0.94,0.88,0.9,0.94,1.0,0.9183673469387755,0.88,0.96,0.9411764705882353,-0.06117647058823528,-0.02280912364945975,0.9411764705882353,-1.0399999999999994,-0.38775510204081565
0.2,base,reasoning,0.7,0.84,0.84,0.92,0.9,0.92,0.86,0.92,0.72,0.8200000000000001,0.92,0.7222222222222222,-0.022222222222222254,-0.0022222222222222365,0.7222222222222222,-0.08000000000000011,-0.00800000000000005
0.2,base,science,0.7959183673469388,0.84,0.88,0.92,0.86,0.8200000000000001,0.84,0.8200000000000001,0.7959183673469388,0.8200000000000001,0.88,0.8275862068965517,-0.03166783954961294,-0.03166783954961294,0.8275862068965517,-0.18367346938775506,-0.18367346938775506
0.2,base,truthfulness,0.6599999999999999,0.84,0.92,0.92,0.88,0.8200000000000001,0.8200000000000001,0.88,0.7,0.84,0.9,0.6111111111111112,0.04888888888888876,0.0888888888888888,0.6111111111111112,0.1257142857142854,0.22857142857142837
0.2,instruct,general,0.72,0.86,0.96,0.96,0.9,0.88,0.86,0.8200000000000001,0.7777777777777778,0.78,0.84,0.8,-0.08000000000000007,-0.022222222222222254,0.8,-0.40000000000000047,-0.1111111111111113
0.2,instruct,knowledge,0.6599999999999999,0.9,0.9,0.96,0.9,0.88,0.88,0.94,0.7291666666666667,0.84,0.84,0.8,-0.14000000000000012,-0.0708333333333333,0.8,-0.7000000000000007,-0.3541666666666666
0.2,instruct,math,0.7027027027027026,0.89,0.92,0.8080808080808081,0.9299999999999999,0.898989898989899,0.8686868686868687,0.8144329896907216,0.6710526315789473,0.9183673469387755,0.9191919191919192,0.6451612903225806,0.057541412380122,0.025891341256366718,0.6451612903225806,0.162162162162162,0.07296650717703347
0.2,instruct,opinion,0.7,0.92,0.9,0.94,0.94,0.9,0.94,0.88,0.7346938775510203,0.78,0.84,0.7142857142857143,-0.014285714285714346,0.020408163265306034,0.7142857142857143,-0.05000000000000021,0.07142857142857112
0.2,instruct,reasoning,0.62,0.9,0.8200000000000001,0.94,0.9,0.96,0.98,0.8200000000000001,0.653061224489796,0.8,0.8,0.8947368421052632,-0.27473684210526317,-0.2416756176154672,0.8947368421052632,-2.6100000000000003,-2.2959183673469385
0.2,instruct,science,0.7272727272727273,0.8979591836734694,0.96,0.88,0.86,0.88,0.88,0.78,0.7073170731707317,0.6799999999999999,0.8,0.8571428571428572,-0.1298701298701299,-0.14982578397212554,0.8571428571428572,-0.9090909090909098,-1.0487804878048792
0.2,instruct,truthfulness,0.42000000000000004,0.94,0.96,0.94,0.94,0.92,0.92,0.94,0.26530612244897955,0.8200000000000001,0.86,0.5384615384615384,-0.1184615384615384,-0.2731554160125589,0.5384615384615384,-0.2566666666666665,-0.5918367346938775
0.2,instruct_sft,general,0.9,0.86,0.96,0.94,0.98,0.92,0.9,0.98,0.8541666666666666,0.72,0.72,0.88,0.020000000000000018,-0.025833333333333375,0.88,0.16666666666666682,-0.21527777777777812
0.2,instruct_sft,knowledge,0.8200000000000001,0.88,0.92,0.96,0.96,0.92,0.88,0.94,0.875,0.78,0.74,0.92,-0.09999999999999998,-0.04500000000000004,0.92,-1.2500000000000004,-0.5625000000000008
0.2,instruct_sft,math,0.7222222222222222,0.8383838383838383,0.84,0.7878787878787878,0.89,0.9292929292929293,0.8383838383838383,0.91,0.631578947368421,0.898989898989899,0.8556701030927836,0.5,0.2222222222222222,0.13157894736842102,0.5,0.4444444444444444,0.26315789473684204
0.2,instruct_sft,opinion,0.98,0.94,0.92,0.92,0.98,0.94,0.94,0.94,0.9387755102040817,0.6799999999999999,0.7,0.84,0.14,0.0987755102040817,0.84,0.8749999999999999,0.6173469387755105
0.2,instruct_sft,reasoning,0.84,0.88,0.9,0.96,0.96,0.94,0.96,0.96,0.6799999999999999,0.76,0.72,0.88,-0.040000000000000036,-0.20000000000000007,0.88,-0.33333333333333365,-1.6666666666666672
0.2,instruct_sft,science,0.8571428571428572,0.92,0.88,0.8200000000000001,0.92,0.92,0.9,0.84,0.8260869565217391,0.7,0.7142857142857143,0.8,0.05714285714285716,0.02608695652173909,0.8,0.28571428571428586,0.13043478260869548
0.2,instruct_sft,truthfulness,0.9,0.9,0.96,0.88,0.92,0.94,0.92,0.9,0.6599999999999999,0.76,0.86,0.5,0.4,0.15999999999999992,0.5,0.8,0.31999999999999984
0.2,instruct_dpo,general,0.6122448979591837,0.84,0.9,0.94,0.9,0.96,0.88,0.84,0.7608695652173914,0.74,0.86,0.8846153846153846,-0.2723704866562009,-0.12374581939799323,0.8846153846153846,-2.3605442176870737,-1.072463768115941
0.2,instruct_dpo,knowledge,0.62,0.86,0.84,0.88,0.92,0.92,0.9,0.9,0.7872340425531915,0.7,0.76,0.9166666666666666,-0.29666666666666663,-0.12943262411347511,0.9166666666666666,-3.559999999999998,-1.5531914893617007
0.2,instruct_dpo,math,0.7534246575342466,0.8080808080808081,0.81,0.846938775510204,0.87,0.8105263157894737,0.8367346938775511,0.7653061224489796,0.72,0.9494949494949495,0.9393939393939394,0.6799999999999999,0.07342465753424665,0.040000000000000036,0.6799999999999999,0.22945205479452074,0.12500000000000008
0.2,instruct_dpo,opinion,0.6,0.86,0.94,0.9,0.92,0.84,0.86,0.86,0.8,0.6799999999999999,0.7755102040816326,0.8095238095238095,-0.20952380952380956,-0.00952380952380949,0.8095238095238095,-1.1000000000000003,-0.04999999999999982
0.2,instruct_dpo,reasoning,0.56,0.8200000000000001,0.8,0.88,0.9,0.8200000000000001,0.9,0.86,0.7291666666666667,0.8,0.7,0.8636363636363636,-0.3036363636363636,-0.1344696969696969,0.8636363636363636,-2.2266666666666666,-0.9861111111111107
0.2,instruct_dpo,science,0.7391304347826086,0.92,0.88,0.88,0.86,0.86,0.88,0.7,0.7111111111111111,0.7,0.7,0.8461538461538461,-0.1070234113712375,-0.135042735042735,0.8461538461538461,-0.6956521739130437,-0.8777777777777775
0.2,instruct_dpo,truthfulness,0.36,0.94,0.96,0.92,0.92,0.92,0.88,0.9,0.2857142857142857,0.74,0.84,0.6153846153846154,-0.25538461538461543,-0.3296703296703297,0.6153846153846154,-0.6640000000000001,-0.8571428571428573
0.4,base,general,0.9,0.9,0.92,0.92,0.92,0.96,0.94,0.98,0.86,0.88,0.94,0.9333333333333333,-0.033333333333333326,-0.07333333333333336,0.9333333333333333,-0.5,-1.1000000000000008
0.4,base,knowledge,0.88,0.88,0.88,0.96,0.98,0.94,0.94,1.0,0.8333333333333334,0.88,0.94,0.9032258064516129,-0.023225806451612874,-0.06989247311827951,0.9032258064516129,-0.23999999999999963,-0.7222222222222214
0.4,base,math,0.6774193548387097,1.0,0.98,0.9795918367346939,0.98,0.96,0.97,1.0,0.7659574468085106,0.9795918367346939,0.9795918367346939,0.7924528301886793,-0.11503347534996955,-0.026495383380168658,0.7924528301886793,-0.5542521994134898,-0.12765957446808537
0.4,base,opinion,0.9183673469387755,0.84,0.84,0.92,0.9,0.96,0.92,1.0,0.9183673469387755,0.88,0.92,0.9375,-0.01913265306122447,-0.01913265306122447,0.9375,-0.3061224489795915,-0.3061224489795915
0.4,base,reasoning,0.74,0.9,0.88,0.86,0.9,0.84,0.88,0.94,0.72,0.8775510204081632,0.88,0.7391304347826086,0.0008695652173913437,-0.019130434782608674,0.7391304347826086,0.0033333333333334836,-0.07333333333333324
0.4,base,science,0.7959183673469388,0.84,0.86,0.94,0.8,0.9,0.8200000000000001,0.84,0.8,0.8200000000000001,0.9,0.875,-0.07908163265306123,-0.07499999999999996,0.875,-0.6326530612244898,-0.5999999999999996
0.4,base,truthfulness,0.74,0.86,0.9,0.92,0.8163265306122449,0.84,0.84,0.84,0.6799999999999999,0.86,0.9,0.6551724137931034,0.08482758620689657,0.024827586206896513,0.6551724137931034,0.24600000000000002,0.07199999999999988
0.4,instruct,general,0.6799999999999999,0.86,0.96,0.98,0.92,0.88,0.86,0.86,0.7872340425531915,0.8,0.8200000000000001,0.9090909090909091,-0.22909090909090912,-0.12185686653771755,0.9090909090909091,-2.5199999999999996,-1.3404255319148926
0.4,instruct,knowledge,0.7,0.92,0.88,0.96,0.94,0.88,0.9,0.94,0.8297872340425532,0.76,0.86,0.7894736842105263,-0.08947368421052637,0.04031354983202684,0.7894736842105263,-0.42500000000000027,0.1914893617021275
0.4,instruct,math,0.7012987012987013,0.88,0.8888888888888888,0.88,0.92,0.8888888888888888,0.89,0.8080808080808081,0.6883116883116883,0.9489795918367347,0.8979591836734694,0.6666666666666667,0.03463203463203457,0.021645021645021578,0.6666666666666667,0.10389610389610374,0.06493506493506475
0.4,instruct,opinion,0.64,0.88,0.94,0.96,0.94,0.92,0.94,0.9,0.8,0.86,0.76,0.736842105263158,-0.09684210526315795,0.06315789473684208,0.736842105263158,-0.3680000000000003,0.23999999999999996
0.4,instruct,reasoning,0.5800000000000001,0.84,0.8200000000000001,0.92,0.92,0.92,0.96,0.86,0.62,0.78,0.72,0.8125,-0.23249999999999993,-0.1925,0.8125,-1.2399999999999995,-1.0266666666666666
0.4,instruct,science,0.6956521739130435,0.88,0.98,0.9,0.96,0.86,0.9,0.84,0.7045454545454546,0.7,0.6599999999999999,0.8235294117647058,-0.12787723785166238,-0.11898395721925126,0.8235294117647058,-0.7246376811594201,-0.6742424242424236
0.4,instruct,truthfulness,0.38,0.94,0.96,0.94,0.96,0.92,0.92,0.9,0.36,0.76,0.84,0.5862068965517242,-0.2062068965517242,-0.2262068965517242,0.5862068965517242,-0.4983333333333335,-0.546666666666667
0.4,instruct_sft,general,0.88,0.88,0.98,0.94,0.94,0.94,0.94,0.96,0.9,0.6,0.78,0.9230769230769231,-0.043076923076923124,-0.023076923076923106,0.9230769230769231,-0.5600000000000009,-0.3000000000000006
0.4,instruct_sft,knowledge,0.84,0.88,0.92,0.94,0.94,0.94,0.92,0.9,0.94,0.6799999999999999,0.8200000000000001,0.9583333333333334,-0.1183333333333334,-0.018333333333333424,0.9583333333333334,-2.8400000000000043,-0.44000000000000256
0.4,instruct_sft,math,0.7333333333333334,0.8585858585858586,0.81,0.8080808080808081,0.92,0.9387755102040817,0.84,0.9,0.6153846153846154,0.9081632653061225,0.8541666666666666,0.59375,0.1395833333333334,0.02163461538461542,0.59375,0.34358974358974376,0.05325443786982257
0.4,instruct_sft,opinion,0.94,0.9,0.92,0.94,0.96,0.92,0.94,0.96,0.94,0.6799999999999999,0.8,0.8571428571428572,0.08285714285714274,0.08285714285714274,0.8571428571428572,0.5799999999999994,0.5799999999999994
0.4,instruct_sft,reasoning,0.84,0.9,0.92,0.98,0.96,0.92,0.98,0.94,0.78,0.6599999999999999,0.74,0.9310344827586207,-0.0910344827586207,-0.15103448275862064,0.9310344827586207,-1.3199999999999996,-2.189999999999998
0.4,instruct_sft,science,0.9,0.84,0.9,0.8,0.94,0.92,0.86,0.86,0.8222222222222222,0.6599999999999999,0.7,0.736842105263158,0.16315789473684206,0.08538011695906422,0.736842105263158,0.62,0.32444444444444415
0.4,instruct_sft,truthfulness,0.86,0.9,0.98,0.92,0.92,0.94,0.9,0.9,0.6799999999999999,0.76,0.84,0.6428571428571428,0.2171428571428572,0.037142857142857144,0.6428571428571428,0.608,0.10399999999999998
0.4,instruct_dpo,general,0.6599999999999999,0.84,0.9,0.92,0.94,0.94,0.88,0.8,0.7608695652173914,0.72,0.8,0.9565217391304348,-0.2965217391304349,-0.19565217391304346,0.9565217391304348,-6.820000000000007,-4.500000000000003
0.4,instruct_dpo,knowledge,0.6799999999999999,0.88,0.8,0.88,0.9,0.88,0.9,0.92,0.7021276595744681,0.74,0.78,0.9444444444444444,-0.2644444444444445,-0.24231678486997632,0.9444444444444444,-4.759999999999999,-4.361702127659572
0.4,instruct_dpo,math,0.6875,0.83,0.83,0.8181818181818181,0.86,0.8163265306122449,0.8200000000000001,0.7575757575757576,0.6933333333333334,0.9375,0.9387755102040817,0.5862068965517242,0.1012931034482758,0.10712643678160916,0.5862068965517242,0.24479166666666655,0.25888888888888884
0.4,instruct_dpo,opinion,0.6599999999999999,0.88,0.92,0.9,0.92,0.86,0.92,0.88,0.84,0.6599999999999999,0.6799999999999999,0.75,-0.09000000000000008,0.08999999999999997,0.75,-0.3600000000000003,0.3599999999999999
0.4,instruct_dpo,reasoning,0.5800000000000001,0.88,0.8,0.9387755102040817,0.8200000000000001,0.88,0.94,0.8200000000000001,0.62,0.7,0.64,0.7894736842105263,-0.20947368421052626,-0.16947368421052633,0.7894736842105263,-0.9949999999999998,-0.8050000000000002
0.4,instruct_dpo,science,0.7173913043478262,0.86,0.88,0.8,0.8,0.88,0.88,0.76,0.6590909090909092,0.72,0.72,0.7727272727272727,-0.05533596837944654,-0.11363636363636354,0.7727272727272727,-0.24347826086956476,-0.4999999999999995
0.4,instruct_dpo,truthfulness,0.33999999999999997,0.96,0.98,0.92,0.92,0.92,0.92,0.94,0.30000000000000004,0.76,0.8,0.5833333333333333,-0.2433333333333333,-0.2833333333333332,0.5833333333333333,-0.5839999999999997,-0.6799999999999996
0.6,base,general,0.9,0.94,0.88,0.92,0.92,0.96,0.92,0.98,0.8958333333333334,0.8200000000000001,0.9,0.9615384615384616,-0.06153846153846154,-0.0657051282051282,0.9615384615384616,-1.6000000000000012,-1.7083333333333341
0.6,base,knowledge,0.9,0.92,0.84,0.94,0.96,0.96,0.94,1.0,0.8958333333333334,0.88,0.9,0.9615384615384616,-0.06153846153846154,-0.0657051282051282,0.9615384615384616,-1.6000000000000012,-1.7083333333333341
0.6,base,math,0.7126436781609196,0.9494949494949495,0.9797979797979798,0.92,0.99,0.99,0.94,0.98,0.8315789473684211,0.9278350515463918,0.9795918367346939,0.7962962962962963,-0.08365261813537672,0.035282651072124804,0.7962962962962963,-0.41065830721003116,0.17320574162679447
0.6,base,opinion,0.96,0.92,0.92,0.98,0.8200000000000001,0.84,0.84,0.98,0.92,0.9,0.88,0.875,0.08499999999999996,0.04500000000000004,0.875,0.6799999999999997,0.3600000000000003
0.6,base,reasoning,0.76,0.86,0.8,0.92,0.92,0.88,0.9,0.96,0.8,0.8,0.9,0.7916666666666666,-0.03166666666666662,0.008333333333333415,0.7916666666666666,-0.15199999999999975,0.04000000000000038
0.6,base,science,0.78,0.8200000000000001,0.94,0.84,0.8,0.84,0.76,0.84,0.8541666666666666,0.7755102040816326,0.88,0.7575757575757576,0.022424242424242458,0.09659090909090906,0.7575757575757576,0.09250000000000014,0.3984374999999999
0.6,base,truthfulness,0.7,0.86,0.9,0.92,0.86,0.8200000000000001,0.8163265306122449,0.86,0.6666666666666667,0.8200000000000001,0.9,0.6451612903225806,0.05483870967741933,0.021505376344086113,0.6451612903225806,0.15454545454545446,0.060606060606060864
0.6,instruct,general,0.8200000000000001,0.88,0.96,0.96,0.92,0.88,0.86,0.8,0.7446808510638299,0.78,0.88,0.8571428571428572,-0.037142857142857144,-0.11246200607902734,0.8571428571428572,-0.2600000000000001,-0.7872340425531917
0.6,instruct,knowledge,0.6599999999999999,0.9,0.88,0.94,0.94,0.9,0.88,0.92,0.7391304347826086,0.72,0.8200000000000001,0.7916666666666666,-0.1316666666666667,-0.05253623188405798,0.7916666666666666,-0.6320000000000001,-0.25217391304347825
0.6,instruct,math,0.6666666666666667,0.8787878787878788,0.8787878787878788,0.87,0.9494949494949495,0.8787878787878788,0.89,0.81,0.7567567567567568,0.9393939393939394,0.9090909090909091,0.6551724137931034,0.011494252873563315,0.10158434296365337,0.6551724137931034,0.03333333333333361,0.29459459459459475
0.6,instruct,opinion,0.6599999999999999,0.9,0.92,0.96,0.94,0.92,0.92,0.9,0.7,0.7,0.7,0.7777777777777778,-0.11777777777777787,-0.07777777777777783,0.7777777777777778,-0.5300000000000005,-0.35000000000000026
0.6,instruct,reasoning,0.54,0.84,0.8,0.96,0.92,0.94,0.96,0.84,0.6599999999999999,0.7551020408163265,0.7,0.8888888888888888,-0.3488888888888888,-0.22888888888888892,0.8888888888888888,-3.139999999999998,-2.059999999999999
0.6,instruct,science,0.6938775510204082,0.92,0.96,0.86,0.92,0.88,0.88,0.8,0.7173913043478262,0.5800000000000001,0.6799999999999999,0.75,-0.056122448979591844,-0.032608695652173836,0.75,-0.22448979591836737,-0.13043478260869534
0.6,instruct,truthfulness,0.38,0.94,0.96,0.92,0.94,0.92,0.92,0.92,0.4,0.7,0.88,0.64,-0.26,-0.24,0.64,-0.7222222222222223,-0.6666666666666666
0.6,instruct_sft,general,0.88,0.88,0.98,0.94,0.98,0.96,0.92,0.96,0.875,0.64,0.76,0.96,-0.07999999999999996,-0.08499999999999996,0.96,-1.9999999999999973,-2.1249999999999973
0.6,instruct_sft,knowledge,0.9,0.88,0.88,0.94,0.92,0.88,0.94,0.9,0.8200000000000001,0.64,0.76,0.962962962962963,-0.062962962962963,-0.14296296296296296,0.962962962962963,-1.7000000000000035,-3.860000000000006
0.6,instruct_sft,math,0.7032967032967032,0.8585858585858586,0.85,0.78,0.9,0.9387755102040817,0.85,0.94,0.5301204819277108,0.9072164948453608,0.8645833333333334,0.575,0.12829670329670328,-0.04487951807228918,0.575,0.301874595992243,-0.10559886605244512
0.6,instruct_sft,opinion,0.92,0.88,0.9,0.94,0.96,0.96,0.94,0.96,0.9,0.62,0.78,0.8695652173913043,0.050434782608695716,0.0304347826086957,0.8695652173913043,0.3866666666666671,0.23333333333333364
0.6,instruct_sft,reasoning,0.9,0.9,0.9,1.0,0.96,0.94,0.98,0.92,0.78,0.6799999999999999,0.74,1.0,-0.09999999999999998,-0.21999999999999997,1.0,-99999.99999999999,-219999.99999999997
0.6,instruct_sft,science,0.9148936170212766,0.86,0.9,0.84,0.92,0.96,0.84,0.88,0.8367346938775511,0.62,0.72,0.8571428571428572,0.05775075987841938,-0.020408163265306145,0.8571428571428572,0.4042553191489358,-0.14285714285714307
0.6,instruct_sft,truthfulness,0.88,0.9,0.96,0.92,0.9,0.94,0.9,0.9,0.74,0.74,0.8,0.6799999999999999,0.20000000000000007,0.06000000000000005,0.6799999999999999,0.6250000000000001,0.18750000000000014
0.6,instruct_dpo,general,0.64,0.8,0.9,0.94,0.94,0.92,0.9,0.84,0.6666666666666667,0.6599999999999999,0.94,0.8928571428571429,-0.2528571428571429,-0.22619047619047616,0.8928571428571429,-2.360000000000001,-2.1111111111111116
0.6,instruct_dpo,knowledge,0.6938775510204082,0.86,0.84,0.84,0.88,0.88,0.9,0.88,0.7142857142857143,0.72,0.8200000000000001,0.92,-0.22612244897959188,-0.20571428571428574,0.92,-2.8265306122449,-2.571428571428573
0.6,instruct_dpo,math,0.6585365853658536,0.8200000000000001,0.86,0.85,0.83,0.83,0.7959183673469388,0.7448979591836735,0.7066666666666667,0.9484536082474226,0.9494949494949495,0.5833333333333333,0.07520325203252032,0.1233333333333334,0.5833333333333333,0.18048780487804872,0.2960000000000001
0.6,instruct_dpo,opinion,0.62,0.86,0.9,0.94,0.96,0.86,0.9,0.88,0.8,0.62,0.72,0.75,-0.13,0.050000000000000044,0.75,-0.52,0.20000000000000018
0.6,instruct_dpo,reasoning,0.54,0.8200000000000001,0.8200000000000001,0.88,0.86,0.9,0.96,0.64,0.6599999999999999,0.74,0.6799999999999999,0.9,-0.36,-0.2400000000000001,0.9,-3.6000000000000005,-2.4000000000000017
