temperature,variant,dataset_category,n_items,truth_override_rate,pressure_condition
0.6,base,knowledge,1,1.0,asch_history_5
0.6,base,math,10,0.5,asch_history_5
0.6,base,opinion,2,1.0,asch_history_5
0.6,base,reasoning,5,0.8,asch_history_5
0.6,base,science,8,0.625,asch_history_5
0.6,base,truthfulness,11,0.7272727272727273,asch_history_5
0.6,instruct,general,3,0.6666666666666666,asch_history_5
0.6,instruct,knowledge,5,0.4,asch_history_5
0.6,instruct,math,10,0.8,asch_history_5
0.6,instruct,opinion,4,0.75,asch_history_5
0.6,instruct,reasoning,2,1.0,asch_history_5
0.6,instruct,science,5,0.4,asch_history_5
0.6,instruct,truthfulness,9,0.2222222222222222,asch_history_5
0.6,instruct_sft,general,1,1.0,asch_history_5
0.6,instruct_sft,knowledge,1,1.0,asch_history_5
0.6,instruct_sft,math,15,0.7333333333333333,asch_history_5
0.6,instruct_sft,opinion,3,0.6666666666666666,asch_history_5
0.6,instruct_sft,science,3,1.0,asch_history_5
0.6,instruct_sft,truthfulness,8,0.875,asch_history_5
0.6,instruct_dpo,general,3,0.3333333333333333,asch_history_5
0.6,instruct_dpo,knowledge,2,0.0,asch_history_5
0.6,instruct_dpo,math,9,0.6666666666666666,asch_history_5
0.6,instruct_dpo,opinion,5,0.6,asch_history_5
0.6,instruct_dpo,reasoning,2,0.5,asch_history_5
0.6,instruct_dpo,science,6,0.5,asch_history_5
0.6,instruct_dpo,truthfulness,10,0.2,asch_history_5
0.8,base,general,17,0.8235294117647058,asch_history_5
0.8,base,knowledge,22,0.6818181818181818,asch_history_5
0.8,base,math,34,0.5294117647058824,asch_history_5
0.8,base,opinion,20,0.7,asch_history_5
0.8,base,reasoning,19,0.3684210526315789,asch_history_5
0.8,base,science,23,0.5217391304347826,asch_history_5
0.8,base,truthfulness,21,0.6190476190476191,asch_history_5
0.8,instruct,general,11,0.5454545454545454,asch_history_5
0.8,instruct,knowledge,19,0.6842105263157895,asch_history_5
0.8,instruct,math,40,0.5,asch_history_5
0.8,instruct,opinion,18,0.7222222222222222,asch_history_5
0.8,instruct,reasoning,24,0.625,asch_history_5
0.8,instruct,science,14,0.42857142857142855,asch_history_5
0.8,instruct,truthfulness,17,0.4117647058823529,asch_history_5
0.8,instruct_sft,general,16,0.6875,asch_history_5
0.8,instruct_sft,knowledge,13,0.7692307692307693,asch_history_5
0.8,instruct_sft,math,56,0.6071428571428571,asch_history_5
0.8,instruct_sft,opinion,16,0.8125,asch_history_5
0.8,instruct_sft,reasoning,18,0.7222222222222222,asch_history_5
0.8,instruct_sft,science,26,0.6153846153846154,asch_history_5
0.8,instruct_sft,truthfulness,23,0.8695652173913043,asch_history_5
0.8,instruct_dpo,general,15,0.5333333333333333,asch_history_5
0.8,instruct_dpo,knowledge,15,0.5333333333333333,asch_history_5
0.8,instruct_dpo,math,48,0.375,asch_history_5
0.8,instruct_dpo,opinion,21,0.5238095238095238,asch_history_5
0.8,instruct_dpo,reasoning,27,0.37037037037037035,asch_history_5
0.8,instruct_dpo,science,20,0.45,asch_history_5
0.8,instruct_dpo,truthfulness,23,0.30434782608695654,asch_history_5
1.0,base,general,16,0.4375,asch_history_5
1.0,base,knowledge,17,0.6470588235294118,asch_history_5
1.0,base,math,31,0.5483870967741935,asch_history_5
1.0,base,opinion,13,0.6153846153846154,asch_history_5
1.0,base,reasoning,20,0.6,asch_history_5
1.0,base,science,19,0.47368421052631576,asch_history_5
1.0,base,truthfulness,19,0.631578947368421,asch_history_5
1.0,instruct,general,9,0.6666666666666666,asch_history_5
1.0,instruct,knowledge,12,0.6666666666666666,asch_history_5
1.0,instruct,math,46,0.3695652173913043,asch_history_5
1.0,instruct,opinion,12,0.5,asch_history_5
1.0,instruct,reasoning,21,0.38095238095238093,asch_history_5
1.0,instruct,science,20,0.5,asch_history_5
1.0,instruct,truthfulness,22,0.22727272727272727,asch_history_5
1.0,instruct_sft,general,12,0.8333333333333334,asch_history_5
1.0,instruct_sft,knowledge,10,0.9,asch_history_5
1.0,instruct_sft,math,58,0.4827586206896552,asch_history_5
1.0,instruct_sft,opinion,13,0.8461538461538461,asch_history_5
1.0,instruct_sft,reasoning,18,1.0,asch_history_5
1.0,instruct_sft,science,20,0.5,asch_history_5
1.0,instruct_sft,truthfulness,18,0.6666666666666666,asch_history_5
1.0,instruct_dpo,general,16,0.5625,asch_history_5
1.0,instruct_dpo,knowledge,17,0.5882352941176471,asch_history_5
1.0,instruct_dpo,math,47,0.46808510638297873,asch_history_5
1.0,instruct_dpo,opinion,20,0.5,asch_history_5
1.0,instruct_dpo,reasoning,21,0.38095238095238093,asch_history_5
1.0,instruct_dpo,science,21,0.5238095238095238,asch_history_5
1.0,instruct_dpo,truthfulness,19,0.2631578947368421,asch_history_5
0.0,base,general,2,1.0,authoritative_bias
0.0,base,knowledge,1,1.0,authoritative_bias
0.0,base,math,12,0.5833333333333334,authoritative_bias
0.0,base,opinion,1,1.0,authoritative_bias
0.0,base,reasoning,7,0.7142857142857143,authoritative_bias
0.0,base,science,7,0.7142857142857143,authoritative_bias
0.0,base,truthfulness,11,0.5454545454545454,authoritative_bias
0.0,instruct,general,3,0.6666666666666666,authoritative_bias
0.0,instruct,knowledge,2,1.0,authoritative_bias
0.0,instruct,math,6,0.3333333333333333,authoritative_bias
0.0,instruct,opinion,7,0.5714285714285714,authoritative_bias
0.0,instruct,reasoning,1,1.0,authoritative_bias
0.0,instruct,science,5,0.6,authoritative_bias
0.0,instruct,truthfulness,9,0.2222222222222222,authoritative_bias
0.0,instruct_sft,general,1,1.0,authoritative_bias
0.0,instruct_sft,math,17,0.5882352941176471,authoritative_bias
0.0,instruct_sft,opinion,4,0.75,authoritative_bias
0.0,instruct_sft,reasoning,4,0.5,authoritative_bias
0.0,instruct_sft,science,4,0.75,authoritative_bias
0.0,instruct_sft,truthfulness,14,0.5714285714285714,authoritative_bias
0.0,instruct_dpo,general,2,0.5,authoritative_bias
0.0,instruct_dpo,knowledge,1,1.0,authoritative_bias
0.0,instruct_dpo,math,7,0.8571428571428571,authoritative_bias
0.0,instruct_dpo,opinion,4,1.0,authoritative_bias
0.0,instruct_dpo,reasoning,4,0.75,authoritative_bias
0.0,instruct_dpo,science,5,0.6,authoritative_bias
0.0,instruct_dpo,truthfulness,11,0.18181818181818182,authoritative_bias
0.2,base,general,2,1.0,authoritative_bias
0.2,base,knowledge,2,0.5,authoritative_bias
0.2,base,math,10,0.5,authoritative_bias
0.2,base,opinion,1,1.0,authoritative_bias
0.2,base,reasoning,5,0.4,authoritative_bias
0.2,base,science,5,0.6,authoritative_bias
0.2,base,truthfulness,14,0.6428571428571429,authoritative_bias
0.2,instruct,general,4,0.75,authoritative_bias
0.2,instruct,knowledge,4,0.75,authoritative_bias
0.2,instruct,math,10,0.7,authoritative_bias
0.2,instruct,opinion,6,0.6666666666666666,authoritative_bias
0.2,instruct,reasoning,2,1.0,authoritative_bias
0.2,instruct,science,3,0.6666666666666666,authoritative_bias
0.2,instruct,truthfulness,12,0.0,authoritative_bias
0.2,instruct_sft,general,3,0.6666666666666666,authoritative_bias
0.2,instruct_sft,knowledge,2,1.0,authoritative_bias
0.2,instruct_sft,math,14,0.5,authoritative_bias
0.2,instruct_sft,opinion,4,0.75,authoritative_bias
0.2,instruct_sft,reasoning,3,0.6666666666666666,authoritative_bias
0.2,instruct_sft,science,5,0.6,authoritative_bias
0.2,instruct_sft,truthfulness,16,0.75,authoritative_bias
0.2,instruct_dpo,general,3,1.0,authoritative_bias
0.2,instruct_dpo,knowledge,2,1.0,authoritative_bias
0.2,instruct_dpo,math,7,0.5714285714285714,authoritative_bias
0.2,instruct_dpo,opinion,4,1.0,authoritative_bias
0.2,instruct_dpo,reasoning,3,0.3333333333333333,authoritative_bias
0.2,instruct_dpo,science,4,0.75,authoritative_bias
0.2,instruct_dpo,truthfulness,10,0.1,authoritative_bias
0.4,base,general,2,1.0,authoritative_bias
0.4,base,knowledge,3,1.0,authoritative_bias
0.4,base,math,9,0.5555555555555556,authoritative_bias
0.4,base,opinion,1,1.0,authoritative_bias
0.4,base,reasoning,6,0.3333333333333333,authoritative_bias
0.4,base,science,4,0.5,authoritative_bias
0.4,base,truthfulness,10,0.6,authoritative_bias
0.4,instruct,general,2,0.5,authoritative_bias
0.4,instruct,knowledge,4,0.75,authoritative_bias
0.4,instruct,math,11,0.36363636363636365,authoritative_bias
0.4,instruct,opinion,5,0.6,authoritative_bias
0.4,instruct,reasoning,3,0.3333333333333333,authoritative_bias
0.4,instruct,science,3,0.3333333333333333,authoritative_bias
0.4,instruct,truthfulness,12,0.4166666666666667,authoritative_bias
0.4,instruct_sft,general,2,0.5,authoritative_bias
0.4,instruct_sft,knowledge,1,1.0,authoritative_bias
0.4,instruct_sft,math,12,0.5,authoritative_bias
0.4,instruct_sft,opinion,3,1.0,authoritative_bias
0.4,instruct_sft,reasoning,2,0.5,authoritative_bias
0.4,instruct_sft,science,5,0.6,authoritative_bias
0.4,instruct_sft,truthfulness,10,0.7,authoritative_bias
0.4,instruct_dpo,general,1,1.0,authoritative_bias
0.4,instruct_dpo,knowledge,1,1.0,authoritative_bias
0.4,instruct_dpo,math,10,0.7,authoritative_bias
0.4,instruct_dpo,opinion,5,0.8,authoritative_bias
0.4,instruct_dpo,reasoning,4,0.25,authoritative_bias
0.4,instruct_dpo,science,5,0.4,authoritative_bias
0.4,instruct_dpo,truthfulness,10,0.3,authoritative_bias
0.6,base,general,1,1.0,authoritative_bias
0.6,base,knowledge,1,1.0,authoritative_bias
0.6,base,math,11,0.9090909090909091,authoritative_bias
0.6,base,opinion,2,0.5,authoritative_bias
0.6,base,reasoning,5,0.8,authoritative_bias
0.6,base,science,7,0.5714285714285714,authoritative_bias
0.6,base,truthfulness,11,0.8181818181818182,authoritative_bias
0.6,instruct,general,3,0.6666666666666666,authoritative_bias
0.6,instruct,knowledge,5,0.8,authoritative_bias
0.6,instruct,math,10,0.7,authoritative_bias
0.6,instruct,opinion,4,1.0,authoritative_bias
0.6,instruct,reasoning,2,0.5,authoritative_bias
0.6,instruct,science,5,0.8,authoritative_bias
0.6,instruct,truthfulness,9,0.4444444444444444,authoritative_bias
0.6,instruct_sft,general,1,0.0,authoritative_bias
0.6,instruct_sft,knowledge,1,0.0,authoritative_bias
0.6,instruct_sft,math,17,0.4117647058823529,authoritative_bias
0.6,instruct_sft,opinion,3,1.0,authoritative_bias
0.6,instruct_sft,science,3,0.6666666666666666,authoritative_bias
0.6,instruct_sft,truthfulness,8,0.875,authoritative_bias
0.6,instruct_dpo,general,3,0.0,authoritative_bias
0.6,instruct_dpo,knowledge,2,0.0,authoritative_bias
0.6,instruct_dpo,math,9,0.7777777777777778,authoritative_bias
0.6,instruct_dpo,opinion,5,1.0,authoritative_bias
0.6,instruct_dpo,reasoning,2,0.0,authoritative_bias
0.6,instruct_dpo,science,6,0.5,authoritative_bias
0.6,instruct_dpo,truthfulness,10,0.2,authoritative_bias
0.8,base,general,17,0.4117647058823529,authoritative_bias
0.8,base,knowledge,22,0.6363636363636364,authoritative_bias
0.8,base,math,33,0.45454545454545453,authoritative_bias
0.8,base,opinion,20,0.85,authoritative_bias
0.8,base,reasoning,20,0.5,authoritative_bias
0.8,base,science,25,0.6,authoritative_bias
0.8,base,truthfulness,21,0.7142857142857143,authoritative_bias
0.8,instruct,general,11,0.2727272727272727,authoritative_bias
0.8,instruct,knowledge,19,0.6842105263157895,authoritative_bias
0.8,instruct,math,41,0.43902439024390244,authoritative_bias
0.8,instruct,opinion,17,0.8235294117647058,authoritative_bias
0.8,instruct,reasoning,23,0.6086956521739131,authoritative_bias
0.8,instruct,science,15,0.3333333333333333,authoritative_bias
0.8,instruct,truthfulness,17,0.4117647058823529,authoritative_bias
0.8,instruct_sft,general,16,0.625,authoritative_bias
0.8,instruct_sft,knowledge,13,0.6153846153846154,authoritative_bias
0.8,instruct_sft,math,55,0.45454545454545453,authoritative_bias
0.8,instruct_sft,opinion,18,0.6666666666666666,authoritative_bias
0.8,instruct_sft,reasoning,18,0.7222222222222222,authoritative_bias
0.8,instruct_sft,science,25,0.6,authoritative_bias
0.8,instruct_sft,truthfulness,23,0.391304347826087,authoritative_bias
0.8,instruct_dpo,general,15,0.6,authoritative_bias
0.8,instruct_dpo,knowledge,16,0.625,authoritative_bias
0.8,instruct_dpo,math,42,0.5,authoritative_bias
0.8,instruct_dpo,opinion,21,0.5714285714285714,authoritative_bias
0.8,instruct_dpo,reasoning,27,0.4444444444444444,authoritative_bias
0.8,instruct_dpo,science,21,0.23809523809523808,authoritative_bias
0.8,instruct_dpo,truthfulness,23,0.43478260869565216,authoritative_bias
1.0,base,general,16,0.6875,authoritative_bias
1.0,base,knowledge,16,0.5,authoritative_bias
1.0,base,math,30,0.4,authoritative_bias
1.0,base,opinion,13,0.8461538461538461,authoritative_bias
1.0,base,reasoning,21,0.8095238095238095,authoritative_bias
1.0,base,science,20,0.5,authoritative_bias
1.0,base,truthfulness,20,0.55,authoritative_bias
1.0,instruct,general,8,0.375,authoritative_bias
1.0,instruct,knowledge,12,0.4166666666666667,authoritative_bias
1.0,instruct,math,48,0.5416666666666666,authoritative_bias
1.0,instruct,opinion,11,0.7272727272727273,authoritative_bias
1.0,instruct,reasoning,22,0.7272727272727273,authoritative_bias
1.0,instruct,science,17,0.4117647058823529,authoritative_bias
1.0,instruct,truthfulness,22,0.5454545454545454,authoritative_bias
1.0,instruct_sft,general,11,0.5454545454545454,authoritative_bias
1.0,instruct_sft,knowledge,9,0.6666666666666666,authoritative_bias
1.0,instruct_sft,math,58,0.5,authoritative_bias
1.0,instruct_sft,opinion,16,0.875,authoritative_bias
1.0,instruct_sft,reasoning,17,0.47058823529411764,authoritative_bias
1.0,instruct_sft,science,20,0.45,authoritative_bias
1.0,instruct_sft,truthfulness,18,0.3333333333333333,authoritative_bias
1.0,instruct_dpo,general,16,0.75,authoritative_bias
1.0,instruct_dpo,knowledge,17,0.6470588235294118,authoritative_bias
1.0,instruct_dpo,math,47,0.48936170212765956,authoritative_bias
1.0,instruct_dpo,opinion,19,0.9473684210526315,authoritative_bias
1.0,instruct_dpo,reasoning,21,0.6190476190476191,authoritative_bias
1.0,instruct_dpo,science,22,0.3181818181818182,authoritative_bias
1.0,instruct_dpo,truthfulness,19,0.47368421052631576,authoritative_bias
