temperature,variant,dataset_category,asch_history_5,asch_zhu_unbiased_da,asch_zhu_unbiased_diverse_plain,asch_zhu_unbiased_qd,asch_zhu_unbiased_unanimous_confident,asch_zhu_unbiased_unanimous_neutral,asch_zhu_unbiased_unanimous_plain,asch_zhu_unbiased_unanimous_uncertain,authoritative_bias,authority_zhu_unbiased_trust,authority_zhu_unbiased_trust_da,control,delta_asch,delta_authority
0.4,instruct,reasoning,0.5800000000000001,0.84,0.8200000000000001,0.92,0.92,0.92,0.96,0.86,0.62,0.78,0.72,0.8125,-0.23249999999999993,-0.1925
0.4,instruct,science,0.6956521739130435,0.88,0.98,0.9,0.96,0.86,0.9,0.84,0.7045454545454546,0.7,0.6599999999999999,0.8235294117647058,-0.12787723785166238,-0.11898395721925126
0.4,instruct,truthfulness,0.38,0.94,0.96,0.94,0.96,0.92,0.92,0.9,0.36,0.76,0.84,0.5862068965517242,-0.2062068965517242,-0.2262068965517242
0.4,instruct_sft,general,0.88,0.88,0.98,0.94,0.94,0.94,0.94,0.96,0.9,0.6,0.78,0.9230769230769231,-0.043076923076923124,-0.023076923076923106
0.4,instruct_sft,knowledge,0.84,0.88,0.92,0.94,0.94,0.94,0.92,0.9,0.94,0.6799999999999999,0.8200000000000001,0.9583333333333334,-0.1183333333333334,-0.018333333333333424
0.4,instruct_sft,math,0.7333333333333334,0.8585858585858586,0.81,0.8080808080808081,0.92,0.9387755102040817,0.84,0.9,0.6153846153846154,0.9081632653061225,0.8541666666666666,0.59375,0.1395833333333334,0.02163461538461542
0.4,instruct_sft,opinion,0.94,0.9,0.92,0.94,0.96,0.92,0.94,0.96,0.94,0.6799999999999999,0.8,0.8571428571428572,0.08285714285714274,0.08285714285714274
0.4,instruct_sft,reasoning,0.84,0.9,0.92,0.98,0.96,0.92,0.98,0.94,0.78,0.6599999999999999,0.74,0.9310344827586207,-0.0910344827586207,-0.15103448275862064
0.4,instruct_sft,science,0.9,0.84,0.9,0.8,0.94,0.92,0.86,0.86,0.8222222222222222,0.6599999999999999,0.7,0.736842105263158,0.16315789473684206,0.08538011695906422
0.4,instruct_sft,truthfulness,0.86,0.9,0.98,0.92,0.92,0.94,0.9,0.9,0.6799999999999999,0.76,0.84,0.6428571428571428,0.2171428571428572,0.037142857142857144
0.4,instruct_dpo,general,0.6599999999999999,0.84,0.9,0.92,0.94,0.94,0.88,0.8,0.7608695652173914,0.72,0.8,0.9565217391304348,-0.2965217391304349,-0.19565217391304346
0.4,instruct_dpo,knowledge,0.6799999999999999,0.88,0.8,0.88,0.9,0.88,0.9,0.92,0.7021276595744681,0.74,0.78,0.9444444444444444,-0.2644444444444445,-0.24231678486997632
0.4,instruct_dpo,math,0.6875,0.83,0.83,0.8181818181818181,0.86,0.8163265306122449,0.8200000000000001,0.7575757575757576,0.6933333333333334,0.9375,0.9387755102040817,0.5862068965517242,0.1012931034482758,0.10712643678160916
0.4,instruct_dpo,opinion,0.6599999999999999,0.88,0.92,0.9,0.92,0.86,0.92,0.88,0.84,0.6599999999999999,0.6799999999999999,0.75,-0.09000000000000008,0.08999999999999997
0.4,instruct_dpo,reasoning,0.5800000000000001,0.88,0.8,0.9387755102040817,0.8200000000000001,0.88,0.94,0.8200000000000001,0.62,0.7,0.64,0.7894736842105263,-0.20947368421052626,-0.16947368421052633
0.4,instruct_dpo,science,0.7173913043478262,0.86,0.88,0.8,0.8,0.88,0.88,0.76,0.6590909090909092,0.72,0.72,0.7727272727272727,-0.05533596837944654,-0.11363636363636354
0.4,instruct_dpo,truthfulness,0.33999999999999997,0.96,0.98,0.92,0.92,0.92,0.92,0.94,0.30000000000000004,0.76,0.8,0.5833333333333333,-0.2433333333333333,-0.2833333333333332
0.6,base,general,0.9,0.94,0.88,0.92,0.92,0.96,0.92,0.98,0.8958333333333334,0.8200000000000001,0.9,0.9615384615384616,-0.06153846153846154,-0.0657051282051282
0.6,base,knowledge,0.9,0.92,0.84,0.94,0.96,0.96,0.94,1.0,0.8958333333333334,0.88,0.9,0.9615384615384616,-0.06153846153846154,-0.0657051282051282
0.6,base,math,0.7126436781609196,0.9494949494949495,0.9797979797979798,0.92,0.99,0.99,0.94,0.98,0.8315789473684211,0.9278350515463918,0.9795918367346939,0.7962962962962963,-0.08365261813537672,0.035282651072124804
0.6,base,opinion,0.96,0.92,0.92,0.98,0.8200000000000001,0.84,0.84,0.98,0.92,0.9,0.88,0.875,0.08499999999999996,0.04500000000000004
0.6,base,reasoning,0.76,0.86,0.8,0.92,0.92,0.88,0.9,0.96,0.8,0.8,0.9,0.7916666666666666,-0.03166666666666662,0.008333333333333415
0.6,base,science,0.78,0.8200000000000001,0.94,0.84,0.8,0.84,0.76,0.84,0.8541666666666666,0.7755102040816326,0.88,0.7575757575757576,0.022424242424242458,0.09659090909090906
0.6,base,truthfulness,0.7,0.86,0.9,0.92,0.86,0.8200000000000001,0.8163265306122449,0.86,0.6666666666666667,0.8200000000000001,0.9,0.6451612903225806,0.05483870967741933,0.021505376344086113
0.6,instruct,general,0.8200000000000001,0.88,0.96,0.96,0.92,0.88,0.86,0.8,0.7446808510638299,0.78,0.88,0.8571428571428572,-0.037142857142857144,-0.11246200607902734
0.6,instruct,knowledge,0.6599999999999999,0.9,0.88,0.94,0.94,0.9,0.88,0.92,0.7391304347826086,0.72,0.8200000000000001,0.7916666666666666,-0.1316666666666667,-0.05253623188405798
0.6,instruct,math,0.6666666666666667,0.8787878787878788,0.8787878787878788,0.87,0.9494949494949495,0.8787878787878788,0.89,0.81,0.7567567567567568,0.9393939393939394,0.9090909090909091,0.6551724137931034,0.011494252873563315,0.10158434296365337
0.6,instruct,opinion,0.6599999999999999,0.9,0.92,0.96,0.94,0.92,0.92,0.9,0.7,0.7,0.7,0.7777777777777778,-0.11777777777777787,-0.07777777777777783
0.6,instruct,reasoning,0.54,0.84,0.8,0.96,0.92,0.94,0.96,0.84,0.6599999999999999,0.7551020408163265,0.7,0.8888888888888888,-0.3488888888888888,-0.22888888888888892
0.6,instruct,science,0.6938775510204082,0.92,0.96,0.86,0.92,0.88,0.88,0.8,0.7173913043478262,0.5800000000000001,0.6799999999999999,0.75,-0.056122448979591844,-0.032608695652173836
0.6,instruct,truthfulness,0.38,0.94,0.96,0.92,0.94,0.92,0.92,0.92,0.4,0.7,0.88,0.64,-0.26,-0.24
0.6,instruct_sft,general,0.88,0.88,0.98,0.94,0.98,0.96,0.92,0.96,0.875,0.64,0.76,0.96,-0.07999999999999996,-0.08499999999999996
0.6,instruct_sft,knowledge,0.9,0.88,0.88,0.94,0.92,0.88,0.94,0.9,0.8200000000000001,0.64,0.76,0.962962962962963,-0.062962962962963,-0.14296296296296296
0.6,instruct_sft,math,0.7032967032967032,0.8585858585858586,0.85,0.78,0.9,0.9387755102040817,0.85,0.94,0.5301204819277108,0.9072164948453608,0.8645833333333334,0.575,0.12829670329670328,-0.04487951807228918
0.6,instruct_sft,opinion,0.92,0.88,0.9,0.94,0.96,0.96,0.94,0.96,0.9,0.62,0.78,0.8695652173913043,0.050434782608695716,0.0304347826086957
0.6,instruct_sft,reasoning,0.9,0.9,0.9,1.0,0.96,0.94,0.98,0.92,0.78,0.6799999999999999,0.74,1.0,-0.09999999999999998,-0.21999999999999997
0.6,instruct_sft,science,0.9148936170212766,0.86,0.9,0.84,0.92,0.96,0.84,0.88,0.8367346938775511,0.62,0.72,0.8571428571428572,0.05775075987841938,-0.020408163265306145
0.6,instruct_sft,truthfulness,0.88,0.9,0.96,0.92,0.9,0.94,0.9,0.9,0.74,0.74,0.8,0.6799999999999999,0.20000000000000007,0.06000000000000005
0.6,instruct_dpo,general,0.64,0.8,0.9,0.94,0.94,0.92,0.9,0.84,0.6666666666666667,0.6599999999999999,0.94,0.8928571428571429,-0.2528571428571429,-0.22619047619047616
0.6,instruct_dpo,knowledge,0.6938775510204082,0.86,0.84,0.84,0.88,0.88,0.9,0.88,0.7142857142857143,0.72,0.8200000000000001,0.92,-0.22612244897959188,-0.20571428571428574
0.6,instruct_dpo,math,0.6585365853658536,0.8200000000000001,0.86,0.85,0.83,0.83,0.7959183673469388,0.7448979591836735,0.7066666666666667,0.9484536082474226,0.9494949494949495,0.5833333333333333,0.07520325203252032,0.1233333333333334
0.6,instruct_dpo,opinion,0.62,0.86,0.9,0.94,0.96,0.86,0.9,0.88,0.8,0.62,0.72,0.75,-0.13,0.050000000000000044
0.6,instruct_dpo,reasoning,0.54,0.8200000000000001,0.8200000000000001,0.88,0.86,0.9,0.96,0.64,0.6599999999999999,0.74,0.6799999999999999,0.9,-0.36,-0.2400000000000001
0.6,instruct_dpo,science,0.7708333333333334,0.86,0.86,0.88,0.92,0.9,0.84,0.76,0.7333333333333334,0.6799999999999999,0.6799999999999999,0.7272727272727273,0.04356060606060608,0.0060606060606061
0.6,instruct_dpo,truthfulness,0.38,0.94,0.98,0.9,0.94,0.92,0.94,0.86,0.36,0.76,0.84,0.5833333333333333,-0.20333333333333325,-0.22333333333333327
0.8,base,general,0.7755102040816326,0.94,0.98,0.96,0.9,0.94,0.9,0.98,0.6666666666666667,0.88,0.94,0.6599999999999999,0.1155102040816327,0.006666666666666821
0.8,base,knowledge,0.7346938775510203,0.96,0.9,0.9,0.96,0.88,0.98,0.98,0.6799999999999999,0.86,0.9,0.56,0.17469387755102028,0.11999999999999988
0.8,base,math,0.6599999999999999,0.98,0.9393939393939394,0.9595959595959596,0.97,0.9795918367346939,0.9299999999999999,0.9696969696969697,0.5656565656565656,0.8979591836734694,0.9494949494949495,0.6458333333333333,0.01416666666666666,-0.08017676767676762
0.8,base,opinion,0.74,0.92,0.92,0.9,0.92,0.86,0.92,0.88,0.86,0.86,0.86,0.5918367346938775,0.14816326530612245,0.26816326530612244
0.8,base,reasoning,0.5918367346938775,0.86,0.8200000000000001,0.84,0.96,0.9,0.86,0.9,0.64,0.8,0.92,0.5833333333333333,0.008503401360544283,0.056666666666666754
0.8,base,science,0.5625,0.8200000000000001,0.94,0.86,0.86,0.8200000000000001,0.78,0.86,0.52,0.62,0.9,0.5,0.0625,0.020000000000000018
0.8,base,truthfulness,0.653061224489796,0.8571428571428572,0.84,0.9,0.88,0.92,0.9,0.9,0.64,0.8200000000000001,0.92,0.5800000000000001,0.0730612244897959,0.05999999999999994
0.8,instruct,general,0.74,0.9,0.94,0.94,0.92,0.88,0.86,0.84,0.653061224489796,0.84,0.8200000000000001,0.7441860465116279,-0.0041860465116279055,-0.09112482202183192
0.8,instruct,knowledge,0.78,0.86,0.9,0.92,0.94,0.86,0.9,0.92,0.7551020408163265,0.78,0.8,0.5777777777777777,0.2022222222222223,0.17732426303854876
0.8,instruct,math,0.5319148936170213,0.87,0.84,0.91,0.94,0.898989898989899,0.91,0.87,0.6,0.9393939393939394,0.9494949494949495,0.5274725274725275,0.004442366144493781,0.07252747252747249
0.8,instruct,opinion,0.75,0.88,0.9,0.96,0.94,0.92,0.86,0.92,0.7291666666666667,0.74,0.78,0.625,0.125,0.10416666666666674
0.8,instruct,reasoning,0.62,0.94,0.88,0.92,0.92,0.94,0.92,0.84,0.6326530612244898,0.8200000000000001,0.76,0.52,0.09999999999999998,0.11265306122448981
0.8,instruct,science,0.5652173913043479,0.94,0.94,0.88,0.96,0.88,0.92,0.86,0.5714285714285714,0.62,0.72,0.6666666666666667,-0.10144927536231885,-0.09523809523809534
0.8,instruct,truthfulness,0.5800000000000001,0.9,0.96,0.92,0.98,0.92,0.96,0.92,0.54,0.72,0.8200000000000001,0.6458333333333333,-0.06583333333333319,-0.10583333333333322
0.8,instruct_sft,general,0.86,0.92,0.98,0.96,0.96,0.94,0.9,0.94,0.72,0.6599999999999999,0.6799999999999999,0.6595744680851063,0.20042553191489365,0.06042553191489364
0.8,instruct_sft,knowledge,0.8936170212765957,0.92,0.94,0.96,0.92,0.92,0.86,0.86,0.76,0.76,0.6799999999999999,0.7173913043478262,0.17622571692876954,0.042608695652173845
0.8,instruct_sft,math,0.6701030927835052,0.85,0.8383838383838383,0.83,0.9387755102040817,0.91,0.86,0.92,0.5638297872340425,0.8888888888888888,0.8673469387755102,0.4020618556701031,0.2680412371134021,0.16176793156393943
0.8,instruct_sft,opinion,0.8936170212765957,0.9,0.9,0.92,0.96,0.92,0.94,0.96,0.8,0.6599999999999999,0.6599999999999999,0.5909090909090908,0.3027079303675049,0.20909090909090922
0.8,instruct_sft,reasoning,0.8200000000000001,0.9,0.94,0.92,0.96,0.94,0.96,0.94,0.8200000000000001,0.54,0.78,0.6326530612244898,0.18734693877551023,0.18734693877551023
0.8,instruct_sft,science,0.6304347826086957,0.8200000000000001,0.88,0.8,0.96,0.94,0.88,0.88,0.5869565217391304,0.64,0.8,0.45833333333333337,0.1721014492753623,0.128623188405797
0.8,instruct_sft,truthfulness,0.92,0.9,0.96,0.92,0.94,0.92,0.92,0.9,0.5510204081632653,0.64,0.86,0.54,0.38,0.011020408163265216
0.8,instruct_dpo,general,0.72,0.84,0.86,0.92,0.92,0.9,0.84,0.84,0.7142857142857143,0.7,0.8200000000000001,0.6666666666666667,0.05333333333333323,0.04761904761904756
0.8,instruct_dpo,knowledge,0.7346938775510203,0.9,0.9,0.9,0.88,0.94,0.92,0.9,0.6599999999999999,0.72,0.84,0.6666666666666667,0.0680272108843536,-0.006666666666666821
0.8,instruct_dpo,math,0.53125,0.84,0.8080808080808081,0.8383838383838383,0.8484848484848485,0.846938775510204,0.797979797979798,0.7551020408163265,0.6444444444444444,0.9299999999999999,0.9690721649484536,0.4623655913978495,0.0688844086021505,0.18207885304659488
0.8,instruct_dpo,opinion,0.7142857142857143,0.88,0.92,0.98,0.96,0.94,0.84,0.8200000000000001,0.7,0.5800000000000001,0.6599999999999999,0.5531914893617021,0.16109422492401215,0.1468085106382978
0.8,instruct_dpo,reasoning,0.5,0.86,0.84,0.86,0.92,0.92,0.96,0.84,0.62,0.62,0.76,0.44897959183673475,0.05102040816326525,0.17102040816326525
0.8,instruct_dpo,science,0.5625,0.8200000000000001,0.9,0.84,0.94,0.86,0.88,0.86,0.42553191489361697,0.5800000000000001,0.72,0.5531914893617021,0.009308510638297851,-0.12765957446808518
0.8,instruct_dpo,truthfulness,0.5,0.98,0.96,0.92,0.94,0.9,0.94,0.9,0.54,0.6599999999999999,0.86,0.5106382978723405,-0.010638297872340496,0.02936170212765954
1.0,base,general,0.6734693877551021,0.98,0.88,0.88,0.88,0.98,0.94,0.94,0.7551020408163265,0.84,0.96,0.6799999999999999,-0.0065306122448978154,0.07510204081632654
