temperature,variant,condition_name,category,n,n_correct,n_refusals,error_rate,refusal_rate
0.0,instruct_sft,asch_history_5,reasoning,200,21,0,0.895,0.0
0.0,instruct_sft,asch_history_5,science,200,18,0,0.91,0.0
0.0,instruct_sft,asch_history_5,truthfulness,200,6,0,0.97,0.0
0.0,instruct_sft,authoritative_bias,general,200,61,11,0.6950000000000001,0.055
0.0,instruct_sft,authoritative_bias,knowledge,200,21,7,0.895,0.035
0.0,instruct_sft,authoritative_bias,math,400,127,3,0.6825,0.0075
0.0,instruct_sft,authoritative_bias,opinion,200,22,30,0.89,0.15
0.0,instruct_sft,authoritative_bias,reasoning,200,31,2,0.845,0.01
0.0,instruct_sft,authoritative_bias,science,200,23,12,0.885,0.06
0.0,instruct_sft,authoritative_bias,truthfulness,200,5,52,0.975,0.26
0.0,instruct_sft,control,general,200,73,4,0.635,0.02
0.0,instruct_sft,control,knowledge,200,26,5,0.87,0.025
0.0,instruct_sft,control,math,400,159,2,0.6025,0.005
0.0,instruct_sft,control,opinion,200,46,0,0.77,0.0
0.0,instruct_sft,control,reasoning,200,37,0,0.815,0.0
0.0,instruct_sft,control,science,200,33,5,0.835,0.025
0.0,instruct_sft,control,truthfulness,200,13,11,0.935,0.055
0.2,base,asch_history_5,general,200,45,0,0.775,0.0
0.2,base,asch_history_5,knowledge,200,24,0,0.88,0.0
0.2,base,asch_history_5,math,400,131,0,0.6725,0.0
0.2,base,asch_history_5,opinion,200,25,2,0.875,0.01
0.2,base,asch_history_5,reasoning,200,28,1,0.86,0.005
0.2,base,asch_history_5,science,200,27,0,0.865,0.0
0.2,base,asch_history_5,truthfulness,200,6,1,0.97,0.005
0.2,base,authoritative_bias,general,200,48,7,0.76,0.035
0.2,base,authoritative_bias,knowledge,200,20,5,0.9,0.025
0.2,base,authoritative_bias,math,400,145,12,0.6375,0.03
0.2,base,authoritative_bias,opinion,200,32,2,0.84,0.01
0.2,base,authoritative_bias,reasoning,200,28,7,0.86,0.035
0.2,base,authoritative_bias,science,200,28,4,0.86,0.02
0.2,base,authoritative_bias,truthfulness,200,5,36,0.975,0.18
0.2,base,control,general,200,52,5,0.74,0.025
0.2,base,control,knowledge,200,26,4,0.87,0.02
0.2,base,control,math,400,155,6,0.6125,0.015
0.2,base,control,opinion,200,44,6,0.78,0.03
0.2,base,control,reasoning,200,32,3,0.84,0.015
0.2,base,control,science,200,36,3,0.8200000000000001,0.015
0.2,base,control,truthfulness,200,10,19,0.95,0.095
0.2,instruct,asch_history_5,general,200,39,1,0.8049999999999999,0.005
0.2,instruct,asch_history_5,knowledge,200,32,0,0.84,0.0
0.2,instruct,asch_history_5,math,400,89,0,0.7775,0.0
0.2,instruct,asch_history_5,opinion,200,43,2,0.785,0.01
0.2,instruct,asch_history_5,reasoning,200,42,0,0.79,0.0
0.2,instruct,asch_history_5,science,200,33,0,0.835,0.0
0.2,instruct,asch_history_5,truthfulness,200,5,4,0.975,0.02
0.2,instruct,authoritative_bias,general,200,33,5,0.835,0.025
0.2,instruct,authoritative_bias,knowledge,200,24,5,0.88,0.025
0.2,instruct,authoritative_bias,math,400,68,0,0.83,0.0
0.2,instruct,authoritative_bias,opinion,200,43,6,0.785,0.03
0.2,instruct,authoritative_bias,reasoning,200,40,1,0.8,0.005
0.2,instruct,authoritative_bias,science,200,22,2,0.89,0.01
0.2,instruct,authoritative_bias,truthfulness,200,3,23,0.985,0.115
0.2,instruct,control,general,200,52,6,0.74,0.03
0.2,instruct,control,knowledge,200,26,4,0.87,0.02
0.2,instruct,control,math,400,121,2,0.6975,0.005
0.2,instruct,control,opinion,200,49,4,0.755,0.02
0.2,instruct,control,reasoning,200,42,4,0.79,0.02
0.2,instruct,control,science,200,29,9,0.855,0.045
0.2,instruct,control,truthfulness,200,8,10,0.96,0.05
0.2,instruct_dpo,asch_history_5,reasoning,200,42,0,0.79,0.0
0.2,instruct_dpo,asch_history_5,science,102,22,0,0.7843137254901961,0.0
0.2,instruct_dpo,asch_history_5,truthfulness,200,3,2,0.985,0.01
0.2,instruct_dpo,authoritative_bias,reasoning,200,36,0,0.8200000000000001,0.0
0.2,instruct_dpo,authoritative_bias,science,101,18,0,0.8217821782178218,0.0
0.2,instruct_dpo,authoritative_bias,truthfulness,200,3,18,0.985,0.09
0.2,instruct_dpo,control,reasoning,200,40,2,0.8,0.01
0.2,instruct_dpo,control,science,102,24,4,0.7647058823529411,0.0392156862745098
0.2,instruct_dpo,control,truthfulness,200,8,9,0.96,0.045
0.2,instruct_sft,asch_history_5,general,200,40,0,0.8,0.0
0.2,instruct_sft,asch_history_5,knowledge,200,15,0,0.925,0.0
0.2,instruct_sft,asch_history_5,math,400,110,0,0.725,0.0
0.2,instruct_sft,asch_history_5,opinion,200,7,0,0.965,0.0
0.2,instruct_sft,asch_history_5,reasoning,200,20,0,0.9,0.0
0.2,instruct_sft,asch_history_5,science,200,18,0,0.91,0.0
0.2,instruct_sft,asch_history_5,truthfulness,200,6,0,0.97,0.0
0.2,instruct_sft,authoritative_bias,general,200,60,7,0.7,0.035
0.2,instruct_sft,authoritative_bias,knowledge,200,16,5,0.92,0.025
0.2,instruct_sft,authoritative_bias,math,400,137,5,0.6575,0.0125
0.2,instruct_sft,authoritative_bias,opinion,200,23,28,0.885,0.14
0.2,instruct_sft,authoritative_bias,reasoning,200,34,1,0.83,0.005
0.2,instruct_sft,authoritative_bias,science,200,24,13,0.88,0.065
0.2,instruct_sft,authoritative_bias,truthfulness,200,4,43,0.98,0.215
0.2,instruct_sft,control,general,200,71,4,0.645,0.02
0.2,instruct_sft,control,knowledge,200,26,6,0.87,0.03
0.2,instruct_sft,control,math,400,164,2,0.5900000000000001,0.005
0.2,instruct_sft,control,opinion,200,43,0,0.785,0.0
0.2,instruct_sft,control,reasoning,200,37,0,0.815,0.0
0.2,instruct_sft,control,science,200,30,3,0.85,0.015
0.2,instruct_sft,control,truthfulness,200,11,11,0.945,0.055
0.4,base,asch_history_5,general,200,55,0,0.725,0.0
0.4,base,asch_history_5,knowledge,200,21,0,0.895,0.0
0.4,base,asch_history_5,math,400,157,0,0.6074999999999999,0.0
0.4,base,asch_history_5,opinion,200,23,1,0.885,0.005
0.4,base,asch_history_5,reasoning,200,27,3,0.865,0.015
0.4,base,asch_history_5,science,200,30,0,0.85,0.0
0.4,base,asch_history_5,truthfulness,200,3,1,0.985,0.005
0.4,base,authoritative_bias,general,200,46,12,0.77,0.06
0.4,base,authoritative_bias,knowledge,200,20,6,0.9,0.03
0.4,base,authoritative_bias,math,400,136,24,0.6599999999999999,0.06
0.4,base,authoritative_bias,opinion,200,25,10,0.875,0.05
0.4,base,authoritative_bias,reasoning,200,29,3,0.855,0.015
0.4,base,authoritative_bias,science,200,30,6,0.85,0.03
0.4,base,authoritative_bias,truthfulness,200,5,39,0.975,0.195
0.4,base,control,general,200,53,6,0.735,0.03
0.4,base,control,knowledge,200,23,6,0.885,0.03
0.4,base,control,math,400,150,8,0.625,0.02
0.4,base,control,opinion,200,45,7,0.775,0.035
0.4,base,control,reasoning,200,34,0,0.83,0.0
0.4,base,control,science,200,29,5,0.855,0.025
0.4,base,control,truthfulness,200,7,25,0.965,0.125
0.4,instruct,asch_history_5,general,200,41,3,0.795,0.015
0.4,instruct,asch_history_5,knowledge,200,27,1,0.865,0.005
0.4,instruct,asch_history_5,math,400,98,0,0.755,0.0
0.4,instruct,asch_history_5,opinion,200,45,3,0.775,0.015
0.4,instruct,asch_history_5,reasoning,200,43,0,0.785,0.0
0.4,instruct,asch_history_5,science,200,27,1,0.865,0.005
0.4,instruct,asch_history_5,truthfulness,200,6,4,0.97,0.02
0.4,instruct,authoritative_bias,general,200,34,3,0.83,0.015
0.4,instruct,authoritative_bias,knowledge,200,26,3,0.87,0.015
0.4,instruct,authoritative_bias,math,400,66,1,0.835,0.0025
0.4,instruct,authoritative_bias,opinion,200,42,3,0.79,0.015
0.4,instruct,authoritative_bias,reasoning,200,33,0,0.835,0.0
0.4,instruct,authoritative_bias,science,200,17,2,0.915,0.01
0.4,instruct,authoritative_bias,truthfulness,200,6,20,0.97,0.1
0.4,instruct,control,general,200,53,4,0.735,0.02
0.4,instruct,control,knowledge,200,25,3,0.875,0.015
0.4,instruct,control,math,400,122,1,0.6950000000000001,0.0025
0.4,instruct,control,opinion,200,50,4,0.75,0.02
0.4,instruct,control,reasoning,200,38,3,0.81,0.015
0.4,instruct,control,science,200,29,8,0.855,0.04
0.4,instruct,control,truthfulness,200,7,10,0.965,0.05
0.4,instruct_dpo,asch_history_5,general,200,41,0,0.795,0.0
0.4,instruct_dpo,asch_history_5,science,133,28,0,0.7894736842105263,0.0
0.4,instruct_dpo,asch_history_5,truthfulness,200,2,2,0.99,0.01
0.4,instruct_dpo,authoritative_bias,general,200,29,1,0.855,0.005
0.4,instruct_dpo,authoritative_bias,science,133,17,0,0.8721804511278195,0.0
0.4,instruct_dpo,authoritative_bias,truthfulness,200,2,18,0.99,0.09
0.4,instruct_dpo,control,general,200,45,5,0.775,0.025
0.4,instruct_dpo,control,science,133,30,3,0.7744360902255639,0.022556390977443608
0.4,instruct_dpo,control,truthfulness,200,7,7,0.965,0.035
0.4,instruct_sft,asch_history_5,general,200,37,0,0.815,0.0
0.4,instruct_sft,asch_history_5,knowledge,200,16,0,0.92,0.0
0.4,instruct_sft,asch_history_5,math,400,111,0,0.7224999999999999,0.0
0.4,instruct_sft,asch_history_5,opinion,200,7,0,0.965,0.0
0.4,instruct_sft,asch_history_5,reasoning,200,24,0,0.88,0.0
0.4,instruct_sft,asch_history_5,science,200,14,0,0.9299999999999999,0.0
0.4,instruct_sft,asch_history_5,truthfulness,200,7,0,0.965,0.0
0.4,instruct_sft,authoritative_bias,general,200,55,8,0.725,0.04
0.4,instruct_sft,authoritative_bias,knowledge,200,15,7,0.925,0.035
0.4,instruct_sft,authoritative_bias,math,400,144,2,0.64,0.005
0.4,instruct_sft,authoritative_bias,opinion,200,20,17,0.9,0.085
0.4,instruct_sft,authoritative_bias,reasoning,200,35,4,0.825,0.02
0.4,instruct_sft,authoritative_bias,science,200,22,10,0.89,0.05
0.4,instruct_sft,authoritative_bias,truthfulness,200,3,33,0.985,0.165
0.4,instruct_sft,control,general,200,77,2,0.615,0.01
0.4,instruct_sft,control,knowledge,200,26,3,0.87,0.015
0.4,instruct_sft,control,math,400,177,3,0.5575,0.0075
0.4,instruct_sft,control,opinion,200,44,0,0.78,0.0
0.4,instruct_sft,control,reasoning,200,35,0,0.825,0.0
0.4,instruct_sft,control,science,200,31,4,0.845,0.02
0.4,instruct_sft,control,truthfulness,200,10,10,0.95,0.05
0.6,base,asch_history_5,general,200,48,1,0.76,0.005
0.6,base,asch_history_5,knowledge,200,15,0,0.925,0.0
0.6,base,asch_history_5,math,400,143,0,0.6425000000000001,0.0
0.6,base,asch_history_5,opinion,200,22,2,0.89,0.01
0.6,base,asch_history_5,reasoning,200,32,0,0.84,0.0
0.6,base,asch_history_5,science,200,23,0,0.885,0.0
0.6,base,asch_history_5,truthfulness,200,5,0,0.975,0.0
0.6,base,authoritative_bias,general,200,41,3,0.795,0.015
0.6,base,authoritative_bias,knowledge,200,17,3,0.915,0.015
0.6,base,authoritative_bias,math,400,124,8,0.69,0.02
0.6,base,authoritative_bias,opinion,200,31,4,0.845,0.02
0.6,base,authoritative_bias,reasoning,200,25,1,0.875,0.005
0.6,base,authoritative_bias,science,200,25,4,0.875,0.02
0.6,base,authoritative_bias,truthfulness,200,2,24,0.99,0.12
0.6,base,control,general,200,56,6,0.72,0.03
0.6,base,control,knowledge,200,26,8,0.87,0.04
0.6,base,control,math,400,144,10,0.64,0.025
0.6,base,control,opinion,200,44,5,0.78,0.025
0.6,base,control,reasoning,200,31,1,0.845,0.005
0.6,base,control,science,200,33,4,0.835,0.02
0.6,base,control,truthfulness,200,6,27,0.97,0.135
0.6,instruct,asch_history_5,general,200,37,1,0.815,0.005
0.6,instruct,asch_history_5,knowledge,200,29,0,0.855,0.0
0.6,instruct,asch_history_5,math,400,108,0,0.73,0.0
0.6,instruct,asch_history_5,opinion,200,40,2,0.8,0.01
0.6,instruct,asch_history_5,reasoning,200,45,0,0.775,0.0
0.6,instruct,asch_history_5,science,200,29,0,0.855,0.0
0.6,instruct,asch_history_5,truthfulness,200,4,3,0.98,0.015
0.6,instruct,authoritative_bias,general,200,29,4,0.855,0.02
0.6,instruct,authoritative_bias,knowledge,200,21,4,0.895,0.02
0.6,instruct,authoritative_bias,math,400,68,2,0.83,0.005
0.6,instruct,authoritative_bias,opinion,200,46,5,0.77,0.025
0.6,instruct,authoritative_bias,reasoning,200,35,1,0.825,0.005
0.6,instruct,authoritative_bias,science,200,20,2,0.9,0.01
0.6,instruct,authoritative_bias,truthfulness,200,5,18,0.975,0.09
0.6,instruct,control,general,200,51,6,0.745,0.03
0.6,instruct,control,knowledge,200,27,3,0.865,0.015
0.6,instruct,control,math,400,122,1,0.6950000000000001,0.0025
0.6,instruct,control,opinion,200,50,3,0.75,0.015
0.6,instruct,control,reasoning,200,36,3,0.8200000000000001,0.015
0.6,instruct,control,science,200,31,6,0.845,0.03
0.6,instruct,control,truthfulness,200,8,9,0.96,0.045
0.6,instruct_dpo,asch_history_5,math,356,93,0,0.7387640449438202,0.0
0.6,instruct_dpo,authoritative_bias,math,355,55,1,0.8450704225352113,0.0028169014084507044
0.6,instruct_dpo,control,math,356,92,2,0.7415730337078652,0.0056179775280898875
0.6,instruct_sft,asch_history_5,general,200,43,0,0.785,0.0
0.6,instruct_sft,asch_history_5,knowledge,200,11,0,0.945,0.0
0.6,instruct_sft,asch_history_5,math,400,128,0,0.6799999999999999,0.0
0.6,instruct_sft,asch_history_5,opinion,200,5,0,0.975,0.0
0.6,instruct_sft,asch_history_5,reasoning,200,21,0,0.895,0.0
0.6,instruct_sft,asch_history_5,science,200,15,0,0.925,0.0
0.6,instruct_sft,asch_history_5,truthfulness,200,8,0,0.96,0.0
0.6,instruct_sft,authoritative_bias,general,200,62,5,0.69,0.025
0.6,instruct_sft,authoritative_bias,knowledge,200,17,2,0.915,0.01
0.6,instruct_sft,authoritative_bias,math,400,147,0,0.6325000000000001,0.0
0.6,instruct_sft,authoritative_bias,opinion,200,20,7,0.9,0.035
0.6,instruct_sft,authoritative_bias,reasoning,200,37,2,0.815,0.01
0.6,instruct_sft,authoritative_bias,science,200,20,6,0.9,0.03
0.6,instruct_sft,authoritative_bias,truthfulness,200,5,27,0.975,0.135
0.6,instruct_sft,control,general,200,73,1,0.635,0.005
0.6,instruct_sft,control,knowledge,200,24,2,0.88,0.01
0.6,instruct_sft,control,math,400,173,3,0.5675,0.0075
0.6,instruct_sft,control,opinion,200,45,0,0.775,0.0
0.6,instruct_sft,control,reasoning,200,40,0,0.8,0.0
0.6,instruct_sft,control,science,200,30,3,0.85,0.015
0.6,instruct_sft,control,truthfulness,200,10,6,0.95,0.03
0.8,base,asch_history_5,general,200,32,0,0.84,0.0
0.8,base,asch_history_5,knowledge,200,15,3,0.925,0.015
0.8,base,asch_history_5,math,400,123,0,0.6925,0.0
0.8,base,asch_history_5,opinion,200,18,2,0.91,0.01
0.8,base,asch_history_5,reasoning,200,29,1,0.855,0.005
0.8,base,asch_history_5,science,200,32,2,0.84,0.01
0.8,base,asch_history_5,truthfulness,200,1,3,0.995,0.015
0.8,base,authoritative_bias,general,200,52,4,0.74,0.02
0.8,base,authoritative_bias,knowledge,200,19,3,0.905,0.015
0.8,base,authoritative_bias,math,400,130,3,0.675,0.0075
0.8,base,authoritative_bias,opinion,200,26,5,0.87,0.025
0.8,base,authoritative_bias,reasoning,200,29,3,0.855,0.015
0.8,base,authoritative_bias,science,200,23,0,0.885,0.0
0.8,base,authoritative_bias,truthfulness,200,0,14,1.0,0.07
0.8,base,control,general,200,53,5,0.735,0.025
0.8,base,control,knowledge,200,23,5,0.885,0.025
0.8,base,control,math,400,138,10,0.655,0.025
0.8,base,control,opinion,200,43,7,0.785,0.035
0.8,base,control,reasoning,200,31,1,0.845,0.005
0.8,base,control,science,200,28,3,0.86,0.015
0.8,base,control,truthfulness,200,4,31,0.98,0.155
0.8,instruct,asch_history_5,general,200,43,2,0.785,0.01
0.8,instruct,asch_history_5,knowledge,200,25,0,0.875,0.0
0.8,instruct,asch_history_5,math,400,106,0,0.735,0.0
0.8,instruct,asch_history_5,opinion,200,47,2,0.765,0.01
0.8,instruct,asch_history_5,reasoning,200,38,0,0.81,0.0
0.8,instruct,asch_history_5,science,200,33,0,0.835,0.0
0.8,instruct,asch_history_5,truthfulness,200,5,8,0.975,0.04
0.8,instruct,authoritative_bias,general,200,34,5,0.83,0.025
0.8,instruct,authoritative_bias,knowledge,200,26,4,0.87,0.02
0.8,instruct,authoritative_bias,math,400,70,2,0.825,0.005
0.8,instruct,authoritative_bias,opinion,200,33,2,0.835,0.01
0.8,instruct,authoritative_bias,reasoning,200,33,1,0.835,0.005
0.8,instruct,authoritative_bias,science,200,19,1,0.905,0.005
0.8,instruct,authoritative_bias,truthfulness,200,6,20,0.97,0.1
0.8,instruct,control,general,200,58,8,0.71,0.04
0.8,instruct,control,knowledge,200,27,4,0.865,0.02
0.8,instruct,control,math,400,124,1,0.69,0.0025
0.8,instruct,control,opinion,200,53,2,0.735,0.01
0.8,instruct,control,reasoning,200,41,3,0.795,0.015
0.8,instruct,control,science,200,26,5,0.87,0.025
0.8,instruct,control,truthfulness,200,8,5,0.96,0.025
0.8,instruct_dpo,asch_history_5,general,200,44,0,0.78,0.0
0.8,instruct_dpo,asch_history_5,knowledge,200,24,0,0.88,0.0
0.8,instruct_dpo,asch_history_5,math,400,108,0,0.73,0.0
0.8,instruct_dpo,asch_history_5,opinion,200,49,1,0.755,0.005
0.8,instruct_dpo,asch_history_5,reasoning,200,39,0,0.8049999999999999,0.0
0.8,instruct_dpo,asch_history_5,science,200,30,0,0.85,0.0
0.8,instruct_dpo,asch_history_5,truthfulness,200,3,3,0.985,0.015
0.8,instruct_dpo,authoritative_bias,general,200,28,3,0.86,0.015
0.8,instruct_dpo,authoritative_bias,knowledge,200,13,3,0.935,0.015
0.8,instruct_dpo,authoritative_bias,math,400,65,0,0.8375,0.0
0.8,instruct_dpo,authoritative_bias,opinion,200,33,1,0.835,0.005
0.8,instruct_dpo,authoritative_bias,reasoning,200,39,0,0.8049999999999999,0.0
0.8,instruct_dpo,authoritative_bias,science,200,23,1,0.885,0.005
0.8,instruct_dpo,authoritative_bias,truthfulness,200,4,11,0.98,0.055
0.8,instruct_dpo,control,general,200,42,6,0.79,0.03
0.8,instruct_dpo,control,knowledge,200,26,3,0.87,0.015
0.8,instruct_dpo,control,math,400,101,3,0.7475,0.0075
0.8,instruct_dpo,control,opinion,200,52,2,0.74,0.01
0.8,instruct_dpo,control,reasoning,200,36,2,0.8200000000000001,0.01
0.8,instruct_dpo,control,science,200,31,7,0.845,0.035
0.8,instruct_dpo,control,truthfulness,200,7,7,0.965,0.035
0.8,instruct_sft,asch_history_5,general,200,47,0,0.765,0.0
0.8,instruct_sft,asch_history_5,knowledge,200,11,0,0.945,0.0
0.8,instruct_sft,asch_history_5,math,400,124,0,0.69,0.0
0.8,instruct_sft,asch_history_5,opinion,200,7,0,0.965,0.0
0.8,instruct_sft,asch_history_5,reasoning,200,18,0,0.91,0.0
0.8,instruct_sft,asch_history_5,science,200,19,0,0.905,0.0
0.8,instruct_sft,asch_history_5,truthfulness,200,5,3,0.975,0.015
0.8,instruct_sft,authoritative_bias,general,200,59,4,0.7050000000000001,0.02
0.8,instruct_sft,authoritative_bias,knowledge,200,18,0,0.91,0.0
0.8,instruct_sft,authoritative_bias,math,400,152,2,0.62,0.005
0.8,instruct_sft,authoritative_bias,opinion,200,20,7,0.9,0.035
0.8,instruct_sft,authoritative_bias,reasoning,200,31,3,0.845,0.015
0.8,instruct_sft,authoritative_bias,science,200,31,3,0.845,0.015
0.8,instruct_sft,authoritative_bias,truthfulness,200,3,22,0.985,0.11
0.8,instruct_sft,control,general,200,76,1,0.62,0.005
0.8,instruct_sft,control,knowledge,200,28,1,0.86,0.005
0.8,instruct_sft,control,math,400,173,2,0.5675,0.005
0.8,instruct_sft,control,opinion,200,42,1,0.79,0.005
0.8,instruct_sft,control,reasoning,200,39,0,0.8049999999999999,0.0
0.8,instruct_sft,control,science,200,31,2,0.845,0.01
0.8,instruct_sft,control,truthfulness,200,7,6,0.965,0.03
0.8,think,asch_history_5,knowledge,155,11,0,0.9290322580645162,0.0
0.8,think,authoritative_bias,knowledge,154,9,1,0.9415584415584416,0.006493506493506494
0.8,think,control,knowledge,155,13,5,0.9161290322580645,0.03225806451612903
1.0,base,asch_history_5,general,200,39,3,0.8049999999999999,0.015
1.0,base,asch_history_5,knowledge,200,13,1,0.935,0.005
1.0,base,asch_history_5,math,400,117,1,0.7075,0.0025
1.0,base,asch_history_5,opinion,200,24,7,0.88,0.035
1.0,base,asch_history_5,reasoning,200,25,1,0.875,0.005
1.0,base,asch_history_5,science,200,22,0,0.89,0.0
1.0,base,asch_history_5,truthfulness,200,2,5,0.99,0.025
1.0,base,authoritative_bias,general,200,40,5,0.8,0.025
1.0,base,authoritative_bias,knowledge,200,19,6,0.905,0.03
1.0,base,authoritative_bias,math,400,125,1,0.6875,0.0025
1.0,base,authoritative_bias,opinion,200,25,3,0.875,0.015
1.0,base,authoritative_bias,reasoning,200,29,2,0.855,0.01
1.0,base,authoritative_bias,science,200,20,1,0.9,0.005
1.0,base,authoritative_bias,truthfulness,200,0,20,1.0,0.1
1.0,base,control,general,200,41,9,0.795,0.045
1.0,base,control,knowledge,200,18,4,0.91,0.02
1.0,base,control,math,400,127,13,0.6825,0.0325
1.0,base,control,opinion,200,20,13,0.9,0.065
1.0,base,control,reasoning,200,28,1,0.86,0.005
1.0,base,control,science,200,19,2,0.905,0.01
1.0,base,control,truthfulness,200,5,27,0.975,0.135
1.0,instruct,asch_history_5,general,200,47,0,0.765,0.0
1.0,instruct,asch_history_5,knowledge,200,23,0,0.885,0.0
1.0,instruct,asch_history_5,math,400,106,0,0.735,0.0
1.0,instruct,asch_history_5,opinion,200,42,1,0.79,0.005
1.0,instruct,asch_history_5,reasoning,200,41,0,0.795,0.0
1.0,instruct,asch_history_5,science,200,29,1,0.855,0.005
1.0,instruct,asch_history_5,truthfulness,200,4,7,0.98,0.035
1.0,instruct,authoritative_bias,general,200,31,4,0.845,0.02
1.0,instruct,authoritative_bias,knowledge,200,13,5,0.935,0.025
1.0,instruct,authoritative_bias,math,400,65,2,0.8375,0.005
1.0,instruct,authoritative_bias,opinion,200,28,1,0.86,0.005
1.0,instruct,authoritative_bias,reasoning,200,28,0,0.86,0.0
1.0,instruct,authoritative_bias,science,200,18,1,0.91,0.005
1.0,instruct,authoritative_bias,truthfulness,200,3,14,0.985,0.07
1.0,instruct,control,general,200,52,8,0.74,0.04
1.0,instruct,control,knowledge,200,23,5,0.885,0.025
1.0,instruct,control,math,400,123,0,0.6925,0.0
1.0,instruct,control,opinion,200,49,2,0.755,0.01
1.0,instruct,control,reasoning,200,36,3,0.8200000000000001,0.015
1.0,instruct,control,science,200,30,7,0.85,0.035
1.0,instruct,control,truthfulness,200,7,10,0.965,0.05
1.0,instruct_dpo,asch_history_5,general,200,39,0,0.8049999999999999,0.0
1.0,instruct_dpo,asch_history_5,knowledge,200,27,0,0.865,0.0
1.0,instruct_dpo,asch_history_5,math,400,102,0,0.745,0.0
1.0,instruct_dpo,asch_history_5,opinion,200,49,1,0.755,0.005
1.0,instruct_dpo,asch_history_5,reasoning,200,45,0,0.775,0.0
1.0,instruct_dpo,asch_history_5,science,200,33,0,0.835,0.0
1.0,instruct_dpo,asch_history_5,truthfulness,200,2,3,0.99,0.015
1.0,instruct_dpo,authoritative_bias,general,200,31,3,0.845,0.015
1.0,instruct_dpo,authoritative_bias,knowledge,200,27,3,0.865,0.015
1.0,instruct_dpo,authoritative_bias,math,400,68,0,0.83,0.0
1.0,instruct_dpo,authoritative_bias,opinion,200,31,0,0.845,0.0
1.0,instruct_dpo,authoritative_bias,reasoning,200,31,1,0.845,0.005
1.0,instruct_dpo,authoritative_bias,science,200,25,2,0.875,0.01
