idx,prompt_len,repeat_frames,has_repeat_frame,prompt_has_list,comp_len,comp_ngram_overlap,comp_correction,comp_sycophancy,comp_affirm_prefix
61,133,0,0,0,0,0.0000,0,0,0
62,373,0,0,0,0,0.0000,0,0,0
63,164,0,0,0,0,0.0000,0,0,0
64,391,0,0,0,0,0.0000,0,0,0
65,141,0,0,0,0,0.0000,0,0,0
66,293,0,0,0,0,0.0000,0,0,0
67,676,0,0,0,0,0.0000,0,0,0
68,437,0,0,0,0,0.0000,0,0,0
69,116,0,0,0,0,0.0000,0,0,0
70,185,0,0,0,0,0.0000,0,0,0
71,304,0,0,0,0,0.0000,0,0,0
72,223,0,0,0,0,0.0000,0,0,0
73,386,0,0,0,0,0.0000,0,0,0
74,141,0,0,0,0,0.0000,0,0,0
75,494,0,0,0,0,0.0000,0,0,0
76,143,0,0,0,0,0.0000,0,0,0
77,137,0,0,0,0,0.0000,0,0,0
78,154,0,0,0,0,0.0000,0,0,0
79,88,0,0,0,0,0.0000,0,0,0
80,309,0,0,0,0,0.0000,0,0,0
81,165,0,0,0,0,0.0000,0,0,0
82,267,0,0,0,0,0.0000,0,0,0
83,35,0,0,0,0,0.0000,0,0,0
84,130,0,0,0,0,0.0000,0,0,0
85,204,0,0,0,0,0.0000,0,0,0
86,545,0,0,0,0,0.0000,0,0,0
87,150,0,0,0,0,0.0000,0,0,0
88,232,0,0,0,0,0.0000,0,0,0
89,123,0,0,0,0,0.0000,0,0,0
90,671,0,0,0,0,0.0000,0,0,0
91,212,0,0,0,0,0.0000,0,0,0
92,304,0,0,0,0,0.0000,0,0,0
93,333,0,0,0,0,0.0000,0,0,0
94,321,0,0,0,0,0.0000,0,0,0
95,198,0,0,0,0,0.0000,0,0,0
96,105,0,0,0,0,0.0000,0,0,0
97,191,0,0,0,0,0.0000,0,0,0
98,61,0,0,0,0,0.0000,0,0,0
99,321,0,0,0,0,0.0000,0,0,0
100,327,0,0,0,0,0.0000,0,0,0
101,171,0,0,0,0,0.0000,0,0,0
102,171,0,0,0,0,0.0000,0,0,0
103,351,0,0,0,0,0.0000,0,0,0
104,147,0,0,0,0,0.0000,0,0,0
105,391,0,0,0,0,0.0000,0,0,0
106,204,0,0,0,0,0.0000,0,0,0
107,213,0,0,0,0,0.0000,0,0,0
108,321,0,0,0,0,0.0000,0,0,0
109,177,0,0,0,0,0.0000,0,0,0
110,270,0,0,0,0,0.0000,0,0,0
111,246,0,0,0,0,0.0000,0,0,0
112,859,0,0,0,0,0.0000,0,0,0
113,372,0,0,0,0,0.0000,0,0,0
114,526,0,0,0,0,0.0000,0,0,0
115,558,0,0,1,0,0.0000,0,0,0
116,114,0,0,0,0,0.0000,0,0,0
117,248,0,0,0,0,0.0000,0,0,0
118,96,0,0,0,0,0.0000,0,0,0
119,1502,0,0,1,0,0.0000,0,0,0
120,170,0,0,0,0,0.0000,0,0,0
121,298,0,0,0,0,0.0000,0,0,0
122,237,0,0,0,0,0.0000,0,0,0
123,319,0,0,0,0,0.0000,0,0,0
124,526,0,0,0,0,0.0000,0,0,0
125,254,0,0,0,0,0.0000,0,0,0
126,148,0,0,0,0,0.0000,0,0,0
127,500,0,0,0,0,0.0000,0,0,0
128,246,0,0,0,0,0.0000,0,0,0
129,527,0,0,0,0,0.0000,0,0,0
130,389,0,0,0,0,0.0000,0,0,0
131,795,0,0,0,0,0.0000,0,0,0
132,582,0,0,1,0,0.0000,0,0,0
133,215,0,0,0,0,0.0000,0,0,0
134,233,0,0,0,0,0.0000,0,0,0
135,1353,0,0,1,0,0.0000,0,0,0
136,228,0,0,0,0,0.0000,0,0,0
137,355,0,0,0,0,0.0000,0,0,0
138,107,0,0,0,0,0.0000,0,0,0
139,138,0,0,0,0,0.0000,0,0,0
140,326,0,0,0,0,0.0000,0,0,0
141,279,0,0,0,0,0.0000,0,0,0
142,373,0,0,0,0,0.0000,0,0,0
143,313,0,0,0,0,0.0000,0,0,0
144,119,0,0,0,0,0.0000,0,0,0
145,262,0,0,0,0,0.0000,0,0,0
146,396,0,0,0,0,0.0000,0,0,0
147,87,0,0,0,0,0.0000,0,0,0
148,139,0,0,0,0,0.0000,0,0,0
149,64,0,0,0,0,0.0000,0,0,0
150,249,0,0,0,0,0.0000,0,0,0
151,1311,0,0,1,0,0.0000,0,0,0
152,157,0,0,0,0,0.0000,0,0,0
153,166,0,0,0,0,0.0000,0,0,0
154,384,0,0,0,0,0.0000,0,0,0
155,275,0,0,0,0,0.0000,0,0,0
156,154,0,0,0,0,0.0000,0,0,0
157,1980,0,0,1,0,0.0000,0,0,0
158,434,0,0,0,0,0.0000,0,0,0
159,269,0,0,0,0,0.0000,0,0,0
160,754,0,0,0,0,0.0000,0,0,0
161,242,0,0,0,0,0.0000,0,0,0
162,209,0,0,0,0,0.0000,0,0,0
163,775,0,0,0,0,0.0000,0,0,0
164,180,0,0,0,0,0.0000,0,0,0
165,228,0,0,0,0,0.0000,0,0,0
166,260,0,0,0,0,0.0000,0,0,0
167,235,0,0,0,0,0.0000,0,0,0
168,368,0,0,0,0,0.0000,0,0,0
169,248,0,0,0,0,0.0000,0,0,0
170,261,0,0,0,0,0.0000,0,0,0
171,267,0,0,0,0,0.0000,0,0,0
172,201,0,0,0,0,0.0000,0,0,0
173,173,0,0,0,0,0.0000,0,0,0
174,135,0,0,0,0,0.0000,0,0,0
175,90,0,0,0,0,0.0000,0,0,0
176,336,0,0,0,0,0.0000,0,0,0
177,157,0,0,0,0,0.0000,0,0,0
178,640,0,0,0,0,0.0000,0,0,0
179,270,0,0,0,0,0.0000,0,0,0
180,208,0,0,0,0,0.0000,0,0,0
181,517,0,0,0,0,0.0000,0,0,0
182,372,0,0,0,0,0.0000,0,0,0
183,1725,0,0,1,0,0.0000,0,0,0
184,460,0,0,0,0,0.0000,0,0,0
185,283,0,0,0,0,0.0000,0,0,0
186,164,0,0,0,0,0.0000,0,0,0
187,393,0,0,0,0,0.0000,0,0,0
188,274,0,0,0,0,0.0000,0,0,0
189,1409,0,0,1,0,0.0000,0,0,0
190,229,0,0,0,0,0.0000,0,0,0
191,149,0,0,0,0,0.0000,0,0,0
192,214,0,0,0,0,0.0000,0,0,0
193,319,0,0,0,0,0.0000,0,0,0
194,451,0,0,0,0,0.0000,0,0,0
195,111,0,0,0,0,0.0000,0,0,0
196,326,0,0,0,0,0.0000,0,0,0
197,209,0,0,0,0,0.0000,0,0,0
198,233,0,0,0,0,0.0000,0,0,0
199,396,0,0,0,0,0.0000,0,0,0
200,254,0,0,0,0,0.0000,0,0,0
201,108,0,0,0,0,0.0000,0,0,0
202,108,0,0,0,0,0.0000,0,0,0
203,293,0,0,0,0,0.0000,0,0,0
204,425,0,0,0,0,0.0000,0,0,0
205,217,0,0,0,0,0.0000,0,0,0
206,83,0,0,0,0,0.0000,0,0,0
207,189,0,0,0,0,0.0000,0,0,0
208,521,0,0,0,0,0.0000,0,0,0
209,321,0,0,0,0,0.0000,0,0,0
210,347,0,0,0,0,0.0000,0,0,0
211,35,0,0,0,0,0.0000,0,0,0
212,387,0,0,0,0,0.0000,0,0,0
213,197,0,0,0,0,0.0000,0,0,0
214,398,0,0,0,0,0.0000,0,0,0
215,89,0,0,0,0,0.0000,0,0,0
216,219,0,0,0,0,0.0000,0,0,0
217,501,0,0,0,0,0.0000,0,0,0
218,259,0,0,0,0,0.0000,0,0,0
219,536,0,0,0,0,0.0000,0,0,0
220,219,0,0,0,0,0.0000,0,0,0
221,304,0,0,0,0,0.0000,0,0,0
222,292,0,0,0,0,0.0000,0,0,0
223,341,0,0,0,0,0.0000,0,0,0
224,275,0,0,0,0,0.0000,0,0,0
225,308,0,0,0,0,0.0000,0,0,0
226,413,0,0,0,0,0.0000,0,0,0
227,386,0,0,0,0,0.0000,0,0,0
228,1891,0,0,1,0,0.0000,0,0,0
229,122,0,0,0,0,0.0000,0,0,0
230,273,0,0,0,0,0.0000,0,0,0
231,71,0,0,0,0,0.0000,0,0,0
232,203,0,0,0,0,0.0000,0,0,0
233,189,0,0,0,0,0.0000,0,0,0
234,2308,0,0,1,0,0.0000,0,0,0
235,236,0,0,0,0,0.0000,0,0,0
236,195,0,0,0,0,0.0000,0,0,0
237,315,0,0,0,0,0.0000,0,0,0
238,118,0,0,0,0,0.0000,0,0,0
239,816,0,0,0,0,0.0000,0,0,0
240,313,0,0,0,0,0.0000,0,0,0
241,787,0,0,0,0,0.0000,0,0,0
242,88,0,0,0,0,0.0000,0,0,0
243,190,0,0,0,0,0.0000,0,0,0
244,220,0,0,0,0,0.0000,0,0,0
245,457,0,0,0,0,0.0000,0,0,0
246,366,0,0,0,0,0.0000,0,0,0
247,2952,0,0,0,0,0.0000,0,0,0
248,168,0,0,0,0,0.0000,0,0,0
249,95,0,0,0,0,0.0000,0,0,0
250,262,0,0,0,0,0.0000,0,0,0
251,116,0,0,0,0,0.0000,0,0,0
252,341,0,0,0,0,0.0000,0,0,0
253,261,0,0,0,0,0.0000,0,0,0
254,271,0,0,0,0,0.0000,0,0,0
255,227,0,0,0,0,0.0000,0,0,0
256,198,0,0,0,0,0.0000,0,0,0
257,291,0,0,0,0,0.0000,0,0,0
258,387,0,0,0,0,0.0000,0,0,0
259,248,0,0,0,0,0.0000,0,0,0
260,317,0,0,0,0,0.0000,0,0,0
261,241,0,0,0,0,0.0000,0,0,0
262,381,0,0,0,0,0.0000,0,0,0
263,158,0,0,0,0,0.0000,0,0,0
264,368,0,0,0,0,0.0000,0,0,0
265,169,0,0,0,0,0.0000,0,0,0
266,579,0,0,0,0,0.0000,0,0,0
267,130,0,0,0,0,0.0000,0,0,0
268,413,0,0,0,0,0.0000,0,0,0
269,305,0,0,0,0,0.0000,0,0,0
270,217,0,0,0,0,0.0000,0,0,0
271,253,0,0,0,0,0.0000,0,0,0
272,300,0,0,0,0,0.0000,0,0,0
273,203,0,0,0,0,0.0000,0,0,0
274,295,0,0,0,0,0.0000,0,0,0
275,143,0,0,0,0,0.0000,0,0,0
276,147,0,0,0,0,0.0000,0,0,0
277,552,0,0,0,0,0.0000,0,0,0
278,1302,0,0,1,0,0.0000,0,0,0
279,212,0,0,0,0,0.0000,0,0,0
280,140,0,0,0,0,0.0000,0,0,0
281,109,0,0,0,0,0.0000,0,0,0
282,346,0,0,0,0,0.0000,0,0,0
283,487,0,0,0,0,0.0000,0,0,0
284,286,0,0,0,0,0.0000,0,0,0
285,381,0,0,0,0,0.0000,0,0,0
286,389,0,0,0,0,0.0000,0,0,0
287,433,0,0,1,0,0.0000,0,0,0
288,151,0,0,0,0,0.0000,0,0,0
289,646,0,0,0,0,0.0000,0,0,0
290,783,0,0,0,0,0.0000,0,0,0
291,349,0,0,0,0,0.0000,0,0,0
292,605,0,0,0,0,0.0000,0,0,0
293,4755,0,0,0,0,0.0000,0,0,0
294,199,0,0,0,0,0.0000,0,0,0
295,1496,0,0,1,0,0.0000,0,0,0
296,2525,0,0,1,0,0.0000,0,0,0
297,655,0,0,0,0,0.0000,0,0,0
298,646,0,0,0,0,0.0000,0,0,0
299,234,0,0,0,0,0.0000,0,0,0
300,203,0,0,0,0,0.0000,0,0,0
301,612,0,0,0,0,0.0000,0,0,0
302,359,0,0,0,0,0.0000,0,0,0
303,814,0,0,0,0,0.0000,0,0,0
304,253,0,0,0,0,0.0000,0,0,0
305,142,0,0,0,0,0.0000,0,0,0
306,198,0,0,0,0,0.0000,0,0,0
307,307,0,0,0,0,0.0000,0,0,0
308,321,0,0,0,0,0.0000,0,0,0
309,265,0,0,0,0,0.0000,0,0,0
310,412,0,0,0,0,0.0000,0,0,0
311,145,0,0,0,0,0.0000,0,0,0
312,467,0,0,0,0,0.0000,0,0,0
313,474,0,0,0,0,0.0000,0,0,0
314,336,0,0,0,0,0.0000,0,0,0
315,373,0,0,0,0,0.0000,0,0,0
316,579,0,0,0,0,0.0000,0,0,0
317,133,0,0,0,0,0.0000,0,0,0
318,294,0,0,0,0,0.0000,0,0,0
319,349,0,0,0,0,0.0000,0,0,0
320,357,0,0,0,0,0.0000,0,0,0
321,177,0,0,0,0,0.0000,0,0,0
322,1733,0,0,1,0,0.0000,0,0,0
323,771,0,0,0,0,0.0000,0,0,0
324,147,0,0,0,0,0.0000,0,0,0
325,60,0,0,0,0,0.0000,0,0,0
326,155,0,0,0,0,0.0000,0,0,0
327,430,0,0,0,0,0.0000,0,0,0
328,178,0,0,0,0,0.0000,0,0,0
329,251,0,0,0,0,0.0000,0,0,0
330,187,0,0,0,0,0.0000,0,0,0
331,237,0,0,0,0,0.0000,0,0,0
332,953,0,0,0,0,0.0000,0,0,0
333,125,0,0,0,0,0.0000,0,0,0
334,123,0,0,0,0,0.0000,0,0,0
335,223,0,0,0,0,0.0000,0,0,0
336,312,0,0,0,0,0.0000,0,0,0
337,557,0,0,0,0,0.0000,0,0,0
338,210,0,0,0,0,0.0000,0,0,0
339,490,0,0,0,0,0.0000,0,0,0
340,235,0,0,0,0,0.0000,0,0,0
341,302,0,0,0,0,0.0000,0,0,0
342,335,0,0,0,0,0.0000,0,0,0
343,266,0,0,0,0,0.0000,0,0,0
344,503,0,0,0,0,0.0000,0,0,0
345,122,0,0,0,0,0.0000,0,0,0
346,466,0,0,0,0,0.0000,0,0,0
347,301,0,0,0,0,0.0000,0,0,0
348,619,0,0,0,0,0.0000,0,0,0
349,515,0,0,0,0,0.0000,0,0,0
350,124,0,0,0,0,0.0000,0,0,0
351,400,0,0,0,0,0.0000,0,0,0
352,119,0,0,0,0,0.0000,0,0,0
353,70,0,0,0,0,0.0000,0,0,0
354,296,0,0,0,0,0.0000,0,0,0
355,586,0,0,0,0,0.0000,0,0,0
356,725,0,0,0,0,0.0000,0,0,0
357,369,0,0,0,0,0.0000,0,0,0
358,356,0,0,0,0,0.0000,0,0,0
359,264,0,0,0,0,0.0000,0,0,0
360,124,0,0,0,0,0.0000,0,0,0
361,366,0,0,0,0,0.0000,0,0,0
362,425,0,0,0,0,0.0000,0,0,0
363,409,0,0,1,0,0.0000,0,0,0
364,134,0,0,0,0,0.0000,0,0,0
365,313,0,0,0,0,0.0000,0,0,0
366,247,0,0,0,0,0.0000,0,0,0
367,113,0,0,0,0,0.0000,0,0,0
368,413,0,0,0,0,0.0000,0,0,0
369,159,0,0,0,0,0.0000,0,0,0
370,2155,0,0,1,0,0.0000,0,0,0
371,265,0,0,0,0,0.0000,0,0,0
372,386,0,0,1,0,0.0000,0,0,0
373,343,0,0,0,0,0.0000,0,0,0
374,289,0,0,0,0,0.0000,0,0,0
375,135,0,0,0,0,0.0000,0,0,0
376,160,0,0,0,0,0.0000,0,0,0
377,531,0,0,1,0,0.0000,0,0,0
378,163,0,0,0,0,0.0000,0,0,0
379,248,0,0,0,0,0.0000,0,0,0
380,236,0,0,0,0,0.0000,0,0,0
381,358,0,0,0,0,0.0000,0,0,0
382,509,0,0,0,0,0.0000,0,0,0
383,189,0,0,0,0,0.0000,0,0,0
384,163,0,0,0,0,0.0000,0,0,0
385,114,0,0,0,0,0.0000,0,0,0
386,371,0,0,0,0,0.0000,0,0,0
387,71,0,0,0,0,0.0000,0,0,0
388,575,0,0,0,0,0.0000,0,0,0
389,217,0,0,0,0,0.0000,0,0,0
390,175,0,0,0,0,0.0000,0,0,0
391,186,0,0,0,0,0.0000,0,0,0
392,203,0,0,0,0,0.0000,0,0,0
393,422,0,0,0,0,0.0000,0,0,0
394,468,0,0,0,0,0.0000,0,0,0
395,189,0,0,0,0,0.0000,0,0,0
396,128,0,0,0,0,0.0000,0,0,0
397,30,0,0,0,0,0.0000,0,0,0
398,193,0,0,0,0,0.0000,0,0,0
399,126,0,0,0,0,0.0000,0,0,0
400,538,0,0,0,0,0.0000,0,0,0
401,322,0,0,0,0,0.0000,0,0,0
402,84,0,0,0,0,0.0000,0,0,0
403,172,0,0,0,0,0.0000,0,0,0
404,197,0,0,0,0,0.0000,0,0,0
405,232,0,0,0,0,0.0000,0,0,0
406,56,0,0,0,0,0.0000,0,0,0
407,301,0,0,0,0,0.0000,0,0,0
408,236,0,0,0,0,0.0000,0,0,0
409,243,0,0,0,0,0.0000,0,0,0
410,333,0,0,0,0,0.0000,0,0,0
411,489,0,0,0,0,0.0000,0,0,0
412,240,0,0,0,0,0.0000,0,0,0
413,436,0,0,0,0,0.0000,0,0,0
414,173,0,0,0,0,0.0000,0,0,0
415,323,0,0,0,0,0.0000,0,0,0
416,590,0,0,0,0,0.0000,0,0,0
417,346,0,0,0,0,0.0000,0,0,0
418,258,0,0,0,0,0.0000,0,0,0
419,241,0,0,0,0,0.0000,0,0,0
420,208,0,0,0,0,0.0000,0,0,0
421,687,0,0,0,0,0.0000,0,0,0
422,305,0,0,0,0,0.0000,0,0,0
423,162,0,0,0,0,0.0000,0,0,0
424,413,0,0,0,0,0.0000,0,0,0
425,149,0,0,0,0,0.0000,0,0,0
426,125,0,0,0,0,0.0000,0,0,0
427,223,0,0,0,0,0.0000,0,0,0
428,200,0,0,0,0,0.0000,0,0,0
429,125,0,0,0,0,0.0000,0,0,0
430,695,0,0,0,0,0.0000,0,0,0
431,266,0,0,0,0,0.0000,0,0,0
432,278,0,0,0,0,0.0000,0,0,0
433,115,0,0,0,0,0.0000,0,0,0
434,93,0,0,0,0,0.0000,0,0,0
435,156,0,0,0,0,0.0000,0,0,0
436,398,0,0,0,0,0.0000,0,0,0
437,509,0,0,0,0,0.0000,0,0,0
438,81,0,0,0,0,0.0000,0,0,0
439,1565,0,0,0,0,0.0000,0,0,0
440,233,0,0,0,0,0.0000,0,0,0
441,602,0,0,0,0,0.0000,0,0,0
442,300,0,0,0,0,0.0000,0,0,0
443,285,0,0,0,0,0.0000,0,0,0
444,47,0,0,0,0,0.0000,0,0,0
445,167,0,0,0,0,0.0000,0,0,0
446,274,0,0,0,0,0.0000,0,0,0
447,343,0,0,0,0,0.0000,0,0,0
448,225,0,0,0,0,0.0000,0,0,0
449,81,0,0,0,0,0.0000,0,0,0
450,2825,0,0,1,0,0.0000,0,0,0
451,582,0,0,0,0,0.0000,0,0,0
452,463,0,0,0,0,0.0000,0,0,0
453,317,0,0,0,0,0.0000,0,0,0
454,428,0,0,0,0,0.0000,0,0,0
455,563,0,0,0,0,0.0000,0,0,0
456,208,0,0,0,0,0.0000,0,0,0
457,159,0,0,0,0,0.0000,0,0,0
458,2236,0,0,1,0,0.0000,0,0,0
459,274,0,0,0,0,0.0000,0,0,0
460,512,0,0,0,0,0.0000,0,0,0
461,736,0,0,0,0,0.0000,0,0,0
462,350,0,0,0,0,0.0000,0,0,0
463,242,0,0,0,0,0.0000,0,0,0
464,408,0,0,0,0,0.0000,0,0,0
465,185,0,0,0,0,0.0000,0,0,0
466,454,0,0,0,0,0.0000,0,0,0
467,464,0,0,0,0,0.0000,0,0,0
468,502,0,0,0,0,0.0000,0,0,0
469,625,0,0,0,0,0.0000,0,0,0
470,690,0,0,0,0,0.0000,0,0,0
471,729,0,0,0,0,0.0000,0,0,0
472,268,0,0,0,0,0.0000,0,0,0
473,454,0,0,0,0,0.0000,0,0,0
474,174,0,0,0,0,0.0000,0,0,0
475,288,0,0,0,0,0.0000,0,0,0
476,117,0,0,0,0,0.0000,0,0,0
477,203,0,0,0,0,0.0000,0,0,0
478,209,0,0,0,0,0.0000,0,0,0
479,426,0,0,0,0,0.0000,0,0,0
480,303,0,0,0,0,0.0000,0,0,0
481,447,0,0,0,0,0.0000,0,0,0
482,482,0,0,0,0,0.0000,0,0,0
483,393,0,0,0,0,0.0000,0,0,0
484,285,0,0,0,0,0.0000,0,0,0
485,133,0,0,0,0,0.0000,0,0,0
486,298,0,0,0,0,0.0000,0,0,0
487,195,0,0,0,0,0.0000,0,0,0
488,84,0,0,0,0,0.0000,0,0,0
489,207,0,0,0,0,0.0000,0,0,0
490,299,0,0,0,0,0.0000,0,0,0
491,104,0,0,0,0,0.0000,0,0,0
492,281,0,0,0,0,0.0000,0,0,0
493,108,0,0,0,0,0.0000,0,0,0
494,234,0,0,0,0,0.0000,0,0,0
495,216,0,0,0,0,0.0000,0,0,0
496,163,0,0,0,0,0.0000,0,0,0
497,301,0,0,0,0,0.0000,0,0,0
498,181,0,0,0,0,0.0000,0,0,0
499,206,0,0,0,0,0.0000,0,0,0
500,158,0,0,0,0,0.0000,0,0,0
501,299,0,0,0,0,0.0000,0,0,0
502,180,0,0,0,0,0.0000,0,0,0
503,167,0,0,0,0,0.0000,0,0,0
504,1273,0,0,1,0,0.0000,0,0,0
505,183,0,0,0,0,0.0000,0,0,0
506,303,0,0,0,0,0.0000,0,0,0
507,2422,0,0,0,0,0.0000,0,0,0
508,229,0,0,0,0,0.0000,0,0,0
509,150,0,0,0,0,0.0000,0,0,0
510,508,0,0,0,0,0.0000,0,0,0
511,148,0,0,0,0,0.0000,0,0,0
512,282,0,0,0,0,0.0000,0,0,0
513,390,0,0,0,0,0.0000,0,0,0
514,156,0,0,0,0,0.0000,0,0,0
515,561,0,0,0,0,0.0000,0,0,0
516,360,0,0,0,0,0.0000,0,0,0
517,306,0,0,0,0,0.0000,0,0,0
518,261,0,0,0,0,0.0000,0,0,0
519,1239,0,0,1,0,0.0000,0,0,0
520,328,0,0,0,0,0.0000,0,0,0
521,232,0,0,0,0,0.0000,0,0,0
522,730,0,0,0,0,0.0000,0,0,0
523,434,0,0,0,0,0.0000,0,0,0
524,171,0,0,0,0,0.0000,0,0,0
525,4380,0,0,1,0,0.0000,0,0,0
526,189,0,0,0,0,0.0000,0,0,0
527,269,0,0,0,0,0.0000,0,0,0
528,146,0,0,0,0,0.0000,0,0,0
529,284,0,0,0,0,0.0000,0,0,0
530,133,0,0,0,0,0.0000,0,0,0
531,127,0,0,0,0,0.0000,0,0,0
532,230,0,0,0,0,0.0000,0,0,0
533,245,0,0,0,0,0.0000,0,0,0
534,220,0,0,0,0,0.0000,0,0,0
535,441,0,0,0,0,0.0000,0,0,0
536,387,0,0,0,0,0.0000,0,0,0
537,101,0,0,0,0,0.0000,0,0,0
538,288,0,0,0,0,0.0000,0,0,0
539,171,0,0,0,0,0.0000,0,0,0
540,282,0,0,0,0,0.0000,0,0,0
541,466,0,0,0,0,0.0000,0,0,0
542,274,0,0,0,0,0.0000,0,0,0
543,1411,0,0,1,0,0.0000,0,0,0
544,166,0,0,0,0,0.0000,0,0,0
545,368,0,0,0,0,0.0000,0,0,0
546,665,0,0,0,0,0.0000,0,0,0
547,159,0,0,0,0,0.0000,0,0,0
548,333,0,0,0,0,0.0000,0,0,0
549,168,0,0,0,0,0.0000,0,0,0
550,202,0,0,0,0,0.0000,0,0,0
551,297,0,0,0,0,0.0000,0,0,0
552,427,0,0,0,0,0.0000,0,0,0
553,230,0,0,0,0,0.0000,0,0,0
554,390,0,0,0,0,0.0000,0,0,0
555,339,0,0,0,0,0.0000,0,0,0
556,371,0,0,0,0,0.0000,0,0,0
557,105,0,0,0,0,0.0000,0,0,0
558,137,0,0,0,0,0.0000,0,0,0
559,168,0,0,0,0,0.0000,0,0,0
560,251,0,0,0,0,0.0000,0,0,0
561,170,0,0,0,0,0.0000,0,0,0
562,146,0,0,0,0,0.0000,0,0,0
563,276,0,0,0,0,0.0000,0,0,0
564,468,0,0,0,0,0.0000,0,0,0
565,130,0,0,0,0,0.0000,0,0,0
566,252,0,0,0,0,0.0000,0,0,0
567,370,0,0,0,0,0.0000,0,0,0
568,240,0,0,0,0,0.0000,0,0,0
569,455,0,0,0,0,0.0000,0,0,0
570,308,0,0,0,0,0.0000,0,0,0
571,137,0,0,0,0,0.0000,0,0,0
572,195,0,0,0,0,0.0000,0,0,0
573,247,0,0,0,0,0.0000,0,0,0
574,321,0,0,0,0,0.0000,0,0,0
575,487,0,0,0,0,0.0000,0,0,0
576,18,0,0,0,0,0.0000,0,0,0
577,222,0,0,0,0,0.0000,0,0,0
578,190,0,0,0,0,0.0000,0,0,0
579,2637,0,0,0,0,0.0000,0,0,0
580,373,0,0,0,0,0.0000,0,0,0
581,147,0,0,0,0,0.0000,0,0,0
582,344,0,0,0,0,0.0000,0,0,0
583,446,0,0,1,0,0.0000,0,0,0
584,220,0,0,0,0,0.0000,0,0,0
585,372,0,0,0,0,0.0000,0,0,0
586,144,0,0,0,0,0.0000,0,0,0
587,142,0,0,0,0,0.0000,0,0,0
588,142,0,0,0,0,0.0000,0,0,0
589,269,0,0,0,0,0.0000,0,0,0
590,296,0,0,0,0,0.0000,0,0,0
591,389,0,0,0,0,0.0000,0,0,0
592,108,0,0,0,0,0.0000,0,0,0
593,347,0,0,0,0,0.0000,0,0,0
594,256,0,0,0,0,0.0000,0,0,0
595,236,0,0,0,0,0.0000,0,0,0
596,352,0,0,0,0,0.0000,0,0,0
597,403,0,0,1,0,0.0000,0,0,0
598,153,0,0,0,0,0.0000,0,0,0
599,239,0,0,0,0,0.0000,0,0,0
600,175,0,0,0,0,0.0000,0,0,0
