idx,prompt_len,repeat_frames,has_repeat_frame,prompt_has_list,comp_len,comp_ngram_overlap,comp_correction,comp_sycophancy,comp_affirm_prefix
197,678,0,0,1,0,0.0000,0,0,0
198,457,0,0,0,0,0.0000,0,0,0
199,380,0,0,0,0,0.0000,0,0,0
200,593,0,0,0,0,0.0000,0,0,0
201,637,0,0,0,0,0.0000,0,0,0
202,886,0,0,0,0,0.0000,0,0,0
203,418,0,0,0,0,0.0000,0,0,0
204,818,0,0,0,0,0.0000,0,0,0
205,689,0,0,0,0,0.0000,0,0,0
206,528,0,0,0,0,0.0000,0,0,0
207,667,0,0,0,0,0.0000,0,0,0
208,964,0,0,0,0,0.0000,0,0,0
209,599,0,0,0,0,0.0000,0,0,0
210,572,0,0,0,0,0.0000,0,0,0
211,723,0,0,0,0,0.0000,0,0,0
212,797,0,0,0,0,0.0000,0,0,0
213,691,0,0,0,0,0.0000,0,0,0
214,495,0,0,0,0,0.0000,0,0,0
215,538,0,0,0,0,0.0000,0,0,0
216,700,0,0,0,0,0.0000,0,0,0
217,835,0,0,0,0,0.0000,0,0,0
218,949,0,0,0,0,0.0000,0,0,0
219,555,0,0,0,0,0.0000,0,0,0
220,827,0,0,0,0,0.0000,0,0,0
221,527,0,0,0,0,0.0000,0,0,0
222,310,0,0,0,0,0.0000,0,0,0
223,658,0,0,0,0,0.0000,0,0,0
224,271,0,0,0,0,0.0000,0,0,0
225,445,0,0,0,0,0.0000,0,0,0
226,943,0,0,0,0,0.0000,0,0,0
227,594,0,0,0,0,0.0000,0,0,0
228,798,0,0,0,0,0.0000,0,0,0
229,554,0,0,0,0,0.0000,0,0,0
230,365,0,0,0,0,0.0000,0,0,0
231,590,0,0,0,0,0.0000,0,0,0
232,543,0,0,0,0,0.0000,0,0,0
233,719,0,0,0,0,0.0000,0,0,0
234,662,0,0,0,0,0.0000,0,0,0
235,419,0,0,0,0,0.0000,0,0,0
236,379,0,0,0,0,0.0000,0,0,0
237,462,0,0,0,0,0.0000,0,0,0
238,639,0,0,1,0,0.0000,0,0,0
239,438,0,0,0,0,0.0000,0,0,0
240,748,0,0,0,0,0.0000,0,0,0
241,627,0,0,0,0,0.0000,0,0,0
242,599,0,0,0,0,0.0000,0,0,0
243,1002,0,0,0,0,0.0000,0,0,0
244,755,0,0,1,0,0.0000,0,0,0
245,861,0,0,0,0,0.0000,0,0,0
246,998,0,0,1,0,0.0000,0,0,0
247,638,0,0,0,0,0.0000,0,0,0
248,698,0,0,0,0,0.0000,0,0,0
249,1033,0,0,1,0,0.0000,0,0,0
250,699,0,0,0,0,0.0000,0,0,0
251,332,0,0,0,0,0.0000,0,0,0
252,561,0,0,0,0,0.0000,0,0,0
253,475,0,0,0,0,0.0000,0,0,0
254,574,0,0,0,0,0.0000,0,0,0
255,572,0,0,0,0,0.0000,0,0,0
256,264,0,0,0,0,0.0000,0,0,0
257,814,0,0,0,0,0.0000,0,0,0
258,514,0,0,0,0,0.0000,0,0,0
259,396,0,0,0,0,0.0000,0,0,0
260,526,0,0,0,0,0.0000,0,0,0
261,753,0,0,0,0,0.0000,0,0,0
262,1317,0,0,0,0,0.0000,0,0,0
263,342,0,0,0,0,0.0000,0,0,0
264,463,0,0,0,0,0.0000,0,0,0
265,470,0,0,0,0,0.0000,0,0,0
266,293,0,0,0,0,0.0000,0,0,0
267,611,0,0,0,0,0.0000,0,0,0
268,754,0,0,0,0,0.0000,0,0,0
269,891,0,0,0,0,0.0000,0,0,0
270,624,0,0,0,0,0.0000,0,0,0
271,315,0,0,0,0,0.0000,0,0,0
272,630,0,0,0,0,0.0000,0,0,0
273,639,0,0,0,0,0.0000,0,0,0
274,664,0,0,0,0,0.0000,0,0,0
275,709,0,0,0,0,0.0000,0,0,0
276,696,0,0,0,0,0.0000,0,0,0
277,435,0,0,0,0,0.0000,0,0,0
278,678,0,0,0,0,0.0000,0,0,0
279,945,0,0,0,0,0.0000,0,0,0
280,766,0,0,1,0,0.0000,0,0,0
281,533,0,0,0,0,0.0000,0,0,0
282,574,0,0,1,0,0.0000,0,0,0
283,620,0,0,0,0,0.0000,0,0,0
284,521,0,0,0,0,0.0000,0,0,0
285,583,0,0,0,0,0.0000,0,0,0
286,375,0,0,0,0,0.0000,0,0,0
287,686,0,0,0,0,0.0000,0,0,0
288,855,0,0,0,0,0.0000,0,0,0
289,563,0,0,0,0,0.0000,0,0,0
290,636,0,0,0,0,0.0000,0,0,0
291,343,0,0,0,0,0.0000,0,0,0
292,401,0,0,0,0,0.0000,0,0,0
293,540,0,0,0,0,0.0000,0,0,0
294,535,0,0,0,0,0.0000,0,0,0
295,879,0,0,0,0,0.0000,0,0,0
296,506,0,0,0,0,0.0000,0,0,0
297,357,0,0,0,0,0.0000,0,0,0
298,771,0,0,0,0,0.0000,0,0,0
299,388,0,0,0,0,0.0000,0,0,0
300,265,0,0,0,0,0.0000,0,0,0
301,899,0,0,1,0,0.0000,0,0,0
302,614,0,0,0,0,0.0000,0,0,0
303,1190,0,0,0,0,0.0000,0,0,0
304,440,0,0,0,0,0.0000,0,0,0
305,641,0,0,0,0,0.0000,0,0,0
306,352,0,0,0,0,0.0000,0,0,0
307,488,0,0,0,0,0.0000,0,0,0
308,821,0,0,0,0,0.0000,0,0,0
309,1066,0,0,1,0,0.0000,0,0,0
310,693,0,0,0,0,0.0000,0,0,0
311,633,0,0,0,0,0.0000,0,0,0
312,549,0,0,0,0,0.0000,0,0,0
313,505,0,0,0,0,0.0000,0,0,0
314,801,0,0,0,0,0.0000,0,0,0
315,299,0,0,0,0,0.0000,0,0,0
316,700,0,0,0,0,0.0000,0,0,0
317,655,0,0,0,0,0.0000,0,0,0
318,622,0,0,0,0,0.0000,0,0,0
319,511,0,0,0,0,0.0000,0,0,0
320,864,0,0,0,0,0.0000,0,0,0
321,554,0,0,0,0,0.0000,0,0,0
322,457,0,0,0,0,0.0000,0,0,0
323,891,0,0,0,0,0.0000,0,0,0
324,678,0,0,0,0,0.0000,0,0,0
325,298,0,0,0,0,0.0000,0,0,0
326,812,0,0,0,0,0.0000,0,0,0
327,599,0,0,0,0,0.0000,0,0,0
328,297,0,0,0,0,0.0000,0,0,0
329,1216,0,0,0,0,0.0000,0,0,0
330,368,0,0,0,0,0.0000,0,0,0
331,510,0,0,0,0,0.0000,0,0,0
332,484,0,0,0,0,0.0000,0,0,0
333,389,0,0,0,0,0.0000,0,0,0
334,642,0,0,1,0,0.0000,0,0,0
335,311,0,0,0,0,0.0000,0,0,0
336,527,0,0,0,0,0.0000,0,0,0
337,424,0,0,0,0,0.0000,0,0,0
338,759,0,0,1,0,0.0000,0,0,0
339,324,0,0,0,0,0.0000,0,0,0
340,531,0,0,0,0,0.0000,0,0,0
341,297,0,0,0,0,0.0000,0,0,0
342,337,0,0,0,0,0.0000,0,0,0
343,300,0,0,0,0,0.0000,0,0,0
344,480,0,0,0,0,0.0000,0,0,0
345,762,0,0,0,0,0.0000,0,0,0
346,390,0,0,0,0,0.0000,0,0,0
347,625,0,0,0,0,0.0000,0,0,0
348,583,0,0,0,0,0.0000,0,0,0
349,720,0,0,0,0,0.0000,0,0,0
350,718,0,0,0,0,0.0000,0,0,0
351,337,0,0,0,0,0.0000,0,0,0
352,450,0,0,0,0,0.0000,0,0,0
353,462,0,0,0,0,0.0000,0,0,0
354,475,0,0,0,0,0.0000,0,0,0
355,395,0,0,0,0,0.0000,0,0,0
356,471,0,0,0,0,0.0000,0,0,0
357,614,0,0,0,0,0.0000,0,0,0
358,677,0,0,0,0,0.0000,0,0,0
359,825,0,0,1,0,0.0000,0,0,0
360,543,0,0,0,0,0.0000,0,0,0
361,712,0,0,0,0,0.0000,0,0,0
362,776,0,0,0,0,0.0000,0,0,0
363,386,0,0,0,0,0.0000,0,0,0
364,551,0,0,0,0,0.0000,0,0,0
365,569,0,0,0,0,0.0000,0,0,0
366,664,0,0,0,0,0.0000,0,0,0
367,286,0,0,0,0,0.0000,0,0,0
368,581,0,0,0,0,0.0000,0,0,0
369,1174,0,0,1,0,0.0000,0,0,0
370,657,0,0,0,0,0.0000,0,0,0
371,1276,0,0,0,0,0.0000,0,0,0
372,453,0,0,0,0,0.0000,0,0,0
373,303,0,0,0,0,0.0000,0,0,0
374,562,0,0,0,0,0.0000,0,0,0
375,385,0,0,0,0,0.0000,0,0,0
376,531,0,0,0,0,0.0000,0,0,0
377,814,0,0,0,0,0.0000,0,0,0
378,300,0,0,0,0,0.0000,0,0,0
379,566,0,0,0,0,0.0000,0,0,0
380,546,0,0,0,0,0.0000,0,0,0
381,273,0,0,0,0,0.0000,0,0,0
382,479,0,0,0,0,0.0000,0,0,0
383,1225,0,0,1,0,0.0000,0,0,0
384,757,0,0,0,0,0.0000,0,0,0
385,550,0,0,0,0,0.0000,0,0,0
386,740,0,0,0,0,0.0000,0,0,0
387,440,0,0,0,0,0.0000,0,0,0
388,555,0,0,0,0,0.0000,0,0,0
389,383,0,0,0,0,0.0000,0,0,0
390,614,0,0,0,0,0.0000,0,0,0
391,438,0,0,0,0,0.0000,0,0,0
392,479,0,0,0,0,0.0000,0,0,0
393,680,0,0,0,0,0.0000,0,0,0
394,729,0,0,0,0,0.0000,0,0,0
395,419,0,0,0,0,0.0000,0,0,0
396,784,0,0,0,0,0.0000,0,0,0
397,697,0,0,0,0,0.0000,0,0,0
398,658,0,0,0,0,0.0000,0,0,0
399,581,0,0,0,0,0.0000,0,0,0
400,722,0,0,0,0,0.0000,0,0,0
401,502,0,0,0,0,0.0000,0,0,0
402,747,0,0,0,0,0.0000,0,0,0
403,1443,0,0,0,0,0.0000,0,0,0
404,647,0,0,0,0,0.0000,0,0,0
405,502,0,0,0,0,0.0000,0,0,0
406,293,0,0,0,0,0.0000,0,0,0
407,498,0,0,0,0,0.0000,0,0,0
408,705,0,0,0,0,0.0000,0,0,0
409,862,0,0,0,0,0.0000,0,0,0
410,558,0,0,0,0,0.0000,0,0,0
411,1234,0,0,0,0,0.0000,0,0,0
412,507,0,0,0,0,0.0000,0,0,0
413,434,0,0,0,0,0.0000,0,0,0
414,1043,0,0,1,0,0.0000,0,0,0
415,492,0,0,0,0,0.0000,0,0,0
416,953,0,0,1,0,0.0000,0,0,0
417,993,0,0,0,0,0.0000,0,0,0
418,914,0,0,0,0,0.0000,0,0,0
419,512,0,0,0,0,0.0000,0,0,0
420,561,0,0,0,0,0.0000,0,0,0
421,653,0,0,0,0,0.0000,0,0,0
422,887,0,0,0,0,0.0000,0,0,0
423,797,0,0,0,0,0.0000,0,0,0
424,836,0,0,0,0,0.0000,0,0,0
425,514,0,0,0,0,0.0000,0,0,0
426,509,0,0,0,0,0.0000,0,0,0
427,833,0,0,0,0,0.0000,0,0,0
428,861,0,0,0,0,0.0000,0,0,0
429,554,0,0,0,0,0.0000,0,0,0
430,980,0,0,1,0,0.0000,0,0,0
431,435,0,0,0,0,0.0000,0,0,0
432,534,0,0,0,0,0.0000,0,0,0
433,421,0,0,0,0,0.0000,0,0,0
434,513,0,0,0,0,0.0000,0,0,0
435,591,0,0,0,0,0.0000,0,0,0
436,492,0,0,0,0,0.0000,0,0,0
437,447,0,0,0,0,0.0000,0,0,0
438,519,0,0,0,0,0.0000,0,0,0
439,242,0,0,0,0,0.0000,0,0,0
440,354,0,0,0,0,0.0000,0,0,0
441,340,0,0,0,0,0.0000,0,0,0
442,962,0,0,0,0,0.0000,0,0,0
443,673,0,0,0,0,0.0000,0,0,0
444,644,0,0,0,0,0.0000,0,0,0
445,896,0,0,0,0,0.0000,0,0,0
446,783,0,0,0,0,0.0000,0,0,0
447,634,0,0,0,0,0.0000,0,0,0
448,697,0,0,0,0,0.0000,0,0,0
449,871,0,0,0,0,0.0000,0,0,0
450,395,0,0,0,0,0.0000,0,0,0
451,568,0,0,0,0,0.0000,0,0,0
452,631,0,0,0,0,0.0000,0,0,0
453,497,0,0,0,0,0.0000,0,0,0
454,848,0,0,0,0,0.0000,0,0,0
455,482,0,0,0,0,0.0000,0,0,0
456,496,0,0,0,0,0.0000,0,0,0
457,750,0,0,0,0,0.0000,0,0,0
458,353,0,0,0,0,0.0000,0,0,0
459,461,0,0,0,0,0.0000,0,0,0
460,578,0,0,0,0,0.0000,0,0,0
461,536,0,0,0,0,0.0000,0,0,0
462,426,0,0,0,0,0.0000,0,0,0
463,777,0,0,0,0,0.0000,0,0,0
464,267,0,0,0,0,0.0000,0,0,0
465,581,0,0,0,0,0.0000,0,0,0
466,941,0,0,0,0,0.0000,0,0,0
467,286,0,0,0,0,0.0000,0,0,0
468,534,0,0,0,0,0.0000,0,0,0
469,713,0,0,0,0,0.0000,0,0,0
470,756,0,0,0,0,0.0000,0,0,0
471,197,0,0,0,0,0.0000,0,0,0
472,299,0,0,0,0,0.0000,0,0,0
473,625,0,0,0,0,0.0000,0,0,0
474,744,0,0,0,0,0.0000,0,0,0
475,827,0,0,0,0,0.0000,0,0,0
476,598,0,0,0,0,0.0000,0,0,0
477,466,0,0,0,0,0.0000,0,0,0
478,315,0,0,0,0,0.0000,0,0,0
479,615,0,0,0,0,0.0000,0,0,0
480,487,0,0,0,0,0.0000,0,0,0
481,605,0,0,0,0,0.0000,0,0,0
482,243,0,0,0,0,0.0000,0,0,0
483,408,0,0,0,0,0.0000,0,0,0
484,811,0,0,0,0,0.0000,0,0,0
485,870,0,0,0,0,0.0000,0,0,0
486,714,0,0,0,0,0.0000,0,0,0
487,664,0,0,0,0,0.0000,0,0,0
488,633,0,0,0,0,0.0000,0,0,0
489,415,0,0,0,0,0.0000,0,0,0
490,663,0,0,0,0,0.0000,0,0,0
491,377,0,0,0,0,0.0000,0,0,0
492,337,0,0,0,0,0.0000,0,0,0
493,443,0,0,0,0,0.0000,0,0,0
494,428,0,0,0,0,0.0000,0,0,0
495,655,0,0,1,0,0.0000,0,0,0
496,475,0,0,0,0,0.0000,0,0,0
497,414,0,0,0,0,0.0000,0,0,0
498,378,0,0,0,0,0.0000,0,0,0
499,683,0,0,0,0,0.0000,0,0,0
500,667,0,0,0,0,0.0000,0,0,0
501,526,0,0,0,0,0.0000,0,0,0
502,486,0,0,0,0,0.0000,0,0,0
503,509,0,0,0,0,0.0000,0,0,0
504,555,0,0,0,0,0.0000,0,0,0
505,767,0,0,0,0,0.0000,0,0,0
506,327,0,0,0,0,0.0000,0,0,0
507,372,0,0,0,0,0.0000,0,0,0
508,535,0,0,0,0,0.0000,0,0,0
509,365,0,0,0,0,0.0000,0,0,0
510,610,0,0,0,0,0.0000,0,0,0
511,553,0,0,0,0,0.0000,0,0,0
512,1173,0,0,1,0,0.0000,0,0,0
513,923,0,0,0,0,0.0000,0,0,0
514,504,0,0,0,0,0.0000,0,0,0
515,287,0,0,0,0,0.0000,0,0,0
516,561,0,0,0,0,0.0000,0,0,0
517,538,0,0,0,0,0.0000,0,0,0
518,725,0,0,0,0,0.0000,0,0,0
519,392,0,0,0,0,0.0000,0,0,0
520,737,0,0,0,0,0.0000,0,0,0
521,850,0,0,0,0,0.0000,0,0,0
522,501,0,0,0,0,0.0000,0,0,0
523,752,0,0,0,0,0.0000,0,0,0
524,413,0,0,0,0,0.0000,0,0,0
525,1160,0,0,0,0,0.0000,0,0,0
526,183,0,0,0,0,0.0000,0,0,0
527,572,0,0,0,0,0.0000,0,0,0
528,479,0,0,0,0,0.0000,0,0,0
529,579,0,0,0,0,0.0000,0,0,0
530,509,0,0,0,0,0.0000,0,0,0
531,895,0,0,1,0,0.0000,0,0,0
532,870,0,0,0,0,0.0000,0,0,0
533,496,0,0,0,0,0.0000,0,0,0
534,485,0,0,0,0,0.0000,0,0,0
535,530,0,0,0,0,0.0000,0,0,0
536,506,0,0,0,0,0.0000,0,0,0
537,996,0,0,0,0,0.0000,0,0,0
538,506,0,0,0,0,0.0000,0,0,0
539,286,0,0,0,0,0.0000,0,0,0
540,208,0,0,0,0,0.0000,0,0,0
541,442,0,0,0,0,0.0000,0,0,0
542,422,0,0,0,0,0.0000,0,0,0
543,841,0,0,0,0,0.0000,0,0,0
544,583,0,0,0,0,0.0000,0,0,0
545,1122,0,0,0,0,0.0000,0,0,0
546,732,0,0,0,0,0.0000,0,0,0
547,934,0,0,1,0,0.0000,0,0,0
548,854,0,0,0,0,0.0000,0,0,0
549,704,0,0,0,0,0.0000,0,0,0
550,683,0,0,0,0,0.0000,0,0,0
551,403,0,0,0,0,0.0000,0,0,0
552,711,0,0,0,0,0.0000,0,0,0
553,328,0,0,0,0,0.0000,0,0,0
554,258,0,0,0,0,0.0000,0,0,0
555,365,0,0,0,0,0.0000,0,0,0
556,438,0,0,0,0,0.0000,0,0,0
557,522,0,0,0,0,0.0000,0,0,0
558,744,0,0,0,0,0.0000,0,0,0
559,521,0,0,0,0,0.0000,0,0,0
560,427,0,0,0,0,0.0000,0,0,0
561,320,0,0,0,0,0.0000,0,0,0
562,205,0,0,0,0,0.0000,0,0,0
563,538,0,0,0,0,0.0000,0,0,0
564,320,0,0,0,0,0.0000,0,0,0
565,342,0,0,0,0,0.0000,0,0,0
566,699,0,0,0,0,0.0000,0,0,0
567,427,0,0,0,0,0.0000,0,0,0
568,796,0,0,0,0,0.0000,0,0,0
569,505,0,0,0,0,0.0000,0,0,0
570,755,0,0,0,0,0.0000,0,0,0
571,266,0,0,0,0,0.0000,0,0,0
572,498,0,0,0,0,0.0000,0,0,0
573,353,0,0,0,0,0.0000,0,0,0
574,340,0,0,0,0,0.0000,0,0,0
575,407,0,0,0,0,0.0000,0,0,0
576,550,0,0,0,0,0.0000,0,0,0
577,336,0,0,0,0,0.0000,0,0,0
578,321,0,0,0,0,0.0000,0,0,0
579,857,0,0,0,0,0.0000,0,0,0
580,263,0,0,0,0,0.0000,0,0,0
581,838,0,0,0,0,0.0000,0,0,0
582,839,0,0,1,0,0.0000,0,0,0
583,848,0,0,0,0,0.0000,0,0,0
584,543,0,0,0,0,0.0000,0,0,0
585,619,0,0,0,0,0.0000,0,0,0
586,618,0,0,0,0,0.0000,0,0,0
587,493,0,0,0,0,0.0000,0,0,0
588,873,0,0,0,0,0.0000,0,0,0
589,568,0,0,0,0,0.0000,0,0,0
590,737,0,0,0,0,0.0000,0,0,0
591,427,0,0,0,0,0.0000,0,0,0
592,559,0,0,0,0,0.0000,0,0,0
593,560,0,0,0,0,0.0000,0,0,0
594,582,0,0,0,0,0.0000,0,0,0
595,492,0,0,0,0,0.0000,0,0,0
596,539,0,0,0,0,0.0000,0,0,0
597,581,0,0,0,0,0.0000,0,0,0
598,608,0,0,0,0,0.0000,0,0,0
599,571,0,0,0,0,0.0000,0,0,0
600,605,0,0,0,0,0.0000,0,0,0
