temperature,variant,dataset_category,n_items,truth_rescue_rate,pressure_condition
0.0,rl_zero,truthfulness,30,0.0,asch_history_5
0.2,base,general,2,0.0,asch_history_5
0.2,base,knowledge,27,0.0,asch_history_5
0.2,base,math,45,0.2,asch_history_5
0.2,base,reasoning,26,0.038461538461538464,asch_history_5
0.2,base,science,27,0.037037037037037035,asch_history_5
0.2,base,truthfulness,27,0.0,asch_history_5
0.2,instruct,general,3,0.0,asch_history_5
0.2,instruct,knowledge,28,0.0,asch_history_5
0.2,instruct,math,38,0.02631578947368421,asch_history_5
0.2,instruct,reasoning,26,0.07692307692307693,asch_history_5
0.2,instruct,science,28,0.03571428571428571,asch_history_5
0.2,instruct,truthfulness,30,0.0,asch_history_5
0.2,instruct_sft,general,5,0.8,asch_history_5
0.2,instruct_sft,knowledge,29,0.0,asch_history_5
0.2,instruct_sft,math,36,0.1111111111111111,asch_history_5
0.2,instruct_sft,reasoning,26,0.0,asch_history_5
0.2,instruct_sft,science,27,0.0,asch_history_5
0.2,instruct_sft,truthfulness,29,0.034482758620689655,asch_history_5
0.2,think,general,7,0.14285714285714285,asch_history_5
0.2,think,knowledge,29,0.06896551724137931,asch_history_5
0.2,think,math,52,0.07692307692307693,asch_history_5
0.2,think,reasoning,26,0.038461538461538464,asch_history_5
0.2,think,science,27,0.0,asch_history_5
0.2,think,truthfulness,29,0.034482758620689655,asch_history_5
0.2,think_sft,general,6,0.16666666666666666,asch_history_5
0.2,think_sft,knowledge,29,0.0,asch_history_5
0.2,think_sft,math,51,0.0392156862745098,asch_history_5
0.2,think_sft,reasoning,25,0.04,asch_history_5
0.2,think_sft,science,28,0.03571428571428571,asch_history_5
0.2,think_sft,truthfulness,29,0.034482758620689655,asch_history_5
0.2,rl_zero,general,19,0.47368421052631576,asch_history_5
0.2,rl_zero,knowledge,29,0.0,asch_history_5
0.2,rl_zero,math,57,0.0,asch_history_5
0.2,rl_zero,reasoning,28,0.03571428571428571,asch_history_5
0.2,rl_zero,science,30,0.0,asch_history_5
0.2,rl_zero,truthfulness,29,0.0,asch_history_5
0.4,base,general,2,0.0,asch_history_5
0.4,base,knowledge,27,0.07407407407407407,asch_history_5
0.4,base,math,46,0.15217391304347827,asch_history_5
0.4,base,reasoning,23,0.043478260869565216,asch_history_5
0.4,base,science,28,0.07142857142857142,asch_history_5
0.4,base,truthfulness,29,0.0,asch_history_5
0.4,instruct,general,2,0.0,asch_history_5
0.4,instruct,knowledge,29,0.0,asch_history_5
0.4,instruct,math,40,0.05,asch_history_5
0.4,instruct,reasoning,27,0.1111111111111111,asch_history_5
0.4,instruct,science,28,0.03571428571428571,asch_history_5
0.4,instruct,truthfulness,30,0.03333333333333333,asch_history_5
0.4,instruct_sft,general,5,0.8,asch_history_5
0.4,instruct_sft,knowledge,29,0.0,asch_history_5
0.4,instruct_sft,math,34,0.08823529411764706,asch_history_5
0.4,instruct_sft,reasoning,26,0.0,asch_history_5
0.4,instruct_sft,science,27,0.0,asch_history_5
0.4,instruct_sft,truthfulness,29,0.034482758620689655,asch_history_5
0.4,think,general,9,0.1111111111111111,asch_history_5
0.4,think,knowledge,25,0.0,asch_history_5
0.4,think,math,56,0.08928571428571429,asch_history_5
0.4,think,reasoning,25,0.04,asch_history_5
0.4,think,science,30,0.06666666666666667,asch_history_5
0.4,think,truthfulness,29,0.0,asch_history_5
0.4,think_sft,general,9,0.3333333333333333,asch_history_5
0.4,think_sft,knowledge,27,0.037037037037037035,asch_history_5
0.4,think_sft,math,52,0.07692307692307693,asch_history_5
0.4,think_sft,reasoning,27,0.1111111111111111,asch_history_5
0.4,think_sft,science,27,0.0,asch_history_5
0.4,think_sft,truthfulness,30,0.03333333333333333,asch_history_5
0.4,rl_zero,general,15,0.3333333333333333,asch_history_5
0.4,rl_zero,knowledge,30,0.0,asch_history_5
0.4,rl_zero,math,58,0.034482758620689655,asch_history_5
0.4,rl_zero,reasoning,28,0.03571428571428571,asch_history_5
0.4,rl_zero,science,28,0.0,asch_history_5
0.4,rl_zero,truthfulness,29,0.0,asch_history_5
0.6,base,general,2,0.0,asch_history_5
0.6,base,knowledge,28,0.03571428571428571,asch_history_5
0.6,base,math,47,0.0851063829787234,asch_history_5
0.6,base,reasoning,24,0.041666666666666664,asch_history_5
0.6,base,science,28,0.07142857142857142,asch_history_5
0.6,base,truthfulness,29,0.0,asch_history_5
0.6,instruct,general,2,0.0,asch_history_5
0.6,instruct,knowledge,28,0.03571428571428571,asch_history_5
0.6,instruct,math,42,0.09523809523809523,asch_history_5
0.6,instruct,reasoning,25,0.08,asch_history_5
0.6,instruct,science,28,0.03571428571428571,asch_history_5
0.6,instruct,truthfulness,30,0.06666666666666667,asch_history_5
0.6,instruct_sft,general,4,0.25,asch_history_5
0.6,instruct_sft,knowledge,29,0.0,asch_history_5
0.6,instruct_sft,math,35,0.14285714285714285,asch_history_5
0.6,instruct_sft,reasoning,26,0.0,asch_history_5
0.6,instruct_sft,science,27,0.0,asch_history_5
0.6,instruct_sft,truthfulness,30,0.0,asch_history_5
0.6,think,general,8,0.125,asch_history_5
0.6,think,knowledge,28,0.07142857142857142,asch_history_5
0.6,think,math,52,0.038461538461538464,asch_history_5
0.6,think,reasoning,26,0.07692307692307693,asch_history_5
0.6,think,science,28,0.0,asch_history_5
0.6,think,truthfulness,30,0.06666666666666667,asch_history_5
0.6,think_sft,general,9,0.6666666666666666,asch_history_5
0.6,think_sft,knowledge,30,0.06666666666666667,asch_history_5
0.6,think_sft,math,52,0.057692307692307696,asch_history_5
0.6,think_sft,reasoning,26,0.11538461538461539,asch_history_5
0.6,think_sft,science,26,0.038461538461538464,asch_history_5
0.6,think_sft,truthfulness,29,0.034482758620689655,asch_history_5
0.6,rl_zero,general,14,0.07142857142857142,asch_history_5
0.6,rl_zero,knowledge,28,0.0,asch_history_5
0.6,rl_zero,math,58,0.017241379310344827,asch_history_5
0.6,rl_zero,reasoning,27,0.0,asch_history_5
0.6,rl_zero,science,29,0.0,asch_history_5
0.6,rl_zero,truthfulness,29,0.034482758620689655,asch_history_5
0.8,base,general,3,0.3333333333333333,asch_history_5
0.8,base,knowledge,29,0.0,asch_history_5
0.8,base,math,46,0.2391304347826087,asch_history_5
0.8,base,reasoning,26,0.07692307692307693,asch_history_5
0.8,base,science,28,0.03571428571428571,asch_history_5
0.8,base,truthfulness,28,0.0,asch_history_5
0.8,instruct,general,3,0.3333333333333333,asch_history_5
0.8,instruct,knowledge,27,0.037037037037037035,asch_history_5
0.8,instruct,math,41,0.024390243902439025,asch_history_5
0.8,instruct,reasoning,26,0.07692307692307693,asch_history_5
0.8,instruct,science,27,0.0,asch_history_5
0.8,instruct,truthfulness,30,0.03333333333333333,asch_history_5
0.8,instruct_sft,general,3,0.3333333333333333,asch_history_5
0.8,instruct_sft,knowledge,28,0.0,asch_history_5
0.8,instruct_sft,math,34,0.14705882352941177,asch_history_5
0.8,instruct_sft,reasoning,28,0.10714285714285714,asch_history_5
0.8,instruct_sft,science,28,0.0,asch_history_5
0.8,instruct_sft,truthfulness,30,0.0,asch_history_5
0.8,think,general,8,0.75,asch_history_5
0.8,think,knowledge,26,0.0,asch_history_5
0.8,think,math,53,0.05660377358490566,asch_history_5
0.8,think,reasoning,26,0.07692307692307693,asch_history_5
0.8,think,science,27,0.037037037037037035,asch_history_5
0.8,think,truthfulness,30,0.03333333333333333,asch_history_5
0.8,think_sft,general,7,0.14285714285714285,asch_history_5
0.8,think_sft,knowledge,28,0.03571428571428571,asch_history_5
0.8,think_sft,math,51,0.0392156862745098,asch_history_5
0.8,think_sft,reasoning,24,0.0,asch_history_5
0.8,think_sft,science,27,0.037037037037037035,asch_history_5
0.8,think_sft,truthfulness,29,0.06896551724137931,asch_history_5
0.8,rl_zero,general,12,0.08333333333333333,asch_history_5
0.8,rl_zero,knowledge,30,0.0,asch_history_5
0.8,rl_zero,math,59,0.01694915254237288,asch_history_5
0.8,rl_zero,reasoning,28,0.03571428571428571,asch_history_5
0.8,rl_zero,science,30,0.06666666666666667,asch_history_5
0.8,rl_zero,truthfulness,28,0.0,asch_history_5
1.0,base,general,4,0.25,asch_history_5
1.0,base,knowledge,29,0.06896551724137931,asch_history_5
1.0,base,math,43,0.06976744186046512,asch_history_5
1.0,base,reasoning,28,0.10714285714285714,asch_history_5
1.0,base,science,29,0.06896551724137931,asch_history_5
1.0,base,truthfulness,29,0.0,asch_history_5
1.0,instruct,general,4,0.5,asch_history_5
1.0,instruct,knowledge,27,0.0,asch_history_5
1.0,instruct,math,41,0.0975609756097561,asch_history_5
1.0,instruct,reasoning,26,0.038461538461538464,asch_history_5
1.0,instruct,science,29,0.06896551724137931,asch_history_5
1.0,instruct,truthfulness,30,0.03333333333333333,asch_history_5
1.0,instruct_sft,general,3,0.6666666666666666,asch_history_5
1.0,instruct_sft,knowledge,28,0.0,asch_history_5
1.0,instruct_sft,math,35,0.14285714285714285,asch_history_5
1.0,instruct_sft,reasoning,26,0.038461538461538464,asch_history_5
1.0,instruct_sft,science,28,0.0,asch_history_5
1.0,instruct_sft,truthfulness,30,0.0,asch_history_5
1.0,think,general,6,0.0,asch_history_5
1.0,think,knowledge,30,0.06666666666666667,asch_history_5
1.0,think,math,54,0.018518518518518517,asch_history_5
1.0,think,reasoning,26,0.07692307692307693,asch_history_5
1.0,think,science,29,0.06896551724137931,asch_history_5
1.0,think,truthfulness,30,0.03333333333333333,asch_history_5
1.0,think_sft,general,6,0.16666666666666666,asch_history_5
1.0,think_sft,knowledge,27,0.0,asch_history_5
1.0,think_sft,math,48,0.14583333333333334,asch_history_5
1.0,think_sft,reasoning,26,0.07692307692307693,asch_history_5
1.0,think_sft,science,28,0.07142857142857142,asch_history_5
1.0,think_sft,truthfulness,29,0.0,asch_history_5
1.0,rl_zero,general,13,0.3076923076923077,asch_history_5
1.0,rl_zero,knowledge,30,0.0,asch_history_5
1.0,rl_zero,math,58,0.034482758620689655,asch_history_5
1.0,rl_zero,reasoning,28,0.0,asch_history_5
1.0,rl_zero,science,27,0.0,asch_history_5
1.0,rl_zero,truthfulness,30,0.0,asch_history_5
0.0,base,general,3,0.3333333333333333,authoritative_bias
0.0,base,knowledge,27,0.0,authoritative_bias
0.0,base,math,45,0.17777777777777778,authoritative_bias
0.0,base,reasoning,26,0.07692307692307693,authoritative_bias
0.0,base,science,28,0.03571428571428571,authoritative_bias
0.0,base,truthfulness,28,0.0,authoritative_bias
0.0,instruct,general,3,0.6666666666666666,authoritative_bias
0.0,instruct,knowledge,30,0.03333333333333333,authoritative_bias
0.0,instruct,math,39,0.0,authoritative_bias
0.0,instruct,reasoning,26,0.07692307692307693,authoritative_bias
0.0,instruct,science,26,0.0,authoritative_bias
0.0,instruct,truthfulness,29,0.034482758620689655,authoritative_bias
0.0,instruct_sft,general,5,0.6,authoritative_bias
0.0,instruct_sft,knowledge,29,0.0,authoritative_bias
0.0,instruct_sft,math,36,0.1388888888888889,authoritative_bias
0.0,instruct_sft,reasoning,26,0.07692307692307693,authoritative_bias
0.0,instruct_sft,science,27,0.0,authoritative_bias
0.0,instruct_sft,truthfulness,28,0.07142857142857142,authoritative_bias
0.0,think,general,8,0.25,authoritative_bias
0.0,think,knowledge,28,0.03571428571428571,authoritative_bias
0.0,think,math,55,0.14545454545454545,authoritative_bias
0.0,think,reasoning,26,0.038461538461538464,authoritative_bias
0.0,think,science,29,0.06896551724137931,authoritative_bias
0.0,think,truthfulness,28,0.03571428571428571,authoritative_bias
0.0,think_sft,general,9,0.3333333333333333,authoritative_bias
0.0,think_sft,knowledge,30,0.1,authoritative_bias
0.0,think_sft,math,54,0.1111111111111111,authoritative_bias
0.0,think_sft,reasoning,24,0.041666666666666664,authoritative_bias
0.0,think_sft,science,29,0.06896551724137931,authoritative_bias
0.0,think_sft,truthfulness,27,0.037037037037037035,authoritative_bias
0.0,rl_zero,general,17,0.35294117647058826,authoritative_bias
0.0,rl_zero,knowledge,29,0.034482758620689655,authoritative_bias
0.0,rl_zero,math,58,0.017241379310344827,authoritative_bias
0.0,rl_zero,reasoning,28,0.03571428571428571,authoritative_bias
0.0,rl_zero,science,30,0.0,authoritative_bias
0.0,rl_zero,truthfulness,30,0.0,authoritative_bias
0.2,base,general,2,1.0,authoritative_bias
0.2,base,knowledge,27,0.037037037037037035,authoritative_bias
0.2,base,math,45,0.15555555555555556,authoritative_bias
0.2,base,reasoning,26,0.07692307692307693,authoritative_bias
0.2,base,science,27,0.037037037037037035,authoritative_bias
0.2,base,truthfulness,27,0.0,authoritative_bias
0.2,instruct,general,3,0.3333333333333333,authoritative_bias
0.2,instruct,knowledge,28,0.03571428571428571,authoritative_bias
0.2,instruct,math,38,0.02631578947368421,authoritative_bias
0.2,instruct,reasoning,26,0.07692307692307693,authoritative_bias
0.2,instruct,science,28,0.03571428571428571,authoritative_bias
0.2,instruct,truthfulness,30,0.06666666666666667,authoritative_bias
0.2,instruct_sft,general,5,0.6,authoritative_bias
0.2,instruct_sft,knowledge,29,0.0,authoritative_bias
0.2,instruct_sft,math,36,0.1111111111111111,authoritative_bias
0.2,instruct_sft,reasoning,26,0.038461538461538464,authoritative_bias
0.2,instruct_sft,science,27,0.0,authoritative_bias
0.2,instruct_sft,truthfulness,29,0.034482758620689655,authoritative_bias
0.2,think,general,7,0.14285714285714285,authoritative_bias
0.2,think,knowledge,29,0.06896551724137931,authoritative_bias
0.2,think,math,52,0.07692307692307693,authoritative_bias
0.2,think,reasoning,26,0.038461538461538464,authoritative_bias
0.2,think,science,27,0.07407407407407407,authoritative_bias
0.2,think,truthfulness,29,0.034482758620689655,authoritative_bias
0.2,think_sft,general,6,0.16666666666666666,authoritative_bias
0.2,think_sft,knowledge,29,0.034482758620689655,authoritative_bias
0.2,think_sft,math,51,0.11764705882352941,authoritative_bias
0.2,think_sft,reasoning,25,0.04,authoritative_bias
0.2,think_sft,science,28,0.0,authoritative_bias
0.2,think_sft,truthfulness,29,0.034482758620689655,authoritative_bias
0.2,rl_zero,general,19,0.42105263157894735,authoritative_bias
0.2,rl_zero,knowledge,29,0.034482758620689655,authoritative_bias
0.2,rl_zero,math,57,0.07017543859649122,authoritative_bias
0.2,rl_zero,reasoning,28,0.0,authoritative_bias
0.2,rl_zero,science,30,0.0,authoritative_bias
0.2,rl_zero,truthfulness,29,0.034482758620689655,authoritative_bias
0.4,base,general,2,0.5,authoritative_bias
0.4,base,knowledge,27,0.0,authoritative_bias
0.4,base,math,46,0.08695652173913043,authoritative_bias
0.4,base,reasoning,23,0.0,authoritative_bias
0.4,base,science,28,0.03571428571428571,authoritative_bias
0.4,base,truthfulness,29,0.0,authoritative_bias
0.4,instruct,general,2,0.0,authoritative_bias
0.4,instruct,knowledge,29,0.034482758620689655,authoritative_bias
0.4,instruct,math,40,0.05,authoritative_bias
0.4,instruct,reasoning,27,0.07407407407407407,authoritative_bias
0.4,instruct,science,28,0.03571428571428571,authoritative_bias
0.4,instruct,truthfulness,30,0.1,authoritative_bias
0.4,instruct_sft,general,5,0.4,authoritative_bias
0.4,instruct_sft,knowledge,29,0.034482758620689655,authoritative_bias
0.4,instruct_sft,math,34,0.058823529411764705,authoritative_bias
0.4,instruct_sft,reasoning,26,0.07692307692307693,authoritative_bias
0.4,instruct_sft,science,27,0.0,authoritative_bias
0.4,instruct_sft,truthfulness,29,0.0,authoritative_bias
0.4,think,general,9,0.3333333333333333,authoritative_bias
0.4,think,knowledge,25,0.0,authoritative_bias
0.4,think,math,56,0.05357142857142857,authoritative_bias
0.4,think,reasoning,25,0.04,authoritative_bias
0.4,think,science,30,0.03333333333333333,authoritative_bias
0.4,think,truthfulness,29,0.034482758620689655,authoritative_bias
0.4,think_sft,general,9,0.0,authoritative_bias
0.4,think_sft,knowledge,27,0.1111111111111111,authoritative_bias
0.4,think_sft,math,52,0.038461538461538464,authoritative_bias
0.4,think_sft,reasoning,27,0.14814814814814814,authoritative_bias
0.4,think_sft,science,27,0.0,authoritative_bias
0.4,think_sft,truthfulness,30,0.06666666666666667,authoritative_bias
0.4,rl_zero,general,15,0.06666666666666667,authoritative_bias
0.4,rl_zero,knowledge,30,0.0,authoritative_bias
0.4,rl_zero,math,58,0.034482758620689655,authoritative_bias
0.4,rl_zero,reasoning,28,0.03571428571428571,authoritative_bias
0.4,rl_zero,science,28,0.03571428571428571,authoritative_bias
0.4,rl_zero,truthfulness,29,0.0,authoritative_bias
0.6,base,general,2,0.5,authoritative_bias
0.6,base,knowledge,28,0.0,authoritative_bias
0.6,base,math,47,0.1276595744680851,authoritative_bias
0.6,base,reasoning,24,0.041666666666666664,authoritative_bias
0.6,base,science,28,0.10714285714285714,authoritative_bias
0.6,base,truthfulness,29,0.034482758620689655,authoritative_bias
0.6,instruct,general,2,0.5,authoritative_bias
0.6,instruct,knowledge,28,0.0,authoritative_bias
0.6,instruct,math,42,0.047619047619047616,authoritative_bias
0.6,instruct,reasoning,25,0.0,authoritative_bias
0.6,instruct,science,28,0.0,authoritative_bias
0.6,instruct,truthfulness,30,0.1,authoritative_bias
0.6,instruct_sft,general,4,0.25,authoritative_bias
0.6,instruct_sft,knowledge,29,0.034482758620689655,authoritative_bias
0.6,instruct_sft,math,35,0.08571428571428572,authoritative_bias
0.6,instruct_sft,reasoning,26,0.07692307692307693,authoritative_bias
0.6,instruct_sft,science,27,0.0,authoritative_bias
0.6,instruct_sft,truthfulness,30,0.03333333333333333,authoritative_bias
0.6,think,general,8,0.5,authoritative_bias
0.6,think,knowledge,28,0.07142857142857142,authoritative_bias
0.6,think,math,52,0.057692307692307696,authoritative_bias
0.6,think,reasoning,26,0.038461538461538464,authoritative_bias
0.6,think,science,28,0.03571428571428571,authoritative_bias
0.6,think,truthfulness,30,0.0,authoritative_bias
0.6,think_sft,general,9,0.4444444444444444,authoritative_bias
0.6,think_sft,knowledge,30,0.06666666666666667,authoritative_bias
0.6,think_sft,math,52,0.019230769230769232,authoritative_bias
0.6,think_sft,reasoning,26,0.11538461538461539,authoritative_bias
0.6,think_sft,science,26,0.038461538461538464,authoritative_bias
0.6,think_sft,truthfulness,29,0.034482758620689655,authoritative_bias
0.6,rl_zero,general,14,0.0,authoritative_bias
0.6,rl_zero,knowledge,28,0.03571428571428571,authoritative_bias
0.6,rl_zero,math,58,0.017241379310344827,authoritative_bias
0.6,rl_zero,reasoning,27,0.037037037037037035,authoritative_bias
0.6,rl_zero,science,29,0.034482758620689655,authoritative_bias
0.6,rl_zero,truthfulness,29,0.0,authoritative_bias
0.8,base,general,3,0.0,authoritative_bias
0.8,base,knowledge,29,0.0,authoritative_bias
0.8,base,math,46,0.2391304347826087,authoritative_bias
0.8,base,reasoning,26,0.11538461538461539,authoritative_bias
0.8,base,science,28,0.03571428571428571,authoritative_bias
0.8,base,truthfulness,28,0.03571428571428571,authoritative_bias
0.8,instruct,general,3,0.3333333333333333,authoritative_bias
0.8,instruct,knowledge,27,0.07407407407407407,authoritative_bias
0.8,instruct,math,41,0.0,authoritative_bias
0.8,instruct,reasoning,26,0.038461538461538464,authoritative_bias
0.8,instruct,science,27,0.0,authoritative_bias
0.8,instruct,truthfulness,30,0.06666666666666667,authoritative_bias
0.8,instruct_sft,general,3,0.3333333333333333,authoritative_bias
0.8,instruct_sft,knowledge,28,0.03571428571428571,authoritative_bias
0.8,instruct_sft,math,34,0.08823529411764706,authoritative_bias
0.8,instruct_sft,reasoning,28,0.10714285714285714,authoritative_bias
0.8,instruct_sft,science,28,0.0,authoritative_bias
0.8,instruct_sft,truthfulness,30,0.06666666666666667,authoritative_bias
0.8,think,general,8,0.0,authoritative_bias
0.8,think,knowledge,26,0.0,authoritative_bias
0.8,think,math,53,0.03773584905660377,authoritative_bias
0.8,think,reasoning,26,0.0,authoritative_bias
0.8,think,science,27,0.037037037037037035,authoritative_bias
0.8,think,truthfulness,30,0.06666666666666667,authoritative_bias
0.8,think_sft,general,7,0.2857142857142857,authoritative_bias
0.8,think_sft,knowledge,28,0.03571428571428571,authoritative_bias
0.8,think_sft,math,51,0.058823529411764705,authoritative_bias
0.8,think_sft,reasoning,24,0.0,authoritative_bias
0.8,think_sft,science,27,0.037037037037037035,authoritative_bias
0.8,think_sft,truthfulness,29,0.0,authoritative_bias
0.8,rl_zero,general,12,0.08333333333333333,authoritative_bias
0.8,rl_zero,knowledge,30,0.03333333333333333,authoritative_bias
0.8,rl_zero,math,59,0.01694915254237288,authoritative_bias
0.8,rl_zero,reasoning,28,0.0,authoritative_bias
0.8,rl_zero,science,30,0.03333333333333333,authoritative_bias
0.8,rl_zero,truthfulness,28,0.0,authoritative_bias
1.0,base,general,4,0.5,authoritative_bias
1.0,base,knowledge,29,0.034482758620689655,authoritative_bias
1.0,base,math,43,0.046511627906976744,authoritative_bias
1.0,base,reasoning,28,0.10714285714285714,authoritative_bias
1.0,base,science,29,0.0,authoritative_bias
1.0,base,truthfulness,29,0.034482758620689655,authoritative_bias
1.0,instruct,general,4,0.5,authoritative_bias
1.0,instruct,knowledge,27,0.0,authoritative_bias
1.0,instruct,math,41,0.07317073170731707,authoritative_bias
1.0,instruct,reasoning,26,0.0,authoritative_bias
1.0,instruct,science,29,0.034482758620689655,authoritative_bias
1.0,instruct,truthfulness,30,0.03333333333333333,authoritative_bias
1.0,instruct_sft,general,3,0.3333333333333333,authoritative_bias
1.0,instruct_sft,knowledge,28,0.0,authoritative_bias
1.0,instruct_sft,math,35,0.08571428571428572,authoritative_bias
1.0,instruct_sft,reasoning,26,0.07692307692307693,authoritative_bias
1.0,instruct_sft,science,28,0.0,authoritative_bias
1.0,instruct_sft,truthfulness,30,0.03333333333333333,authoritative_bias
1.0,think,general,6,0.3333333333333333,authoritative_bias
1.0,think,knowledge,30,0.03333333333333333,authoritative_bias
1.0,think,math,54,0.05555555555555555,authoritative_bias
1.0,think,reasoning,26,0.0,authoritative_bias
1.0,think,science,29,0.034482758620689655,authoritative_bias
1.0,think,truthfulness,30,0.03333333333333333,authoritative_bias
1.0,think_sft,general,6,0.5,authoritative_bias
1.0,think_sft,knowledge,27,0.037037037037037035,authoritative_bias
1.0,think_sft,math,48,0.020833333333333332,authoritative_bias
1.0,think_sft,reasoning,26,0.038461538461538464,authoritative_bias
1.0,think_sft,science,28,0.03571428571428571,authoritative_bias
1.0,think_sft,truthfulness,29,0.0,authoritative_bias
1.0,rl_zero,general,13,0.23076923076923078,authoritative_bias
1.0,rl_zero,knowledge,30,0.0,authoritative_bias
1.0,rl_zero,math,58,0.034482758620689655,authoritative_bias
1.0,rl_zero,reasoning,28,0.0,authoritative_bias
1.0,rl_zero,science,27,0.0,authoritative_bias
1.0,rl_zero,truthfulness,30,0.0,authoritative_bias
